index,file_offset,id,size,ver,crc32_field,crc32_calc,crc_ok,id2,A,B,C,param_f32_0x20,param2_f32_0x24,pad_len,pad_all_zero,anomaly
1862,134080,11194,28,1,1FE91A9F,1FE91A9F,True,11194,541742,541743,0,11.355100,0.000000,28,True,False
1863,134152,11195,28,1,F9967520,F9967520,True,11195,541748,541749,0,13.590600,0.000000,28,True,False
1864,134224,11196,28,1,707AB34D,707AB34D,True,11196,541738,541739,0,8.214420,0.000000,28,True,False
1865,134296,11197,28,1,4D039E92,4D039E92,True,11197,541756,541785,0,4.890370,0.000000,28,True,False
1866,134368,11199,28,1,2F2A69AB,2F2A69AB,True,11199,541789,541790,0,12.791100,0.000000,28,True,False
1867,134440,11200,28,1,E92ABB86,E92ABB86,True,11200,541760,541761,0,3.891480,0.000000,28,True,False
1868,134512,11201,28,1,FC1F0A8E,FC1F0A8E,True,11201,541772,541773,0,13.092200,0.000000,28,True,False
1869,134584,11206,28,1,DC4D185F,DC4D185F,True,11206,541763,541764,0,14.904100,0.000000,28,True,False
1870,134656,11210,28,1,6CA6E353,6CA6E353,True,11210,542007,542008,0,70.000000,0.000000,28,True,False
1871,134728,11211,28,1,075883EE,075883EE,True,11211,541995,541996,0,70.000000,0.000000,28,True,False
1872,134800,11212,28,1,D32A4EA9,D32A4EA9,True,11212,542003,542004,0,70.000000,0.000000,28,True,False
1873,134872,11239,28,1,D8E4CEEB,D8E4CEEB,True,11239,543048,543049,0,11.146400,0.000000,28,True,False
1874,134944,11240,28,1,E3546DF1,E3546DF1,True,11240,543039,543040,0,11.411700,0.000000,28,True,False
1875,135016,11241,28,1,7161C685,7161C685,True,11241,543053,543054,0,8.139840,0.000000,28,True,False
1876,135088,11242,28,1,8DA1F031,8DA1F031,True,11242,543056,543057,0,11.063600,0.000000,28,True,False
1877,135160,11243,28,1,B7E06E96,B7E06E96,True,11243,543059,543060,0,9.251740,0.000000,28,True,False
1878,135232,9338,28,1,5092AC16,5092AC16,True,9338,503798,503799,509990,17.026600,0.000000,28,True,False
1879,135304,9339,28,1,69D11878,69D11878,True,9339,503770,503771,504033,11.385900,0.000000,28,True,False
1880,135376,9340,28,1,1305537D,1305537D,True,9340,503916,503917,503918,17.121300,0.000000,28,True,False
1881,135448,9345,28,1,F1235D4D,F1235D4D,True,9345,504184,0,504185,27.415899,0.000000,28,True,False
1882,135520,9689,28,1,E7D3EA08,E7D3EA08,True,9689,509815,511281,509991,14.349600,0.000000,28,True,False
1883,135592,9764,28,1,D1AB481B,D1AB481B,True,9764,511357,0,0,70.000000,0.000000,28,True,False
1884,135664,9765,28,1,1AA60302,1AA60302,True,9765,511364,0,0,1.211790,0.000000,28,True,False
1885,135736,10651,28,1,67C2E999,67C2E999,True,10651,504216,504217,511345,1.825540,0.000000,28,True,False
1886,135808,9363,28,1,6AC6CEB8,6AC6CEB8,True,9363,504327,504328,0,93.435402,0.000000,28,True,False
1887,135880,9368,28,1,DED38C0D,DED38C0D,True,9368,504453,504454,0,350.000000,0.000000,28,True,False
1888,135952,9434,28,1,A8ADF1A2,A8ADF1A2,True,9434,504936,504937,0,127.488998,0.000000,28,True,False
1889,136024,9435,28,1,8E582415,8E582415,True,9435,505074,505075,505076,44.233200,0.000000,28,True,False
1890,136096,9436,28,1,E3FCBA4D,E3FCBA4D,True,9436,505007,505008,505009,31.986200,0.000000,28,True,False
1891,136168,9437,28,1,1622DEFD,1622DEFD,True,9437,505031,505032,505033,31.986200,0.000000,28,True,False
1892,136240,9439,28,1,9C3896C5,9C3896C5,True,9439,505062,0,0,5.011480,0.000000,28,True,False
1893,136312,9440,28,1,69B38B5A,69B38B5A,True,9440,505072,0,0,1.882840,0.000000,28,True,False
1894,136384,9441,28,1,879E58AC,879E58AC,True,9441,505066,0,0,600.000000,0.000000,28,True,False
1895,136456,9613,28,1,C196A753,C196A753,True,9613,508623,0,0,5.011480,0.000000,28,True,False
1896,136528,9614,28,1,860D188F,860D188F,True,9614,508626,0,0,5.011480,0.000000,28,True,False
1897,136600,9615,28,1,B6A0D2E5,B6A0D2E5,True,9615,508629,0,0,5.011480,0.000000,28,True,False
1898,136672,9616,28,1,9E77DF48,9E77DF48,True,9616,508632,0,0,5.011480,0.000000,28,True,False
1899,136744,9617,28,1,C7DC8B7D,C7DC8B7D,True,9617,508635,0,0,5.011480,0.000000,28,True,False
1900,136816,9618,28,1,ABA66AF3,ABA66AF3,True,9618,508654,0,0,300.000000,0.000000,28,True,False
1901,136888,9442,28,1,0FCC6A9D,0FCC6A9D,True,9442,505058,0,0,277.434998,0.000000,28,True,False
1902,136960,9443,28,1,C2E3BD5C,C2E3BD5C,True,9443,505055,0,0,186.397995,0.000000,28,True,False
1903,137032,9446,28,1,D075ABEE,D075ABEE,True,9446,505209,505210,505211,7.999350,0.000000,28,True,False
1904,137104,9447,28,1,79FD2231,79FD2231,True,9447,505225,505226,505227,12.029500,0.000000,28,True,False
1905,137176,9473,28,1,31F45835,31F45835,True,9473,505591,505592,505593,33.090199,0.000000,28,True,False
1906,137248,9475,28,1,6057E6C3,6057E6C3,True,9475,505751,505752,505753,20.583599,0.000000,28,True,False
1907,137320,9485,28,1,951B36EB,951B36EB,True,9485,505844,508720,0,47.663799,0.000000,28,True,False
1908,137392,9499,28,1,C79D6F9F,C79D6F9F,True,9499,505947,506044,505948,549.445984,0.000000,28,True,False
1909,137464,9505,28,1,D1119735,D1119735,True,9505,506236,506237,506371,39.692902,0.000000,28,True,False
1910,137536,9506,28,1,943D0693,943D0693,True,9506,505775,505776,505777,19.348700,0.000000,28,True,False
1911,137608,9507,28,1,12441023,12441023,True,9507,505813,505814,505815,30.000000,0.000000,28,True,False
1912,137680,9548,28,1,FE1A76B0,FE1A76B0,True,9548,507014,0,0,1.161230,0.000000,28,True,False
1913,137752,9549,28,1,0C6A7C12,0C6A7C12,True,9549,507011,0,0,1.162670,0.000000,28,True,False
1914,137824,9553,28,1,FEC2AADD,FEC2AADD,True,9553,507032,507033,0,35.000000,0.000000,28,True,False
1915,137896,9555,28,1,6A1787A1,6A1787A1,True,9555,507067,507068,0,35.000000,0.000000,28,True,False
1916,137968,9557,28,1,5377A514,5377A514,True,9557,507084,507085,0,35.000000,0.000000,28,True,False
1917,138040,9560,28,1,B319EE44,B319EE44,True,9560,507119,507120,0,35.000000,0.000000,28,True,False
1918,138112,9561,28,1,F6CD3FD8,F6CD3FD8,True,9561,507124,507125,0,14.634600,0.000000,28,True,False
1919,138184,9567,28,1,2F1B18F9,2F1B18F9,True,9567,507163,507164,507165,19.694700,0.000000,28,True,False
1920,138256,9575,28,1,0104F1F2,0104F1F2,True,9575,507222,507223,507224,3.643420,0.000000,28,True,False
1921,138328,9587,28,1,6EC0E50A,6EC0E50A,True,9587,507299,0,0,312.309998,0.000000,28,True,False
1922,138400,9597,28,1,E7AF8938,E7AF8938,True,9597,507329,0,0,142.348007,0.000000,28,True,False
1923,138472,9599,28,1,DE020D07,DE020D07,True,9599,507897,0,0,55.908401,0.000000,28,True,False
1924,138544,9601,28,1,00FFF2A7,00FFF2A7,True,9601,508326,508327,0,9.752950,0.000000,28,True,False
1925,138616,9605,28,1,2F60A8ED,2F60A8ED,True,9605,508493,508494,508495,21.745300,0.000000,28,True,False
1926,138688,9606,28,1,4A1463E4,4A1463E4,True,9606,508586,508587,508588,15.575900,0.000000,28,True,False
1927,138760,9631,28,1,D6B09EE5,D6B09EE5,True,9631,508947,508948,508949,2.810350,0.000000,28,True,False
1928,138832,9728,28,1,22822306,22822306,True,9728,510661,0,510662,0.000000,0.000000,28,True,False
1929,138904,9779,28,1,8C0A510D,8C0A510D,True,9779,511575,0,0,150.000000,0.000000,28,True,False
1930,138976,9780,28,1,5179F04C,5179F04C,True,9780,511767,511768,511769,71.573997,0.000000,28,True,False
1931,139048,9781,28,1,2D32E98D,2D32E98D,True,9781,511945,511946,511947,32.530800,0.000000,28,True,False
1932,139120,9782,28,1,2E2B1B7A,2E2B1B7A,True,9782,512126,512127,512128,18.080799,0.000000,28,True,False
1933,139192,9783,28,1,E30D572A,E30D572A,True,9783,512403,512404,512405,28.287100,0.000000,28,True,False
1934,139264,9453,28,1,B2BF4F13,B2BF4F13,True,9453,505358,0,0,10.000000,0.000000,28,True,False
1935,139336,9455,28,1,7E829844,7E829844,True,9455,505368,0,0,10.000000,0.000000,28,True,False
1936,139408,10074,28,1,6D568130,6D568130,True,10074,518152,0,0,3.000000,0.000000,28,True,False
1937,139480,10075,28,1,20F266D7,20F266D7,True,10075,518127,0,0,2.000000,0.000000,28,True,False
1938,139552,10076,28,1,5262695C,5262695C,True,10076,518122,0,0,3.000000,0.000000,28,True,False
1939,139624,10174,28,1,BADD48ED,BADD48ED,True,10174,523308,0,0,10.000000,0.000000,28,True,False
1940,139696,10516,28,1,2D2473C5,2D2473C5,True,10516,526698,0,0,0.919825,0.000000,28,True,False
1941,139768,16189,28,1,F5AC3302,F5AC3302,True,16189,526698,0,0,0.919825,0.000000,28,True,False
1942,139840,10518,28,1,A2FE1620,A2FE1620,True,10518,526703,0,0,3.546760,0.000000,28,True,False
1943,139912,10519,28,1,77DCF3F1,77DCF3F1,True,10519,526718,0,0,0.986374,0.000000,28,True,False
1944,139984,10520,28,1,F4697DDC,F4697DDC,True,10520,526709,0,0,0.986374,0.000000,28,True,False
1945,140056,10521,28,1,471AA771,471AA771,True,10521,526726,0,0,0.986374,0.000000,28,True,False
1946,140128,10522,28,1,7FEA6790,7FEA6790,True,10522,526731,0,0,0.986374,0.000000,28,True,False
1947,140200,10523,28,1,75514407,75514407,True,10523,526742,0,0,0.919825,0.000000,28,True,False
1948,140272,10532,28,1,A9CD2E7D,A9CD2E7D,True,10532,526885,0,0,2.630540,0.000000,28,True,False
1949,140344,10539,28,1,54432A0B,54432A0B,True,10539,526954,0,0,1.605150,0.000000,28,True,False
1950,140416,10626,28,1,1D1596F4,1D1596F4,True,10626,528457,0,0,0.733038,0.000000,28,True,False
1951,140488,10628,28,1,655AE287,655AE287,True,10628,528466,528467,0,3.805070,0.000000,28,True,False
1952,140560,10985,28,1,F31D8F8B,F31D8F8B,True,10985,536747,0,0,2.000000,0.000000,28,True,False
1953,140632,10986,28,1,875A7474,875A7474,True,10986,536750,0,0,3.000000,0.000000,28,True,False
1954,140704,10987,28,1,050E9F1A,050E9F1A,True,10987,536752,0,0,2.000000,0.000000,28,True,False
1955,140776,10988,28,1,4686A7E6,4686A7E6,True,10988,536754,0,0,3.000000,0.000000,28,True,False
1956,140848,10989,28,1,69B40F0B,69B40F0B,True,10989,536756,0,0,2.000000,0.000000,28,True,False
1957,140920,10990,28,1,2CEBC383,2CEBC383,True,10990,536758,0,0,3.000000,0.000000,28,True,False
1958,140992,10991,28,1,D1D457D0,D1D457D0,True,10991,536760,0,0,2.000000,0.000000,28,True,False
1959,141064,10992,28,1,B641DAF7,B641DAF7,True,10992,536768,0,0,2.000000,0.000000,28,True,False
1960,141136,10993,28,1,1BA3ACA9,1BA3ACA9,True,10993,536762,0,0,2.000000,0.000000,28,True,False
1961,141208,10994,28,1,A940F9DE,A940F9DE,True,10994,536764,0,0,2.000000,0.000000,28,True,False
1962,141280,10995,28,1,71CEC8CC,71CEC8CC,True,10995,536766,0,0,2.000000,0.000000,28,True,False
1963,141352,11442,28,1,1D103FA4,1D103FA4,True,11442,546738,0,0,160.000000,0.000000,28,True,False
1964,141424,11444,28,1,57765500,57765500,True,11444,546806,0,0,160.000000,0.000000,28,True,False
1965,141496,11452,28,1,1E3529B3,1E3529B3,True,11452,546744,0,0,160.000000,0.000000,28,True,False
1966,141568,11453,28,1,D6B79202,D6B79202,True,11453,546747,0,0,3.374120,0.000000,28,True,False
1967,141640,11454,28,1,AD6381D9,AD6381D9,True,11454,546750,0,0,160.000000,0.000000,28,True,False
1968,141712,11455,28,1,E8A20CFF,E8A20CFF,True,11455,546753,0,0,160.000000,0.000000,28,True,False
1969,141784,11461,28,1,9CD7ECDB,9CD7ECDB,True,11461,546764,0,0,160.000000,0.000000,28,True,False
1970,141856,11462,28,1,DB4C5307,DB4C5307,True,11462,546769,0,0,160.000000,0.000000,28,True,False
1971,141928,11463,28,1,EBE1996D,EBE1996D,True,11463,546774,0,0,160.000000,0.000000,28,True,False
1972,142000,11464,28,1,D8694510,D8694510,True,11464,546779,0,0,160.000000,0.000000,28,True,False
1973,142072,11465,28,1,5357C9FB,5357C9FB,True,11465,546785,0,0,160.000000,0.000000,28,True,False
1974,142144,11471,28,1,13AE7F4E,13AE7F4E,True,11471,546812,0,0,160.000000,0.000000,28,True,False
1975,142216,11472,28,1,FFBF8EDB,FFBF8EDB,True,11472,546818,0,0,160.000000,0.000000,28,True,False
1976,142288,11473,28,1,F53C8377,F53C8377,True,11473,546824,0,0,160.000000,0.000000,28,True,False
1977,142360,11474,28,1,A46CFC2D,A46CFC2D,True,11474,546798,0,0,160.000000,0.000000,28,True,False
1978,142432,11480,28,1,48B2E872,48B2E872,True,11480,546909,0,0,160.000000,0.000000,28,True,False
1979,142504,11485,28,1,4F48057B,4F48057B,True,11485,546924,0,0,160.000000,0.000000,28,True,False
1980,142576,11486,28,1,89F6DF80,89F6DF80,True,11486,546928,0,0,160.000000,0.000000,28,True,False
1981,142648,11487,28,1,9E2EC3FF,9E2EC3FF,True,11487,546916,0,0,160.000000,0.000000,28,True,False
1982,142720,11488,28,1,016308D5,016308D5,True,11488,546920,0,0,160.000000,0.000000,28,True,False
1983,142792,11506,28,1,F688A0C7,F688A0C7,True,11506,547278,547279,0,200.000000,0.000000,28,True,False
1984,142864,16149,28,1,7675B3D2,7675B3D2,True,16149,591136,591137,0,200.000000,0.000000,28,True,False
1985,142936,16150,28,1,44B3ACC2,44B3ACC2,True,16150,591142,591143,0,6.369330,0.000000,28,True,False
1986,143008,9695,28,1,603BFB78,603BFB78,True,9695,510337,510338,0,40.639900,0.000000,28,True,False
1987,143080,9696,28,1,5C0CC8F6,5C0CC8F6,True,9696,510346,510347,0,51.886200,0.000000,28,True,False
1988,143152,9699,28,1,C2095D2F,C2095D2F,True,9699,510356,510357,0,10.478200,0.000000,28,True,False
1989,143224,9700,28,1,F898DBA0,F898DBA0,True,9700,510365,510366,0,10.479200,0.000000,28,True,False
1990,143296,9702,28,1,E6CE728D,E6CE728D,True,9702,510375,510376,0,55.901901,0.000000,28,True,False
1991,143368,9708,28,1,AC7295DF,AC7295DF,True,9708,510426,510427,0,55.924301,0.000000,28,True,False
1992,143440,10228,28,1,2B44699B,2B44699B,True,10228,523651,523652,0,73.394501,0.000000,28,True,False
1993,143512,10640,28,1,1CA6449C,1CA6449C,True,10640,523679,523680,0,53.972000,0.000000,28,True,False
1994,143584,10641,28,1,5F282F08,5F282F08,True,10641,523684,523685,0,42.892101,0.000000,28,True,False
1995,143656,10642,28,1,43EF4CAF,43EF4CAF,True,10642,523689,523690,0,47.745998,0.000000,28,True,False
1996,143728,9804,28,1,E90A3623,E90A3623,True,9804,512829,512830,0,150.000000,0.000000,28,True,False
1997,143800,9805,28,1,B0245C5A,B0245C5A,True,9805,512768,512769,512770,100.000000,0.000000,28,True,False
1998,143872,9806,28,1,F0BE16CC,F0BE16CC,True,9806,512777,512778,512779,31.230101,0.000000,28,True,False
1999,143944,9807,28,1,F7F47A41,F7F47A41,True,9807,512762,512763,512764,100.000000,0.000000,28,True,False
2000,144016,9808,28,1,F4F3A417,F4F3A417,True,9808,512772,512773,512774,30.954100,0.000000,28,True,False
2001,144088,9809,28,1,0DB714A3,0DB714A3,True,9809,512749,512750,512751,15.520900,0.000000,28,True,False
2002,144160,9810,28,1,9F7C94D2,9F7C94D2,True,9810,512753,512754,512755,11.038400,0.000000,28,True,False
2003,144232,9811,28,1,EFAAA129,EFAAA129,True,9811,512757,512758,512759,13.821000,0.000000,28,True,False
2004,144304,9812,28,1,0B498CF5,0B498CF5,True,9812,512781,512782,512783,22.351400,0.000000,28,True,False
2005,144376,9813,28,1,DBBAB966,DBBAB966,True,9813,512785,512786,512787,6.743920,0.000000,28,True,False
2006,144448,9814,28,1,2405DD75,2405DD75,True,9814,512745,512746,512747,29.567699,0.000000,28,True,False
2007,144520,9826,28,1,D738CCE5,D738CCE5,True,9826,512833,512834,0,150.000000,0.000000,28,True,False
2008,144592,9828,28,1,22C2DB01,22C2DB01,True,9828,512848,512849,512850,49.194199,0.000000,28,True,False
2009,144664,9836,28,1,9C73460F,9C73460F,True,9836,512852,512855,512853,13.838400,0.000000,28,True,False
2010,144736,9837,28,1,ED0BB719,ED0BB719,True,9837,512856,512857,512858,52.811001,0.000000,28,True,False
2011,144808,9838,28,1,A05C3940,A05C3940,True,9838,512860,512861,512862,54.935101,0.000000,28,True,False
2012,144880,9839,28,1,047B5FC0,047B5FC0,True,9839,512863,512864,512865,39.622799,0.000000,28,True,False
2013,144952,9841,28,1,CC7BF551,CC7BF551,True,9841,512871,512872,512873,34.296501,0.000000,28,True,False
2014,145024,9843,28,1,55A49D18,55A49D18,True,9843,512875,512876,512877,36.483002,0.000000,28,True,False
2015,145096,9845,28,1,22CE9AC6,22CE9AC6,True,9845,512879,512880,512881,25.286600,0.000000,28,True,False
2016,145168,9847,28,1,1E109445,1E109445,True,9847,512883,512884,512885,49.345699,0.000000,28,True,False
2017,145240,9850,28,1,6DF7C735,6DF7C735,True,9850,512887,512888,512889,54.936798,0.000000,28,True,False
2018,145312,9861,28,1,23B1371D,23B1371D,True,9861,519308,519309,0,81.612999,0.000000,28,True,False
2019,145384,9862,28,1,63313E4F,63313E4F,True,9862,519316,519317,0,93.687401,0.000000,28,True,False
2020,145456,9881,28,1,7954B48C,7954B48C,True,9881,513823,513824,513825,13.839600,0.000000,28,True,False
2021,145528,9882,28,1,5C23F2F7,5C23F2F7,True,9882,513835,513836,513837,45.760300,0.000000,28,True,False
2022,145600,9888,28,1,5843C73C,5843C73C,True,9888,513998,513999,0,150.750000,0.000000,28,True,False
2023,145672,9893,28,1,BAF92D0C,BAF92D0C,True,9893,514326,514327,0,150.761993,0.000000,28,True,False
2024,145744,9949,28,1,C53D751B,C53D751B,True,9949,518858,518859,0,60.000000,0.000000,28,True,False
2025,145816,9950,28,1,17984C28,17984C28,True,9950,518866,518867,0,60.000000,0.000000,28,True,False
2026,145888,9951,28,1,31C6C433,31C6C433,True,9951,518870,518871,0,60.000000,0.000000,28,True,False
2027,145960,9976,28,1,89470845,89470845,True,9976,515286,516122,0,125.000000,0.000000,28,True,False
2028,146032,9977,28,1,AB46BD75,AB46BD75,True,9977,515192,0,0,25.000000,0.000000,28,True,False
2029,146104,10023,28,1,612BF297,612BF297,True,10023,517100,517101,0,150.000000,0.000000,28,True,False
2030,146176,10027,28,1,88DF34D4,88DF34D4,True,10027,517137,517138,517139,15.142700,0.000000,28,True,False
2031,146248,10029,28,1,92FDC9B6,92FDC9B6,True,10029,517152,517157,0,4.505070,0.000000,28,True,False
2032,146320,10035,28,1,53F41773,53F41773,True,10035,517207,517355,517208,25.844999,0.000000,28,True,False
2033,146392,10036,28,1,5AB8F7DD,5AB8F7DD,True,10036,517249,517250,517251,16.103201,0.000000,28,True,False
2034,146464,10294,28,1,C1509431,C1509431,True,10294,519989,519990,519991,13.400400,0.000000,28,True,False
2035,146536,10295,28,1,69956100,69956100,True,10295,520144,520145,520146,7.897660,0.000000,28,True,False
2036,146608,10298,28,1,2751D6B7,2751D6B7,True,10298,524725,524726,524727,4.970450,0.000000,28,True,False
2037,146680,10300,28,1,207B30A3,207B30A3,True,10300,524750,524751,524752,4.972800,0.000000,28,True,False
2038,146752,10302,28,1,C7C71878,C7C71878,True,10302,524770,524771,524772,8.920190,0.000000,28,True,False
2039,146824,10330,28,1,720A68EA,720A68EA,True,10330,517322,517323,524680,2.857350,0.000000,28,True,False
2040,146896,10331,28,1,CD5233CB,CD5233CB,True,10331,517332,517333,524683,2.871420,0.000000,28,True,False
2041,146968,10512,28,1,B3CD96BD,B3CD96BD,True,10512,526644,526645,527938,59.206299,0.000000,28,True,False
2042,147040,10557,28,1,1962C58B,1962C58B,True,10557,527001,527002,0,5.807880,0.000000,28,True,False
2043,147112,10559,28,1,975A5D68,975A5D68,True,10559,527058,527059,0,4.253160,0.000000,28,True,False
2044,147184,10561,28,1,E32F564B,E32F564B,True,10561,527087,527088,0,2.792070,0.000000,28,True,False
2045,147256,10591,28,1,EE6DCD69,EE6DCD69,True,10591,527569,527863,527864,103.389000,0.000000,28,True,False
2046,147328,10598,28,1,1440131F,1440131F,True,10598,527865,527866,527867,104.791000,0.000000,28,True,False
2047,147400,10613,28,1,0F0F466D,0F0F466D,True,10613,528310,528311,528312,33.430401,0.000000,28,True,False
2048,147472,10615,28,1,F0EFF101,F0EFF101,True,10615,528341,528342,0,10.945300,0.000000,28,True,False
2049,147544,10617,28,1,EEBDC9A7,EEBDC9A7,True,10617,528358,528359,0,11.049500,0.000000,28,True,False
2050,147616,10623,28,1,A18260D2,A18260D2,True,10623,528447,528448,0,11.078800,0.000000,28,True,False
2051,147688,10855,28,1,E8EC72F3,E8EC72F3,True,10855,533370,0,0,1.096120,0.000000,28,True,False
2052,147760,10858,28,1,ADE5C747,ADE5C747,True,10858,533407,0,0,0.141421,0.000000,28,True,False
2053,147832,10037,28,1,D0BA4346,D0BA4346,True,10037,517159,517160,0,72.057999,0.000000,28,True,False
2054,147904,10107,28,1,047D226D,047D226D,True,10107,519123,519124,519125,21.182899,0.000000,28,True,False
2055,147976,10113,28,1,F689983F,F689983F,True,10113,519378,519439,0,1.434450,0.000000,28,True,False
2056,148048,10115,28,1,306346CC,306346CC,True,10115,519441,519448,0,1.431680,0.000000,28,True,False
2057,148120,15478,28,1,EF345081,EF345081,True,15478,581495,582025,0,71.806999,0.000000,28,True,False
2058,148192,9995,28,1,DCB68040,DCB68040,True,9995,516607,516613,0,40.624401,0.000000,28,True,False
2059,148264,9996,28,1,57527854,57527854,True,9996,516608,516615,516616,21.623301,0.000000,28,True,False
2060,148336,9997,28,1,9A754F2D,9A754F2D,True,9997,516609,516617,517132,29.684500,0.000000,28,True,False
2061,148408,10250,28,1,4C3739BF,4C3739BF,True,10250,523892,523893,0,62.388100,0.000000,28,True,False
2062,148480,10252,28,1,77A0AD7B,77A0AD7B,True,10252,524008,524009,0,11.318900,0.000000,28,True,False
2063,148552,10480,28,1,B3220642,B3220642,True,10480,526135,527567,0,50.000000,0.000000,28,True,False
2064,148624,10549,28,1,D5118EBD,D5118EBD,True,10549,526959,0,0,1.321070,0.000000,28,True,False
2065,148696,10550,28,1,0A6AB39B,0A6AB39B,True,10550,526963,0,0,1.413850,0.000000,28,True,False
2066,148768,10551,28,1,1820C81E,1820C81E,True,10551,526967,0,0,1.354250,0.000000,28,True,False
2067,148840,10552,28,1,1C58F0E5,1C58F0E5,True,10552,526971,0,0,1.321570,0.000000,28,True,False
2068,148912,10553,28,1,74EB93A7,74EB93A7,True,10553,526975,0,0,1.321570,0.000000,28,True,False
2069,148984,10645,28,1,8CFBFD45,8CFBFD45,True,10645,528888,528904,0,5.545810,0.000000,28,True,False
2070,149056,10851,28,1,D5375DAD,D5375DAD,True,10851,533021,533022,0,0.000000,0.000000,28,True,False
2071,149128,10910,28,1,79B414A2,79B414A2,True,10910,536823,536824,0,78.774902,0.000000,28,True,False
2072,149200,10911,28,1,70544C20,70544C20,True,10911,535451,535452,535453,30.808201,0.000000,28,True,False
2073,149272,10912,28,1,DBD92F5F,DBD92F5F,True,10912,535301,535302,535303,21.894600,0.000000,28,True,False
2074,149344,10913,28,1,0A178326,0A178326,True,10913,535218,536253,536254,19.266199,0.000000,28,True,False
2075,149416,10914,28,1,B2415A2C,B2415A2C,True,10914,535226,535227,535228,23.560301,0.000000,28,True,False
2076,149488,10915,28,1,002AA06F,002AA06F,True,10915,535232,535233,535234,5.221650,0.000000,28,True,False
2077,149560,10916,28,1,1F573769,1F573769,True,10916,535238,535239,535240,9.532840,0.000000,28,True,False
2078,149632,10917,28,1,D56D9EE3,D56D9EE3,True,10917,535244,535245,535246,5.294460,0.000000,28,True,False
2079,149704,10918,28,1,9FE508A8,9FE508A8,True,10918,535460,535461,535462,28.394501,0.000000,28,True,False
2080,149776,10919,28,1,B77A24D7,B77A24D7,True,10919,535256,535257,535258,7.541550,0.000000,28,True,False
2081,149848,10920,28,1,FE74060F,FE74060F,True,10920,535262,535263,535264,12.207200,0.000000,28,True,False
2082,149920,10921,28,1,F71AFDF0,F71AFDF0,True,10921,535268,535269,535270,11.066900,0.000000,28,True,False
2083,149992,10922,28,1,CD7BF256,CD7BF256,True,10922,535274,535275,535276,8.900030,0.000000,28,True,False
2084,150064,10923,28,1,B6E987FA,B6E987FA,True,10923,535280,535281,535282,7.011160,0.000000,28,True,False
2085,150136,10924,28,1,1C00A831,1C00A831,True,10924,535286,535287,535288,12.908900,0.000000,28,True,False
2086,150208,10925,28,1,12076C47,12076C47,True,10925,535292,535293,535294,12.908900,0.000000,28,True,False
2087,150280,10938,28,1,51A0EF64,51A0EF64,True,10938,535855,0,535856,0.000000,0.000000,28,True,False
2088,150352,10939,28,1,CAEE26C9,CAEE26C9,True,10939,535857,0,535858,0.000000,0.000000,28,True,False
2089,150424,10940,28,1,2FC6B066,2FC6B066,True,10940,535859,535860,535861,5.000000,0.000000,28,True,False
2090,150496,10951,28,1,05E533B5,05E533B5,True,10951,536214,536215,0,14.860800,0.000000,28,True,False
2091,150568,11105,28,1,CABEEE5E,CABEEE5E,True,11105,540320,540321,0,100.000000,0.000000,28,True,False
2092,150640,11106,28,1,57CD3D61,57CD3D61,True,11106,540336,540337,0,100.000000,0.000000,28,True,False
2093,150712,11107,28,1,3E455F76,3E455F76,True,11107,540348,540349,0,100.000000,0.000000,28,True,False
2094,150784,11108,28,1,F376C966,F376C966,True,11108,540359,540360,0,100.000000,0.000000,28,True,False
2095,150856,11109,28,1,8A46120D,8A46120D,True,11109,540369,540370,0,100.000000,0.000000,28,True,False
2096,150928,11110,28,1,CE29A2CD,CE29A2CD,True,11110,540380,540381,0,100.000000,0.000000,28,True,False
2097,151000,11111,28,1,E8387536,E8387536,True,11111,540390,540391,0,100.000000,0.000000,28,True,False
2098,151072,11112,28,1,64A15DFD,64A15DFD,True,11112,540401,540402,0,100.000000,0.000000,28,True,False
2099,151144,11113,28,1,0D293FEA,0D293FEA,True,11113,540413,540414,0,100.000000,0.000000,28,True,False
2100,151216,11114,28,1,8298AAA9,8298AAA9,True,11114,540423,540424,0,100.000000,0.000000,28,True,False
2101,151288,11115,28,1,E966CA14,E966CA14,True,11115,540443,540444,0,100.000000,0.000000,28,True,False
2102,151360,11116,28,1,9EB41F90,9EB41F90,True,11116,540454,540455,0,100.000000,0.000000,28,True,False
2103,151432,11117,28,1,D0D70881,D0D70881,True,11117,540462,540463,0,100.000000,0.000000,28,True,False
2104,151504,11118,28,1,027231B2,027231B2,True,11118,540470,540471,0,100.000000,0.000000,28,True,False
2105,151576,11119,28,1,7168B4CD,7168B4CD,True,11119,540477,540478,0,100.000000,0.000000,28,True,False
2106,151648,11120,28,1,6A689C8D,6A689C8D,True,11120,540484,540485,0,100.000000,0.000000,28,True,False
2107,151720,11121,28,1,707487AD,707487AD,True,11121,540491,540492,0,100.000000,0.000000,28,True,False
2108,151792,11122,28,1,1480B833,1480B833,True,11122,540499,540505,0,100.000000,0.000000,28,True,False
2109,151864,11123,28,1,ACB8F115,ACB8F115,True,11123,540511,540512,0,100.000000,0.000000,28,True,False
2110,151936,11124,28,1,0DB389EA,0DB389EA,True,11124,540517,541723,0,100.000000,0.000000,28,True,False
2111,152008,11125,28,1,C87FD539,C87FD539,True,11125,540527,540528,0,100.000000,0.000000,28,True,False
2112,152080,11126,28,1,3ADFC047,3ADFC047,True,11126,540533,540534,0,100.000000,0.000000,28,True,False
