index,file_offset,id,size,ver,stride,crc32_field,crc_ok,id2,A,B,C,D_f32_0x20,E_f32_0x24,F_u32_0x28,tail_len,tail_nonzero
607,43720,1935,28,1,72,E614AFB0,True,1935,190012,190013,0,5.565950,0.000000,0,28,F
608,43792,1941,28,1,72,873EB5D4,True,1941,190017,190018,0,4.098980,0.000000,0,28,F
609,43864,2185,28,1,72,538A0238,True,2185,190049,0,0,0.957851,0.000000,0,28,F
610,43936,2186,28,1,72,CDE27601,True,2186,190056,0,0,1.263780,0.000000,0,28,F
611,44008,2187,28,1,72,B94CC968,True,2187,190059,0,0,0.602081,0.000000,0,28,F
612,44080,2200,28,1,72,44BC91D1,True,2200,190107,0,0,2.569760,0.000000,0,28,F
613,44152,2253,28,1,72,8525F9A1,True,2253,190113,0,0,2.891920,0.000000,0,28,F
614,44224,2265,28,1,72,2EA49447,True,2265,38750,0,0,12.466400,0.000000,0,28,F
615,44296,2266,28,1,72,5877EF65,True,2266,38751,0,0,4.472600,0.000000,0,28,F
616,44368,2363,28,1,72,85F05969,True,2363,190116,0,0,2.835240,0.000000,0,28,F
617,44440,2397,28,1,72,D9B3D2F9,True,2397,182327,182328,0,2.386390,0.000000,0,28,F
618,44512,2399,28,1,72,D8440CF1,True,2399,182351,182352,0,2.493370,0.000000,0,28,F
619,44584,2407,28,1,72,79DC3466,True,2407,182369,182370,0,1.473150,0.000000,0,28,F
620,44656,2696,28,1,72,ABF62FBE,True,2696,184015,184016,0,0.854165,0.000000,0,28,F
621,44728,2891,28,1,72,99A40F53,True,2891,11692,193838,0,3.214190,0.000000,0,28,F
622,44800,2893,28,1,72,90CEBC0C,True,2893,35527,190635,0,2.303170,0.000000,0,28,F
623,44872,2895,28,1,72,B3B48F98,True,2895,37551,190639,0,3.893600,0.000000,0,28,F
624,44944,2897,28,1,72,8A1F00A0,True,2897,45052,0,0,1.541310,0.000000,0,28,F
625,45016,2899,28,1,72,ADFD2428,True,2899,45080,0,0,2.261540,0.000000,0,28,F
626,45088,2901,28,1,72,1D047139,True,2901,31657,0,0,3.804280,0.000000,0,28,F
627,45160,3246,28,1,72,DA38DEDC,True,3246,186315,349872,0,3.428710,0.000000,0,28,F
628,45232,3254,28,1,72,832D1CEA,True,3254,186480,0,0,6.353670,0.000000,0,28,F
629,45304,3258,28,1,72,2BFD2F3E,True,3258,186702,0,0,2.137570,0.000000,0,28,F
630,45376,3260,28,1,72,DFB3C78C,True,3260,186733,349906,0,8.097090,0.000000,0,28,F
631,45448,3436,28,1,72,1D50C639,True,3436,203563,0,0,1.666650,0.000000,0,28,F
632,45520,3882,28,1,72,9054D4FA,True,3882,74555,106819,0,2.995450,0.000000,0,28,F
633,45592,3883,28,1,72,7D00DF7B,True,3883,74574,74575,0,2.594170,0.000000,0,28,F
634,45664,3884,28,1,72,8C095217,True,3884,74591,74592,0,3.670650,0.000000,0,28,F
635,45736,3885,28,1,72,9F6C8BE2,True,3885,74608,74609,0,2.437960,0.000000,0,28,F
636,45808,3903,28,1,72,EB9C91F3,True,3903,75021,75023,0,3.244070,0.000000,0,28,F
637,45880,3904,28,1,72,5B48B859,True,3904,75029,75030,0,3.290210,0.000000,0,28,F
638,45952,3905,28,1,72,90254D27,True,3905,75034,75035,0,2.327810,0.000000,0,28,F
639,46024,3908,28,1,72,96079FE6,True,3908,75075,190646,0,4.783170,0.000000,0,28,F
640,46096,3909,28,1,72,6D1F441E,True,3909,75080,190649,0,4.557320,0.000000,0,28,F
641,46168,3913,28,1,72,AB723CAA,True,3913,75118,0,0,4.641250,0.000000,0,28,F
642,46240,3914,28,1,72,5C1CF875,True,3914,75125,0,0,2.957840,0.000000,0,28,F
643,46312,3915,28,1,72,70780CA1,True,3915,75130,0,0,1.462770,0.000000,0,28,F
644,46384,3928,28,1,72,EFC7F14E,True,3928,75281,75282,0,1.426500,0.000000,0,28,F
645,46456,3929,28,1,72,E7759BF1,True,3929,75286,75287,0,1.077840,0.000000,0,28,F
646,46528,3930,28,1,72,9C4B9A32,True,3930,75290,75291,0,0.682484,0.000000,0,28,F
647,46600,3938,28,1,72,10746187,True,3938,75330,190666,0,1.916840,0.000000,0,28,F
648,46672,3939,28,1,72,4CA4BF56,True,3939,75335,190669,0,1.569480,0.000000,0,28,F
649,46744,3940,28,1,72,84B7CEBB,True,3940,75339,190672,0,0.921392,0.000000,0,28,F
650,46816,3941,28,1,72,3099B998,True,3941,75343,190763,0,2.044140,0.000000,0,28,F
651,46888,3942,28,1,72,E14D608B,True,3942,75347,190784,0,1.256120,0.000000,0,28,F
652,46960,3943,28,1,72,3DF4496E,True,3943,75351,0,0,1.275750,0.000000,0,28,F
653,47032,3944,28,1,72,C822CFAC,True,3944,75355,0,0,1.009850,0.000000,0,28,F
654,47104,4040,28,1,72,1C36E5FC,True,4040,216909,0,0,3.824530,0.000000,0,28,F
655,47176,4044,28,1,72,365CBD95,True,4044,217060,0,0,3.534990,0.000000,0,28,F
656,47248,4046,28,1,72,83071976,True,4046,217103,0,0,2.079100,0.000000,0,28,F
657,47320,4061,28,1,72,12C635C6,True,4061,77852,77853,0,3.908450,0.000000,0,28,F
658,47392,4382,28,1,72,1620AF96,True,4382,296222,0,0,1.382250,0.000000,0,28,F
659,47464,4383,28,1,72,1F2C9AAB,True,4383,296225,0,0,0.917869,0.000000,0,28,F
660,47536,4387,28,1,72,456D02E7,True,4387,296228,0,0,0.432070,0.000000,0,28,F
661,47608,4504,28,1,72,762F87BA,True,4504,296288,296289,0,2.555330,0.000000,0,28,F
662,47680,4505,28,1,72,90EFB6E7,True,4505,296297,296298,0,1.892840,0.000000,0,28,F
663,47752,4514,28,1,72,9B1A5E2C,True,4514,296720,0,0,1.134860,0.000000,0,28,F
664,47824,4516,28,1,72,9C5C28D9,True,4516,296737,0,0,0.869522,0.000000,0,28,F
665,47896,4518,28,1,72,049CBA4B,True,4518,296755,0,0,0.919516,0.000000,0,28,F
666,47968,4520,28,1,72,FBE03312,True,4520,296773,0,0,1.097220,0.000000,0,28,F
667,48040,5152,28,1,72,019FA95A,True,5152,297382,0,0,1.547070,0.000000,0,28,F
668,48112,5155,28,1,72,B23144C3,True,5155,297389,0,0,0.806696,0.000000,0,28,F
669,48184,5270,28,1,72,A8968D55,True,5270,297728,0,0,7.664070,0.000000,0,28,F
670,48256,5271,28,1,72,0902EEFD,True,5271,297734,0,0,5.342540,0.000000,0,28,F
671,48328,5344,28,1,72,B392F00F,True,5344,298441,0,0,2.382530,0.000000,0,28,F
672,48400,5378,28,1,72,3A184F11,True,5378,298603,0,0,4.892310,0.000000,0,28,F
673,48472,6077,28,1,72,7429FC99,True,6077,298743,0,0,2.732370,0.000000,0,28,F
674,48544,6080,28,1,72,58744235,True,6080,298746,0,0,4.818950,0.000000,0,28,F
675,48616,6086,28,1,72,38F4B04D,True,6086,298748,0,0,3.387840,0.000000,0,28,F
676,48688,6088,28,1,72,684F9207,True,6088,298756,0,0,1.536740,0.000000,0,28,F
677,48760,6104,28,1,72,2E2F1995,True,6104,298945,0,0,2.138950,0.000000,0,28,F
678,48832,6105,28,1,72,469C7AD7,True,6105,298949,0,0,2.138950,0.000000,0,28,F
679,48904,6214,28,1,72,84971D2F,True,6214,300179,0,0,2.741440,0.000000,0,28,F
680,48976,6217,28,1,72,ED011347,True,6217,300207,0,0,1.536740,0.000000,0,28,F
681,49048,6241,28,1,72,79FC8E2F,True,6241,302440,0,0,1.405170,0.000000,0,28,F
682,49120,6281,28,1,72,4A5F4A51,True,6281,303670,0,0,2.058890,0.000000,0,28,F
683,49192,6282,28,1,72,29696964,True,6282,303673,0,0,1.668030,0.000000,0,28,F
684,49264,6289,28,1,72,2E6CE0F6,True,6289,305165,0,0,2.565300,0.000000,0,28,F
685,49336,6290,28,1,72,E0B0C1F3,True,6290,305169,0,0,1.544020,0.000000,0,28,F
686,49408,6291,28,1,72,B721F4A4,True,6291,305172,0,0,1.022530,0.000000,0,28,F
687,49480,6294,28,1,72,BC986B03,True,6294,305212,0,0,2.688080,0.000000,0,28,F
688,49552,6295,28,1,72,C60E9F47,True,6295,305216,0,0,1.780180,0.000000,0,28,F
689,49624,6455,28,1,72,4A736870,True,6455,344806,0,0,4.852340,0.000000,0,28,F
690,49696,6459,28,1,72,179C05EB,True,6459,344825,0,0,4.529050,0.000000,0,28,F
691,49768,6460,28,1,72,419B9B48,True,6460,344829,0,0,4.466140,0.000000,0,28,F
692,49840,6461,28,1,72,A43C1435,True,6461,344832,0,0,2.850140,0.000000,0,28,F
693,49912,8074,28,1,72,17E10B2B,True,8074,437693,0,0,0.872947,0.000000,0,28,F
694,49984,8075,28,1,72,54382989,True,8075,437696,0,0,1.618060,0.000000,0,28,F
695,50056,9465,28,1,72,F6592D1D,True,9465,505536,0,0,2.475090,0.000000,0,28,F
696,50128,9487,28,1,72,BC47A731,True,9487,505853,0,0,1.049050,0.000000,0,28,F
697,50200,9489,28,1,72,FF0C50A4,True,9489,505879,0,0,6.401800,0.000000,0,28,F
698,50272,9491,28,1,72,ADC7C749,True,9491,505928,0,0,0.851350,0.000000,0,28,F
699,50344,9493,28,1,72,AF560AF0,True,9493,505935,0,0,8.269080,0.000000,0,28,F
700,50416,9495,28,1,72,8CCD2A6A,True,9495,505939,0,0,1.464250,0.000000,0,28,F
701,50488,9497,28,1,72,6D9D55B5,True,9497,505943,0,0,16.072599,0.000000,0,28,F
702,50560,9503,28,1,72,74C4C2E4,True,9503,506231,0,0,15.710100,0.000000,0,28,F
703,50632,9539,28,1,72,92DFA845,True,9539,506967,0,0,2.186180,0.000000,0,28,F
704,50704,9569,28,1,72,737D9155,True,9569,507194,0,0,10.578100,0.000000,0,28,F
705,50776,9572,28,1,72,F04D843B,True,9572,507199,0,0,3.491610,0.000000,0,28,F
706,50848,9578,28,1,72,E5172399,True,9578,507238,0,0,1.020250,0.000000,0,28,F
707,50920,9580,28,1,72,70097FDE,True,9580,507264,0,0,7.681200,0.000000,0,28,F
708,50992,9583,28,1,72,4876EA18,True,9583,507292,0,0,1.309630,0.000000,0,28,F
709,51064,9585,28,1,72,E78A29D9,True,9585,507296,0,0,0.375250,0.000000,0,28,F
710,51136,9624,28,1,72,D88C68B7,True,9624,508684,0,0,36.321201,0.000000,0,28,F
711,51208,9625,28,1,72,694B01B5,True,9625,456835,0,0,2.374770,0.000000,0,28,F
712,51280,9683,28,1,72,20DD7B6E,True,9683,509252,0,0,3.476330,0.000000,0,28,F
713,51352,9685,28,1,72,0E10AB63,True,9685,509299,0,0,13.421400,0.000000,0,28,F
714,51424,9687,28,1,72,C1B95556,True,9687,509346,0,0,2.310950,0.000000,0,28,F
715,51496,9691,28,1,72,25E95A72,True,9691,509994,0,0,1.518030,0.000000,0,28,F
716,51568,9942,28,1,72,1731E9AD,True,9942,514849,0,0,81.000000,0.000000,0,28,F
717,51640,9943,28,1,72,279C23C7,True,9943,514854,0,0,81.000000,0.000000,0,28,F
718,51712,10165,28,1,72,3F7F414F,True,10165,523279,0,0,1.771440,0.000000,0,28,F
719,51784,10188,28,1,72,22643CFE,True,10188,523354,0,0,0.915847,0.000000,0,28,F
720,51856,10196,28,1,72,137CF70A,True,10196,523365,0,0,0.981368,0.000000,0,28,F
721,51928,10212,28,1,72,8D76DD60,True,10212,523564,0,0,1.505440,0.000000,0,28,F
722,52000,10214,28,1,72,BA4CEAB1,True,10214,523568,0,0,0.829606,0.000000,0,28,F
723,52072,10216,28,1,72,74D29859,True,10216,523596,0,0,0.924706,0.000000,0,28,F
724,52144,10222,28,1,72,A92B292C,True,10222,523640,0,0,0.805238,0.000000,0,28,F
725,52216,10284,28,1,72,E5EFD675,True,10284,524439,0,0,1.511580,0.000000,0,28,F
726,52288,10343,28,1,72,C0333455,True,10343,525630,0,0,22.741899,0.000000,0,28,F
727,52360,10344,28,1,72,22A536E3,True,10344,525633,0,0,17.058599,0.000000,0,28,F
728,52432,10348,28,1,72,A934ED05,True,10348,525636,0,0,2.111690,0.000000,0,28,F
729,52504,10349,28,1,72,714DAF72,True,10349,525639,0,0,4.680880,0.000000,0,28,F
730,52576,10350,28,1,72,756A02AF,True,10350,525642,0,0,2.953130,0.000000,0,28,F
731,52648,10373,28,1,72,4939ECD7,True,10373,525649,0,0,17.120501,0.000000,0,28,F
732,52720,10374,28,1,72,A7759BF5,True,10374,525652,0,0,12.196600,0.000000,0,28,F
733,52792,10375,28,1,72,06ECEC98,True,10375,525654,0,0,9.750560,0.000000,0,28,F
734,52864,10376,28,1,72,DD829D41,True,10376,525656,0,0,7.634070,0.000000,0,28,F
735,52936,10377,28,1,72,B1CA6420,True,10377,525658,0,0,5.251850,0.000000,0,28,F
736,53008,10378,28,1,72,C47AC9D9,True,10378,525660,0,0,4.467550,0.000000,0,28,F
737,53080,10434,28,1,72,B80EAC91,True,10434,525918,0,0,2.889600,0.000000,0,28,F
738,53152,10436,28,1,72,9D20327B,True,10436,525922,0,0,1.118730,0.000000,0,28,F
739,53224,10438,28,1,72,57891482,True,10438,525926,0,0,14.028500,0.000000,0,28,F
740,53296,10440,28,1,72,4F02106E,True,10440,525930,0,0,6.657210,0.000000,0,28,F
741,53368,10442,28,1,72,ACA142AC,True,10442,525934,0,0,4.386430,0.000000,0,28,F
742,53440,10444,28,1,72,E2022C28,True,10444,525938,0,0,0.627546,0.000000,0,28,F
743,53512,10446,28,1,72,F1089CDE,True,10446,525942,0,0,0.826791,0.000000,0,28,F
744,53584,10448,28,1,72,F0FB05D1,True,10448,525946,0,0,1.434830,0.000000,0,28,F
745,53656,10450,28,1,72,B27B9D3E,True,10450,525950,0,0,0.588048,0.000000,0,28,F
746,53728,10452,28,1,72,E1183B47,True,10452,525954,0,0,1.494780,0.000000,0,28,F
747,53800,10454,28,1,72,B9CB93F9,True,10454,525958,0,0,0.751910,0.000000,0,28,F
748,53872,10456,28,1,72,E36DEA17,True,10456,525961,0,0,0.605282,0.000000,0,28,F
749,53944,10458,28,1,72,580A3726,True,10458,525964,0,0,3.267830,0.000000,0,28,F
750,54016,10460,28,1,72,6DBB154C,True,10460,525968,0,0,2.396630,0.000000,0,28,F
751,54088,10462,28,1,72,C32FDEE8,True,10462,525982,0,0,10.190400,0.000000,0,28,F
752,54160,10464,28,1,72,7DB052FB,True,10464,525990,0,0,16.920601,0.000000,0,28,F
753,54232,10506,28,1,72,B6F2CC5C,True,10506,526608,0,0,7.256910,0.000000,0,28,F
754,54304,10507,28,1,72,BE3F69AF,True,10507,526620,0,0,3.890350,0.000000,0,28,F
755,54376,10508,28,1,72,4BB83ADA,True,10508,526624,0,0,1.263860,0.000000,0,28,F
756,54448,10509,28,1,72,942E78F3,True,10509,526627,0,0,0.713196,0.000000,0,28,F
757,54520,10510,28,1,72,85410F24,True,10510,526630,0,0,0.459124,0.000000,0,28,F
758,54592,11324,28,1,72,481AF312,True,11324,545521,0,0,2.407730,0.000000,0,28,F
759,54664,11325,28,1,72,F8DDB81A,True,11325,545518,0,0,1.782640,0.000000,0,28,F
760,54736,11343,28,1,72,8959F4B2,True,11343,545570,0,0,48.166100,0.000000,0,28,F
761,54808,11387,28,1,72,BDCD244C,True,11387,545976,0,0,1.611370,0.000000,0,28,F
762,54880,11388,28,1,72,0670F7EA,True,11388,545980,0,0,2.104320,0.000000,0,28,F
763,54952,11391,28,1,72,7E4BC524,True,11391,545990,0,0,1.611370,0.000000,0,28,F
764,55024,404,28,1,72,129DC3A6,True,404,38580,0,0,1.261010,0.000000,0,28,F
765,55096,463,28,1,72,FAB24D70,True,463,78416,0,0,3.960820,0.000000,0,28,F
766,55168,760,28,1,72,B3B12C39,True,760,103698,0,0,0.362130,0.000000,0,28,F
767,55240,771,28,1,72,7203A4C1,True,771,103711,0,0,0.362130,0.000000,0,28,F
768,55312,777,28,1,72,A5649E7C,True,777,103724,0,0,0.362130,0.000000,0,28,F
769,55384,783,28,1,72,6F8EBD5F,True,783,103738,0,0,0.362130,0.000000,0,28,F
770,55456,788,28,1,72,E6EF3F74,True,788,103751,0,0,0.362130,0.000000,0,28,F
771,55528,819,28,1,72,F32CB992,True,819,103764,0,0,0.362130,0.000000,0,28,F
772,55600,831,28,1,72,91CADF31,True,831,103777,0,0,0.362130,0.000000,0,28,F
773,55672,838,28,1,72,3E5AF43D,True,838,103790,0,0,0.362130,0.000000,0,28,F
774,55744,840,28,1,72,A10196DE,True,840,103803,0,0,0.362130,0.000000,0,28,F
775,55816,862,28,1,72,C272439D,True,862,103838,0,0,0.362130,0.000000,0,28,F
776,55888,865,28,1,72,BEB2671E,True,865,103852,0,0,0.362130,0.000000,0,28,F
777,55960,880,28,1,72,6B0E66BE,True,880,103866,0,0,0.362130,0.000000,0,28,F
778,56032,882,28,1,72,2782BAF7,True,882,103879,0,0,0.324018,0.000000,0,28,F
779,56104,885,28,1,72,8E48ACDE,True,885,103895,0,0,0.362130,0.000000,0,28,F
780,56176,887,28,1,72,D5A51BAC,True,887,103909,0,0,0.362130,0.000000,0,28,F
781,56248,898,28,1,72,06D5E13F,True,898,103922,0,0,0.362130,0.000000,0,28,F
782,56320,932,28,1,72,70D0377B,True,932,103936,0,0,0.362130,0.000000,0,28,F
783,56392,934,28,1,72,49950A87,True,934,103949,0,0,0.362130,0.000000,0,28,F
784,56464,1038,28,1,72,3F69BAB7,True,1038,107734,0,0,2.202680,0.000000,0,28,F
785,56536,1040,28,1,72,4883CA18,True,1040,107749,0,0,2.380040,0.000000,0,28,F
786,56608,1356,28,1,72,7C4038AB,True,1356,38578,0,0,1.558360,0.000000,0,28,F
787,56680,1399,28,1,72,7707780A,True,1399,38576,0,0,1.326090,0.000000,0,28,F
788,56752,1400,28,1,72,B98EF13A,True,1400,38577,0,0,1.347390,0.000000,0,28,F
789,56824,1576,28,1,72,CF148089,True,1576,94606,0,0,1.337930,0.000000,0,28,F
790,56896,1577,28,1,72,52DF0960,True,1577,94609,0,0,1.337930,0.000000,0,28,F
791,56968,1579,28,1,72,5A8203EB,True,1579,94619,0,0,1.337930,0.000000,0,28,F
792,57040,1580,28,1,72,B630EFA0,True,1580,94639,0,0,1.337930,0.000000,0,28,F
793,57112,1581,28,1,72,ABEFCBAE,True,1581,94675,0,0,1.337930,0.000000,0,28,F
794,57184,1583,28,1,72,40A7CAEC,True,1583,94678,0,0,1.337930,0.000000,0,28,F
795,57256,1584,28,1,72,E955A266,True,1584,94682,0,0,1.337930,0.000000,0,28,F
796,57328,1781,28,1,72,726E003E,True,1781,38575,0,0,5.959280,0.000000,0,28,F
797,57400,2179,28,1,72,AC12E7B5,True,2179,191755,0,0,1.633190,0.000000,0,28,F
798,57472,2224,28,1,72,340EA9C1,True,2224,103328,0,0,0.362130,0.000000,0,28,F
799,57544,2226,28,1,72,0D4B943D,True,2226,103341,0,0,0.362130,0.000000,0,28,F
800,57616,2441,28,1,72,3E3D6DFE,True,2441,103357,0,0,0.362130,0.000000,0,28,F
801,57688,2815,28,1,72,99F091BD,True,2815,193271,0,0,12.735900,0.000000,0,28,F
802,57760,2863,28,1,72,9CA13497,True,2863,103370,0,0,0.362130,0.000000,0,28,F
803,57832,2925,28,1,72,66B2B6E0,True,2925,45388,0,0,3.745380,0.000000,0,28,F
804,57904,3000,28,1,72,1C4C206F,True,3000,103383,0,0,0.362130,0.000000,0,28,F
805,57976,3002,28,1,72,C684F23A,True,3002,103396,0,0,0.362130,0.000000,0,28,F
806,58048,3005,28,1,72,55C5852C,True,3005,103409,0,0,0.362130,0.000000,0,28,F
807,58120,3020,28,1,72,F7FA46C8,True,3020,103422,0,0,0.362130,0.000000,0,28,F
808,58192,3055,28,1,72,B7D90F01,True,3055,103435,0,0,0.362130,0.000000,0,28,F
809,58264,3298,28,1,72,EF97333D,True,3298,190552,0,0,0.945405,0.000000,0,28,F
810,58336,3357,28,1,72,1DA71B20,True,3357,191726,0,0,2.905210,0.000000,0,28,F
811,58408,3358,28,1,72,5F183C17,True,3358,191729,0,0,2.497530,0.000000,0,28,F
812,58480,3362,28,1,72,461F0974,True,3362,191755,0,0,2.208400,0.000000,0,28,F
813,58552,3363,28,1,72,AF890F11,True,3363,191758,0,0,2.208400,0.000000,0,28,F
814,58624,3866,28,1,72,E3976B51,True,3866,336527,0,0,2.202680,0.000000,0,28,F
815,58696,3920,28,1,72,39C54BBC,True,3920,75187,0,0,3.891670,0.000000,0,28,F
816,58768,3921,28,1,72,27B35D9D,True,3921,75192,0,0,3.936530,0.000000,0,28,F
817,58840,3922,28,1,72,E34F7AD5,True,3922,75196,0,0,3.956900,0.000000,0,28,F
818,58912,3923,28,1,72,681E2C5C,True,3923,75200,0,0,4.160100,0.000000,0,28,F
819,58984,4094,28,1,72,929E08B5,True,4094,78430,0,0,3.925230,0.000000,0,28,F
820,59056,4097,28,1,72,FD61C2E5,True,4097,78444,0,0,5.001880,0.000000,0,28,F
821,59128,4099,28,1,72,EDF75E4B,True,4099,78464,0,0,5.434920,0.000000,0,28,F
822,59200,4101,28,1,72,DEB8D9FC,True,4101,78478,0,0,4.069300,0.000000,0,28,F
823,59272,4103,28,1,72,CB0FB7AA,True,4103,78491,0,0,3.936530,0.000000,0,28,F
824,59344,4105,28,1,72,9B9A1C44,True,4105,78505,0,0,3.936530,0.000000,0,28,F
825,59416,4107,28,1,72,85AAF7AD,True,4107,78519,0,0,3.936530,0.000000,0,28,F
826,59488,4109,28,1,72,FE4C4E1E,True,4109,78533,0,0,3.936530,0.000000,0,28,F
827,59560,4111,28,1,72,32719949,True,4111,78547,0,0,3.936530,0.000000,0,28,F
828,59632,4113,28,1,72,165D23C1,True,4113,78561,0,0,3.926530,0.000000,0,28,F
829,59704,4115,28,1,72,18E077A3,True,4115,78575,0,0,3.936530,0.000000,0,28,F
830,59776,4117,28,1,72,8B67B199,True,4117,78592,0,0,4.044840,0.000000,0,28,F
831,59848,4119,28,1,72,EA3C254D,True,4119,78606,0,0,4.044840,0.000000,0,28,F
832,59920,4121,28,1,72,3F91A815,True,4121,78620,0,0,3.936530,0.000000,0,28,F
833,59992,4123,28,1,72,0D7A8138,True,4123,78634,0,0,3.936530,0.000000,0,28,F
834,60064,4125,28,1,72,AE963C44,True,4125,78648,0,0,3.936530,0.000000,0,28,F
835,60136,4127,28,1,72,0139CE94,True,4127,78662,0,0,3.960890,0.000000,0,28,F
836,60208,4129,28,1,72,A9C298B3,True,4129,78676,0,0,4.826620,0.000000,0,28,F
837,60280,4131,28,1,72,D8D9D343,True,4131,78691,0,0,3.946230,0.000000,0,28,F
838,60352,4133,28,1,72,0828A0D2,True,4133,78705,0,0,3.958780,0.000000,0,28,F
839,60424,4135,28,1,72,27FB1A5B,True,4135,78719,0,0,3.946400,0.000000,0,28,F
840,60496,4137,28,1,72,BAB6105F,True,4137,78742,0,0,3.936480,0.000000,0,28,F
841,60568,4237,28,1,72,F2CA4B61,True,4237,98237,0,0,1.337930,0.000000,0,28,F
842,60640,4238,28,1,72,6D5BF072,True,4238,98240,0,0,1.337930,0.000000,0,28,F
843,60712,4242,28,1,72,25629416,True,4242,98243,0,0,1.337930,0.000000,0,28,F
844,60784,4243,28,1,72,CCF49273,True,4243,98246,0,0,1.337930,0.000000,0,28,F
845,60856,4244,28,1,72,2BE86AE9,True,4244,98249,0,0,1.337930,0.000000,0,28,F
846,60928,4245,28,1,72,CF1C2302,True,4245,98252,0,0,1.261660,0.000000,0,28,F
847,61000,4251,28,1,72,92732302,True,4251,98255,0,0,1.337930,0.000000,0,28,F
848,61072,4252,28,1,72,7EA4E978,True,4252,98659,0,0,1.337930,0.000000,0,28,F
849,61144,4256,28,1,72,1F9DDB9C,True,4256,98662,0,0,1.278450,0.000000,0,28,F
850,61216,4257,28,1,72,FD3D2D48,True,4257,98665,0,0,1.278450,0.000000,0,28,F
851,61288,4258,28,1,72,96E5B430,True,4258,98669,0,0,1.278450,0.000000,0,28,F
852,61360,4259,28,1,72,D215F1D6,True,4259,98672,0,0,1.278450,0.000000,0,28,F
853,61432,4271,28,1,72,FD9A3474,True,4271,87972,0,0,1.261010,0.000000,0,28,F
854,61504,4287,28,1,72,6B5AC0F1,True,4287,88642,0,0,1.152970,0.000000,0,28,F
855,61576,4390,28,1,72,10109ED9,True,4390,296370,0,0,1.152970,0.000000,0,28,F
856,61648,4442,28,1,72,50903907,True,4442,98675,0,0,1.205330,0.000000,0,28,F
857,61720,4450,28,1,72,98FC58E7,True,4450,98678,0,0,1.205330,0.000000,0,28,F
858,61792,4451,28,1,72,7A5CAE33,True,4451,98681,0,0,1.205330,0.000000,0,28,F
859,61864,4452,28,1,72,9676A618,True,4452,98684,0,0,1.205330,0.000000,0,28,F
860,61936,4453,28,1,72,C610777C,True,4453,98688,0,0,1.205330,0.000000,0,28,F
861,62008,4454,28,1,72,ADBAF347,True,4454,98691,0,0,1.161570,0.000000,0,28,F
862,62080,4723,28,1,72,8E6E611D,True,4723,168523,0,0,1.073410,0.000000,0,28,F
863,62152,4725,28,1,72,30906CE2,True,4725,168553,0,0,0.755565,0.000000,0,28,F
864,62224,5144,28,1,72,6F6ABE05,True,5144,143003,0,0,11.840700,0.000000,0,28,F
865,62296,5145,28,1,72,995B5C85,True,5145,143009,0,0,29.058201,0.000000,0,28,F
866,62368,5146,28,1,72,3D863AEF,True,5146,143013,0,0,29.082500,0.000000,0,28,F
867,62440,5147,28,1,72,213B045E,True,5147,143021,0,0,29.058201,0.000000,0,28,F
868,62512,7245,28,1,72,E0DAE95B,True,7245,397348,0,0,6.612980,0.000000,0,28,F
869,62584,7246,28,1,72,3EEFD6AE,True,7246,397354,0,0,8.950370,0.000000,0,28,F
870,62656,7927,28,1,72,FBE1D065,True,7927,436293,0,0,1.231730,0.000000,0,28,F
871,62728,8066,28,1,72,A0511A7A,True,8066,457476,0,0,3.206190,0.000000,0,28,F
872,62800,8067,28,1,72,06EA7374,True,8067,457479,0,0,1.584000,0.000000,0,28,F
873,62872,8068,28,1,72,0172AD84,True,8068,457652,0,0,2.170890,0.000000,0,28,F
874,62944,8069,28,1,72,DC88CCA9,True,8069,457485,0,0,1.208740,0.000000,0,28,F
875,63016,8070,28,1,72,C5FA2ED1,True,8070,436345,0,0,0.884867,0.000000,0,28,F
876,63088,8071,28,1,72,AF35ED90,True,8071,457582,0,0,1.963700,0.000000,0,28,F
877,63160,8072,28,1,72,5DA92057,True,8072,447385,0,0,1.223630,0.000000,0,28,F
878,63232,8073,28,1,72,4EFAF4FE,True,8073,457641,0,0,2.170890,0.000000,0,28,F
879,63304,9916,28,1,72,3436C829,True,9916,514804,0,0,2.516290,0.000000,0,28,F
880,63376,9933,28,1,72,79F42FCD,True,9933,514759,0,0,2.457900,0.000000,0,28,F
881,63448,10167,28,1,72,8C2DFAA1,True,10167,523288,0,0,1.465720,0.000000,0,28,F
882,63520,10182,28,1,72,CDBBBE12,True,10182,523341,0,0,0.571766,0.000000,0,28,F
883,63592,10198,28,1,72,F9766802,True,10198,523405,0,0,0.520338,0.000000,0,28,F
884,63664,10247,28,1,72,95FC6FF3,True,10247,523887,0,0,0.868580,0.000000,0,28,F
885,63736,10282,28,1,72,939438E4,True,10282,524432,0,0,1.079660,0.000000,0,28,F
886,63808,10305,28,1,72,EA6A977A,True,10305,524799,0,0,0.928655,0.000000,0,28,F
887,63880,10355,28,1,72,7BD491F7,True,10355,525662,0,0,1.079660,0.000000,0,28,F
888,63952,10356,28,1,72,1D75E82A,True,10356,525665,0,0,1.079660,0.000000,0,28,F
889,64024,10357,28,1,72,F4E3EE4F,True,10357,525668,0,0,1.079660,0.000000,0,28,F
890,64096,10358,28,1,72,AE234040,True,10358,525671,0,0,1.079660,0.000000,0,28,F
891,64168,10432,28,1,72,05CECD98,True,10432,525914,0,0,3.107890,0.000000,0,28,F
