relative_path,sha256,size_bytes
01_RAW\ghidra_output\GA8_PSEUDO_004154F0.txt,8EB06D85F50FE8B4628883DFCF0515A890EFC18FC217B790F4D52801E71AAA55,638
01_RAW\ghidra_output\GA8_PSEUDO_00457930.txt,A5B4D8D10643BF4A122AFAC505F3AE16E044E9C02B0D055CD7DE6B1561B658E7,4015
01_RAW\ghidra_output\GA8_PSEUDO_005F6850.txt,9CEAB69DC222EE5230C032D4D6456E159F01728A1C4444CBD8FC088A7F06ECC9,1271
01_RAW\ghidra_output\GA8_PSEUDO_005F6990.txt,21134C5E65C5E56CF7FD117F0A46A7FFF26DD810AF2737DDE9923EB073340F84,4937
01_RAW\ghidra_output\GA8_PSEUDO_00730F60.txt,39678AA8ECDFBFC55AC8EE200953161E3BF0736D4881B5C8BB844766293D2150,331
01_RAW\ghidra_output\GA8_PSEUDO_00730F90.txt,0BB3A2DA8B32ED56D01FCD7F878335D0766E72F6CE155CC2FF5C0A591F3E664D,280
01_RAW\ghidra_output\GA8_PSEUDO_00730FB0.txt,F58F0406D6D4A968F0492030C505477994F8FDF32B0CADB6471BF3476022114C,284
01_RAW\ghidra_output\GA8_PSEUDO_00730FD0.txt,20DA930FBABA1B90642C4A97BF80AB088991E015263E3E4A1471CE6D984EC95D,231
01_RAW\ghidra_output\GA8_PSEUDO_00846840.txt,A053F00FF1000F922E6EAC7A6D720F4637B900EF3A3A25DACC7ABE54E9662A3F,4027
01_RAW\ghidra_output\GA8_PSEUDO_00854720.txt,6100574A8FC681AE49E1E7886AAAAE1ED33378CD1ED6657E99638FBFDA07BE26,560
02_ANALYSIS\Z1_RTTI_MAP.md,D33EB4280623B848DEA15B40AB19E7183FD9B600D466259B2473FB6737A695BF,4071
02_ANALYSIS\Z2_CLASSIFICATION_TABLE.md,D5864C6F7B966E640E5403A1EE91504A4B4C19D17C4FF40085BC660BD46B2761,8611
02_ANALYSIS\Z3_PATTERNS_4508.md,9531F304E0BAA0D20EE70D87111E6051C1F8B23965080C0BC5C3292FF78D25F7,2948
02_ANALYSIS\Z4_BACKWARD_SLICE.md,751AFD74B224A0F060B2290437AC426544ED63E5225DE37187BDA0F3DAD5F8AB,8059
02_ANALYSIS\Z5_WORLD_LOADERS_Z1_RTTI.md,ABE213FF64E74680D715BA135D3D767D5F4FCF163846CA70C3CCE8FB0C8C8AC4,6840
03_EVIDENCE\VA_EVIDENCE_REGISTRY.md,604DDB62724AE9658C09F12C729C98111583986376F282CF786FA3173F4FECC1,6941
06_REPORT\HANDOFF.md,47D3D914A2DECF661B16FD3CB64ABFEF0A550818580D2DB9B3F369F39A483785,6545
06_REPORT\REPORT.md,837332C04D49CBF1592EBE53BBD562E3889A63A7B94B672E756D9CB086CF53BD,14137
