b_value,hit,volumes_entry_index,volumes_offset,packed_size,template_ids,template_count
305950,True,1156,3281802,112,6325,1
305954,True,1157,3281914,112,6326,1
305959,True,1158,3282026,112,6327,1
306152,True,1377,3342798,40,6337,1
306157,True,1378,3342838,40,6338,1
306162,True,1379,3342878,40,6339,1
306167,True,1380,3342918,40,6340,1
306172,True,1381,3342958,40,6341,1
306177,True,1382,3342998,40,6342,1
306182,True,1383,3343038,40,6343,1
306187,True,1384,3343078,40,6344,1
306192,True,1385,3343118,40,6345,1
307919,True,532,1532420,436,6375,1
308047,True,533,1532856,868,6376,1
308115,True,534,1533724,328,6377,1
308142,True,535,1534052,436,6378,1
308169,True,536,1534488,472,6379,1
308222,True,548,1539648,616,6380,1
308242,True,549,1540264,184,6381,1
308255,True,528,1529848,1048,6382,1
308492,True,550,1540448,40,6384,1
308535,True,538,1535180,40,6386,1
308577,True,527,1529736,112,6388,1
308603,True,531,1531444,976,6390,1
308643,True,539,1535220,40,6392,1
308668,True,540,1535260,148,6394,1
308856,True,541,1535408,40,6397,1
309010,True,542,1535448,40,6401,1
309049,True,543,1535488,184,6403,1
309070,True,529,1530896,40,6405,1
309095,True,530,1530936,508,6407,1
309211,True,551,1540488,400,6411,1
309261,True,275,1043764,40,6414,1
309286,True,274,1043724,40,6409,1
318841,True,1264,3307176,112,10325,1
320319,True,185,969532,184,1401,1
320439,True,1275,3307760,40,10328,1
320715,True,1163,3282586,40,1410,1
321383,True,1250,3305680,508,1458,1
321604,True,186,969716,184,1472,1
322424,True,295,1045140,76,1722,1
322436,True,272,1043608,76,1668,1
322521,True,273,1043684,40,1726,1
322613,True,149,941868,796,1731,1
323436,True,1167,3282926,40,1795,1
330586,True,1274,3307684,76,10327,1
333066,True,715,1863602,652,2303,1
333114,True,717,1865662,1552,2305,1
333159,True,718,1867214,1480,2327,1
333196,True,719,1868694,1048,2329,1
333230,True,720,1869742,2128,2333,1
333309,True,721,1871870,2236,2336,1
333343,True,524,1523280,3388,2338,1
333376,True,722,1874106,328,2344,1
333409,True,440,1437470,688,2786,1
333466,True,1357,3332314,724,2796,1
333495,True,544,1535672,1228,2798,1
333524,True,545,1536900,580,2800,1
333828,True,546,1537480,688,3159,1
333978,True,525,1526668,2488,3191,1
334012,True,526,1529156,580,3763,1
334027,True,537,1534960,220,3765,1
334347,True,296,1045216,76,3766,1
335306,True,1183,3284142,76,3855,1
335473,True,254,1033060,1840,3852,1
336962,True,1222,3302040,76,9221,1
339274,True,599,1661132,1732,6408,1
339920,True,669,1803982,220,6437,1
340541,True,1122,3277634,148,6441,1
343728,True,1297,3311844,40,6451,1
344977,True,574,1618986,436,6480,1
345000,True,194,974104,1408,6485,1
345045,True,577,1620798,940,6481,1
345074,True,583,1625070,256,6482,1
345093,True,597,1632758,76,6483,1
345218,True,653,1756578,40,6478,1
346640,True,31,34072,1048,6504,1
346765,True,1330,3320760,76,3414,1
346784,True,1331,3320836,76,6507,1
347387,True,631,1701002,1336,6517,1
347487,True,688,1831238,3388,6529,1
347708,True,633,1702378,76,6520,1
347855,True,578,1621738,940,6533,1
347879,True,575,1619422,436,6532,1
347898,True,613,1677208,652,6530,1
347938,True,615,1678980,1084,6531,1
348611,True,155,943044,40,6559,1
348636,True,156,943084,40,6560,1
348648,True,157,943124,40,6561,1
348653,True,158,943164,40,6563,1
349063,True,674,1812138,652,6567,1
349097,True,676,1812830,2452,6568,1
349129,True,677,1815282,1876,6569,1
349203,True,678,1817158,1984,6570,1
349240,True,680,1819182,1264,6573,1
349261,True,686,1826442,1408,6572,1
349306,True,672,1806802,4792,6571,1
349533,True,671,1804962,1840,6566,1
349585,True,675,1812790,40,6580,1
349590,True,681,1820446,2308,6577,1
349610,True,673,1811594,544,6581,1
349670,True,605,1665368,4432,6584,1
349687,True,606,1669800,1336,6585,1
349872,True,1504,3610720,40,3246,1
349906,True,1505,3610760,40,3260,1
350250,True,714,1863562,40,6592,1
350340,True,723,1874434,508,7962,1
351021,True,716,1864254,1408,2301,1
351042,True,679,1819142,40,6579,1
353232,True,682,1822754,1876,6605,1
353261,True,683,1824630,400,6606,1
353282,True,684,1825030,652,6607,1
353307,True,685,1825682,760,6608,1
353598,True,24,20976,1300,6612,1
353850,True,20,19664,328,6620,1
353869,True,21,19992,328,6619,1
353884,True,22,20320,328,6618,1
353899,True,23,20648,328,6617,1
353972,True,25,22276,256,6622,1
354199,True,1182,3284030,112,6624,1
354236,True,1169,3283042,76,6626,1
354420,True,1195,3285198,112,6628,1
355261,True,442,1438198,76,6646,1
355280,True,441,1438158,40,6647,1
355285,True,443,1438274,832,6648,1
355295,True,444,1439106,832,6649,1
355301,True,450,1442586,292,6650,1
355307,True,451,1442878,76,6651,1
355310,True,452,1442954,400,6652,1
355316,True,453,1443354,400,6653,1
355515,True,455,1443794,148,6706,1
355519,True,457,1444126,328,6707,1
355527,True,460,1444534,112,6715,1
355536,True,461,1444646,76,6710,1
355543,True,462,1444722,40,6711,1
355545,True,463,1444762,40,6712,1
355547,True,464,1444802,40,6713,1
355549,True,465,1444842,3244,6714,1
355571,True,467,1448918,472,6689,1
355590,True,470,1452242,868,6691,1
355594,True,471,1453110,688,6692,1
355603,True,472,1453798,508,6693,1
355622,True,474,1455462,76,6695,1
355627,True,475,1455538,832,6696,1
355645,True,476,1456370,976,6697,1
355655,True,477,1457346,364,6698,1
355663,True,478,1457710,76,6699,1
355667,True,479,1457786,184,6700,1
355671,True,480,1457970,2092,6701,1
355706,True,481,1460062,1660,6702,1
355715,True,482,1461722,760,6703,1
355724,True,483,1462482,580,6704,1
355730,True,484,1463062,616,6705,1
355742,True,473,1454306,1156,6694,1
355753,True,469,1451482,760,6690,1
355855,True,485,1463678,112,6716,1
355859,True,487,1463902,112,6717,1
355862,True,488,1464014,112,6718,1
355865,True,489,1464126,112,6719,1
355868,True,490,1464238,112,6720,1
355871,True,491,1464350,112,6721,1
355874,True,492,1464462,112,6722,1
356367,True,493,1464574,616,6744,1
356381,True,497,1480440,292,6740,1
356385,True,498,1480732,148,6741,1
356388,True,499,1480880,616,6742,1
356391,True,500,1481496,400,6743,1
356394,True,501,1481896,472,6745,1
356397,True,502,1482368,40,6746,1
356399,True,503,1482408,40,6747,1
356401,True,504,1482448,40,6748,1
356403,True,505,1482488,40,6749,1
356405,True,506,1482528,40,6750,1
356407,True,507,1482568,40,6752,1
356409,True,508,1482608,40,6751,1
356411,True,509,1482648,40,6753,1
356413,True,510,1482688,40,6754,1
356630,True,454,1443754,40,6654,1
356829,True,859,2243366,760,5460,1
362454,True,1717,3649192,112,221,1
362459,True,1718,3649304,112,225,1
382810,True,771,1998576,508,6913,1
382830,True,772,1999084,796,6899,1
382857,True,773,1999880,1084,6900,1
382873,True,774,2000964,1444,6901,1
382908,True,776,2003204,796,6903,1
383215,True,777,2004000,1660,6904,1
383963,True,778,2005660,5224,6905,1
383998,True,782,2018276,2452,6907,1
384046,True,779,2010884,1444,6906,1
384416,True,763,1989076,40,6910,1
384840,True,1267,3307368,40,10337,1
385022,True,431,1432286,1012,6923,1
385073,True,432,1433298,256,6925,1
385090,True,437,1435262,292,6926,1
385275,True,1095,3274826,40,6934,1
385355,True,436,1434610,652,6924,1
385865,True,434,1434242,328,6953,1
385882,True,438,1435554,400,6952,1
386954,True,875,2355918,7552,6997,1
387204,True,873,2343658,8128,7002,1
387212,True,874,2351786,4132,7001,1
387396,True,371,1380458,40,7000,1
387398,True,372,1380498,40,6999,1
387661,True,1096,3274866,40,7005,1
387768,True,1097,3274906,40,7008,1
387791,True,1098,3274946,40,7009;7111;7112;7217,4
388458,True,850,2235374,292,7038,1
388477,True,851,2235666,544,7039,1
388593,True,853,2236790,1012,7034,1
388624,True,849,2234794,580,7037,1
389102,True,769,1995148,1408,7049,1
389147,True,768,1993812,1336,6912,1
389490,True,848,2233962,832,7036,1
389513,True,852,2236210,580,7046,1
389551,True,854,2237802,796,7048,1
389952,True,847,2233526,436,7035,1
390030,True,860,2244126,2668,7059,1
390037,True,861,2246794,544,7060,1
390333,True,410,1406318,940,6949,1
390398,True,770,1996556,2020,7711,1
390480,True,433,1433554,688,6948,1
392491,True,1791,3663816,184,4476,1
392492,True,1790,3663632,184,4473,1
395448,True,384,1386414,5368,7166,1
395524,True,392,1395986,364,7163,1
395533,True,846,2231722,1804,7164,1
395543,True,393,1396350,1156,7165,1
395636,True,385,1391782,184,7170,1
395652,True,387,1393266,796,7172,1
395701,True,933,2693906,40,13083,1
395712,True,934,2693946,40,13087,1
395791,True,928,2693706,40,13089,1
395795,True,929,2693746,40,13091,1
395799,True,930,2693786,40,13093,1
395865,True,1549,3620116,40,13095,1
396275,True,388,1394062,256,7205,1
396283,True,389,1394318,400,7206,1
396502,True,383,1386338,76,7210,1
396757,True,390,1394718,292,7232,1
396950,True,964,2968114,40,12263,1
397005,True,1262,3307024,40,13097,1
397023,True,1266,3307328,40,13099,1
397509,True,386,1391966,1300,7171,1
397610,True,869,2325162,112,7240,1
397630,True,965,2968154,40,12265,1
397711,True,394,1397506,508,7259,1
397724,True,395,1398014,832,7260,1
401199,True,637,1707614,2560,7309,1
401525,True,664,1800794,1336,7314,1
405328,True,591,1627550,940,7321,1
406956,True,997,2973034,40,13153,1
406965,True,996,2972994,40,13151,1
407157,True,931,2693826,40,13103,1
407174,True,944,2937290,148,11606,1
407179,True,945,2937438,148,11607,1
407417,True,310,1060752,292,7424,1
408477,True,1247,3305092,40,7416,1
408480,True,1248,3305132,40,7418,1
411803,True,600,1662864,1048,7477,1
411890,True,601,1663912,220,7478,1
411908,True,602,1664132,652,7479,1
412170,True,603,1664784,220,7481,1
412191,True,604,1665004,364,7482,1
413100,True,1075,3235612,40,7487,1
417882,True,1828,3692284,40,13129,1
418231,True,618,1683420,1552,7566,1
419153,True,988,2972602,40,13155,1
419160,True,1355,3332234,40,13157,1
419171,True,1356,3332274,40,13161,1
419179,True,989,2972642,40,13163,1
419363,True,593,1628710,1120,7608,1
419384,True,594,1629830,472,7605,1
419396,True,595,1630302,796,7606,1
419429,True,572,1618150,400,7607,1
419710,True,986,2972414,40,13165,1
419715,True,987,2972454,148,13167,1
419720,True,995,2972954,40,13169,1
422439,True,758,1984232,616,7713,1
422500,True,767,1993196,616,7714,1
422545,True,760,1986292,1480,7716,1
422660,True,761,1987772,760,7717,1
422679,True,762,1988532,544,7718,1
422762,True,759,1984848,1444,7712,1
422765,True,766,1992292,904,7715,1
422795,True,765,1990632,1660,7719,1
422805,True,1860,3694536,1624,7720,1
423021,True,781,2015284,2992,7734,1
423279,True,872,2326458,17200,7741,1
425120,True,756,1984152,40,7783;7808,2
429319,True,993,2972802,76,13121,1
437508,True,871,2325314,1144,6998,1
456800,True,1100,3275026,400,7947,1
457524,True,1434,3385854,40,8663,1
459226,True,985,2972374,40,13119,1
459849,True,391,1395010,976,7162,1
461204,True,1036,3119240,76,13183,1
461205,True,1037,3119316,76,13185,1
461432,True,1084,3236116,40,13187,1
461457,True,1022,3106956,40,13189,1
461458,True,1023,3106996,40,13191,1
461459,True,1077,3235692,40,13171,1
461461,True,1078,3235732,40,13173,1
461462,True,1079,3235772,40,13175,1
461463,True,1080,3235812,112,13177,1
461464,True,1081,3235924,112,13179,1
461465,True,1082,3236036,40,13181,1
465122,True,1218,3301880,40,9078,1
465265,True,957,2963694,112,13193,1
465651,True,775,2002408,796,6902,1
466097,True,1390,3353830,148,3952,1
466098,True,1391,3353978,112,3955,1
466099,True,1393,3354202,148,3957,1
466100,True,1396,3355114,148,3963,1
466101,True,1400,3377402,148,3968,1
466102,True,1404,3378282,652,3973,1
466103,True,1394,3354350,652,3958,1
466104,True,1397,3355262,112,3964,1
466105,True,1401,3377550,112,3969,1
466106,True,1405,3378934,364,3974,1
469326,True,1119,3277514,40,13478,1
469330,True,1120,3277554,40,13480,1
469334,True,1121,3277594,40,13482,1
469512,True,943,2937142,148,13205,1
469517,True,941,2904654,76,11860,1
469576,True,1346,3327088,40,8206,1
469618,True,1058,3182492,220,13225,1
469620,True,1059,3182712,148,13227,1
469626,True,1060,3182860,40,13229,1
469630,True,1061,3182900,292,13219,1
469634,True,1062,3183192,292,13221,1
469638,True,1063,3183484,328,13223,1
469645,True,1043,3147432,40,13213,1
469665,True,1044,3147472,40,13215,1
469706,True,1045,3147512,40,13217,1
469729,True,1038,3119392,40,13207,1
469746,True,1039,3119432,76,13209,1
469799,True,1040,3119508,40,13211,1
470093,True,1085,3236156,40,13195,1
470095,True,1086,3236196,40,13199,1
470102,True,1087,3236236,76,13197,1
470103,True,1088,3236312,112,13203,1
470107,True,1089,3236424,40,13201,1
470582,True,1777,3659548,472,2942,1
470583,True,1778,3660020,256,2943,1
470584,True,1779,3660276,40,2944,1
470699,True,119,527826,7564,8118,1
470826,True,705,1851862,1264,8261,1
470845,True,707,1856802,1624,8266,1
470852,True,708,1858426,1804,8267,1
470867,True,706,1853126,3676,8265,1
471362,True,709,1860230,616,8271,1
471372,True,710,1860846,1156,8272,1
471382,True,711,1862002,580,8273,1
471603,True,120,535390,2056,8280,1
471629,True,712,1862582,400,8278,1
471633,True,713,1862982,580,8279,1
471673,True,702,1851742,40,8282,1
471697,True,703,1851782,40,8284,1
471870,True,704,1851822,40,8286,1
471889,True,1348,3327168,148,13237,1
471899,True,897,2668658,76,13243,1
471904,True,898,2668734,76,13245,1
471907,True,899,2668810,256,13247,1
471930,True,1212,3301388,112,13231,1
471931,True,1213,3301500,112,13233,1
471932,True,1214,3301612,148,13235,1
472095,True,984,2972298,76,13117,1
472871,True,956,2963654,40,13249,1
475018,True,927,2693666,40,11539,1
475030,True,1116,3277394,40,8420,1
475036,True,1118,3277474,40,8418,1
475042,True,561,1607846,1012,8414,1
475060,True,562,1608858,2128,8415,1
485255,True,797,2023016,148,7961,1
488541,True,415,1416238,508,8462,1
488561,True,429,1431342,472,8463,1
488571,True,430,1431814,472,8464,1
488580,True,414,1416198,40,8465,1
488616,True,695,1843038,256,8479,1
488628,True,696,1843294,2092,8480,1
488662,True,565,1611066,1228,8488,1
488681,True,697,1845386,580,8481,1
488705,True,699,1846690,1624,8483,1
488728,True,700,1848314,544,8484,1
488792,True,1114,3277314,40,8492,1
488807,True,568,1612914,40,8494,1
488828,True,567,1612658,256,8490,1
488838,True,566,1612294,364,8489,1
488856,True,876,2363470,4324,8499,1
488944,True,783,2020728,76,8496,1
488972,True,880,2368850,400,8501,1
488979,True,881,2369250,184,8502,1
488987,True,877,2367794,40,8497,1
489160,True,495,1471720,328,8507,1
489165,True,496,1472048,8392,8508,1
489237,True,698,1845966,724,8482,1
489322,True,879,2367874,976,8500,1
489372,True,416,1416746,400,8509,1
489644,True,822,2055156,544,8553;9985,2
489654,True,831,2060880,292,8544,1
489660,True,830,2060192,688,8547,1
489662,True,824,2056244,688,8548;9987,2
489663,True,827,2058344,364,8549,1
489666,True,825,2056932,688,8550;9988,2
489668,True,826,2057620,724,8551;9989,2
489793,True,832,2061172,292,8561,1
489800,True,823,2055700,544,8552;9986,2
489866,True,868,2324906,256,8577,1
489869,True,865,2323562,436,8579,1
489874,True,862,2247338,472,8575,1
489995,True,784,2020804,436,8576,1
490066,True,829,2058892,1300,8555,1
490101,True,866,2323998,436,8580,1
490490,True,788,2021648,40,8598,1
490687,True,1117,3277434,40,13251,1
490866,True,821,2052740,2416,8608,1
491003,True,753,1980936,940,8629,1
491030,True,1254,3306632,40,8602,1
491099,True,1283,3309304,40,13261,1
491615,True,789,2021688,40,8650,1
491624,True,790,2021728,364,8651,1
491637,True,791,2022092,40,8652,1
491642,True,792,2022132,220,8653,1
491656,True,786,2021496,76,8658,1
491661,True,787,2021572,76,8659,1
491963,True,793,2022352,40,8665,1
491970,True,794,2022392,220,8666,1
491976,True,795,2022612,40,8667,1
491995,True,796,2022652,364,8671,1
492794,True,418,1417582,3892,8726,1
492831,True,424,1425490,3820,8735,1
492871,True,423,1424550,940,8731,1
492891,True,419,1421474,508,8727,1
492915,True,420,1421982,364,8728,1
492936,True,421,1422346,1768,8729,1
492970,True,425,1429310,688,8732,1
492987,True,439,1435954,1516,8723,1
492989,True,426,1429998,652,8733,1
493005,True,427,1430650,652,8734,1
493125,True,990,2972682,40,13269,1
493132,True,991,2972722,40,13271,1
493138,True,992,2972762,40,13273,1
493388,True,1258,3306792,40,13279,1
493457,True,1259,3306832,40,13281,1
493463,True,1260,3306872,40,13283,1
493471,True,1255,3306672,40,13289,1
493475,True,1256,3306712,40,13285,1
493482,True,1257,3306752,40,13287,1
493503,True,417,1417146,436,8787,1
493524,True,1261,3306912,112,13291,1
493553,True,422,1424114,436,8730,1
493665,True,1204,3285702,40,13293,1
493677,True,1205,3285742,40,13295,1
493681,True,1206,3285782,40,13297,1
493685,True,1207,3285822,40,13299,1
493689,True,1208,3285862,40,13301,1
493693,True,1209,3285902,40,13303,1
493697,True,1210,3285942,40,13305,1
493786,True,428,1431302,40,8833,1
493862,True,1200,3285542,40,8843,1
493887,True,1201,3285582,40,8844,1
493907,True,1202,3285622,40,8845,1
493958,True,1115,3277354,40,13394;13395;13396,3
494992,True,563,1610986,40,8725,1
494993,True,564,1611026,40,8724,1
496028,True,833,2061464,652,8939,1
496061,True,834,2062116,616,8928,1
496071,True,835,2062732,1840,8929,1
496195,True,514,1495016,3928,8956,1
496212,True,519,1517896,3676,8958,1
496218,True,522,1522372,724,8960,1
496224,True,513,1491880,3136,8955,1
496227,True,521,1522152,220,8963,1
496229,True,515,1498944,4036,8952,1
496338,True,512,1483740,8140,8953,1
496472,True,516,1502980,5836,8954,1
496634,True,518,1515408,2488,8976,1
496736,True,520,1521572,580,8981,1
496800,True,511,1482728,1012,8985,1
497149,True,523,1523096,184,8979,1
498769,True,517,1508816,6592,9020,1
499519,True,1230,3302936,40,9063,1
500530,True,494,1465190,6530,6739,1
500691,True,799,2029360,5656,9130,1
500786,True,946,2937586,40,13407,1
500808,True,947,2937626,40,13409,1
500816,True,948,2937666,40,13411,1
500901,True,802,2035204,1048,9131,1
501486,True,1216,3301800,40,9177,1
502842,True,447,1440450,1516,9202,1
502865,True,448,1441966,436,9203,1
502877,True,445,1439938,328,9204,1
502948,True,458,1444454,40,9205,1
503066,True,456,1443942,184,9209,1
503089,True,446,1440266,184,9213,1
503104,True,449,1442402,184,9214,1
503303,True,459,1444494,40,9220,1
503449,True,966,2968194,40,14438,1
503450,True,967,2968234,40,14439,1
503451,True,968,2968274,40,14440,1
503456,True,969,2968314,40,14444,1
503504,True,975,2968626,40,14451,1
503508,True,974,2968586,40,14450,1
503511,True,973,2968546,40,14449,1
503517,True,976,2968666,148,14435,1
503520,True,977,2968814,148,14436,1
503523,True,980,2971886,220,14437,1
503529,True,981,2972106,40,14441,1
503534,True,982,2972146,40,14442,1
503537,True,983,2972186,112,14443,1
503685,True,1246,3305052,40,9296,1
503771,True,691,1836002,472,9339,1
503799,True,693,1838278,2776,9338,1
503917,True,692,1836474,1804,9340,1
504217,True,690,1835962,40,10651;9347,2
504232,True,920,2692666,436,9349,1
504247,True,921,2693102,112,9351,1
504278,True,1006,2981950,256,9352,1
504300,True,922,2693214,148,9356,1
504305,True,923,2693362,184,9357,1
504328,True,701,1848858,2884,9363,1
504454,True,382,1382878,3460,9368,1
504490,True,910,2671338,76,9372,1
504497,True,911,2671414,40,9373,1
504504,True,912,2671454,40,9374,1
504562,True,1108,3277074,40,9383,1
504570,True,1109,3277114,40,9384,1
504579,True,1110,3277154,40,9385,1
504596,True,1111,3277194,40,9386,1
504601,True,1112,3277234,40,9387,1
504606,True,1113,3277274,40,9388,1
504898,True,882,2369434,400,9419,1
504937,True,10,8896,3928,9434,1
505008,True,5,3800,832,9436,1
505032,True,6,4632,724,9437,1
505075,True,9,7704,1192,9435,1
505210,True,8,7088,616,9446,1
505226,True,7,5356,1732,9447,1
505592,True,11,12824,2380,9473,1
505752,True,12,15204,1120,9475,1
505776,True,979,2970298,1588,9506,1
505814,True,2,2672,1048,9507,1
506044,True,0,0,148,9499,1
506237,True,1,148,2524,9505,1
507033,True,13,16324,616,9553,1
507068,True,17,18896,292,9555,1
507085,True,14,16940,580,9557,1
507120,True,16,18100,796,9560,1
507125,True,15,17520,580,9561,1
507164,True,978,2968962,1336,9567,1
507203,True,828,2058708,184,9574,1
507223,True,19,19480,184,9575,1
508327,True,30,33852,220,9601,1
508494,True,755,1982420,1732,9605,1
508587,True,754,1981876,544,9606,1
508720,True,18,19188,292,9485,1
508948,True,4,3760,40,9631,1
510338,True,840,2074344,400,9695,1
510347,True,841,2074744,1444,9696,1
510357,True,144,941488,76,9699,1
510366,True,145,941564,184,9700,1
510376,True,143,941448,40,9702,1
510427,True,842,2076188,40,9708,1
511121,True,954,2954802,76,11538,1
511281,True,694,1841054,1984,9689,1
511768,True,27,23184,7636,9780,1
511946,True,28,30820,724,9781,1
512127,True,29,31544,2308,9782,1
512404,True,26,22532,652,9783,1
512611,True,867,2324434,472,9791,1
512746,True,95,488956,508,9814,1
512750,True,101,493840,652,9809,1
512754,True,102,494492,508,9810,1
512758,True,103,495000,904,9811,1
512763,True,100,493116,724,9807,1
512769,True,99,492104,1012,9805,1
512773,True,105,498464,1300,9808,1
512778,True,104,495904,2560,9806,1
512782,True,96,489464,940,9812,1
512786,True,97,490404,328,9813,1
512830,True,98,490732,1372,9804,1
512834,True,70,435466,544,9826,1
512846,True,1340,3326848,40,9789;13946,2
512847,True,1341,3326888,40,9793,1
512849,True,78,438090,6556,9828,1
512855,True,80,444722,1156,9836,1
512857,True,83,464284,3388,9837,1
512861,True,84,467672,3568,9838,1
512864,True,86,475636,184,9839,1
512872,True,88,476004,1300,9841,1
512876,True,89,477304,2056,9843,1
512880,True,90,479360,2560,9845,1
512884,True,91,481920,4324,9847,1
512888,True,85,471240,4396,9850,1
513824,True,81,445878,1156,9881,1
513836,True,87,475820,184,9882,1
513968,True,1342,3326928,40,9884,1
513999,True,82,447034,17250,9888,1
514327,True,107,500416,17250,9893,1
515235,True,164,961816,148,6535,1
516122,True,92,486244,40,9976,1
516613,True,887,2372550,1660,9995,1
516615,True,888,2374210,724,9996,1
516617,True,889,2374934,1840,9997,1
516624,True,79,444646,76,10070,1
517101,True,108,517666,1624,10023,1
517138,True,72,436050,472,10027,1
517157,True,73,436522,40,10029,1
517160,True,109,519290,292,10037,1
517250,True,113,524670,760,10036,1
517323,True,76,437542,256,10330;10043,2
517333,True,77,437798,292,10331;10044,2
517355,True,112,523658,1012,10035,1
517385,True,903,2670626,148,13468,1
517752,True,905,2670922,76,14452,1
517966,True,836,2064572,4000,10062,1
517989,True,1343,3326968,40,10057,1
518497,True,907,2671074,76,13474,1
518516,True,906,2670998,76,13472,1
518850,True,908,2671150,76,13466,1
518859,True,116,526842,112,9949,1
518867,True,117,526954,652,9950,1
518871,True,118,527606,220,9951,1
519124,True,106,499764,652,10107,1
519309,True,93,486284,724,9861,1
519317,True,94,487008,1948,9862,1
519439,True,909,2671226,112,10113,1
519448,True,1351,3327468,112,10115,1
519460,True,904,2670774,148,13470,1
519990,True,114,525430,1048,10294,1
520145,True,115,526478,364,10295,1
523652,True,855,2238598,1048,10228,1
523680,True,856,2239646,256,10640,1
523685,True,857,2239902,508,10641,1
523690,True,858,2240410,2956,10642,1
523893,True,838,2068828,4756,10250,1
524009,True,837,2068572,256,10252,1
524726,True,69,435426,40,10298,1
524751,True,74,436562,472,10300,1
524771,True,75,437034,508,10302,1
526277,True,895,2668578,40,10336,1
526645,True,67,430810,3064,10512,1
526765,True,1025,3107076,40,13528,1
526791,True,1026,3107116,40,13526,1
526810,True,1027,3107156,40,13524,1
526864,True,1028,3107196,40,13532,1
526927,True,1090,3236464,40,13518,1
526933,True,1004,2981870,40,13520,1
526940,True,1005,2981910,40,13522,1
526947,True,1003,2981614,256,14457,1
527002,True,884,2371026,868,10557,1
527059,True,885,2371894,616,10559,1
527088,True,886,2372510,40,10561,1
527567,True,332,1073188,40,10480,1
527863,True,110,519582,1876,10591,1
527866,True,111,521458,2200,10598,1
527985,True,1017,3097384,76,14459,1
527997,True,1018,3097460,40,14461,1
528005,True,1019,3097500,40,14460,1
528016,True,1020,3097540,76,14462,1
528036,True,1056,3182232,220,14458,1
528044,True,950,2937746,40,13514,1
528047,True,951,2937786,40,13516,1
528054,True,1024,3107036,40,13530,1
528311,True,68,433874,1552,10613,1
528342,True,329,1072132,292,10615,1
528359,True,330,1072424,436,10617,1
528448,True,331,1072860,328,10623,1
528467,True,752,1980896,40,10628,1
528904,True,883,2369834,1192,10645,1
530505,True,1845,3693540,40,13571,1
530506,True,1832,3692876,76,13700,1
530507,True,1833,3692952,76,13559,1
530510,True,1836,3693144,40,13770,1
530513,True,1838,3693260,40,13749,1
530515,True,407,1404398,1480,10707,1
530551,True,1841,3693380,40,13775,1
530570,True,1842,3693420,40,13701,1
530605,True,1067,3184184,148,14465,1
530608,True,1064,3183812,40,14463,1
530609,True,1065,3183852,220,14464,1
530610,True,1066,3184072,112,13534,1
530651,True,1068,3184332,76,14466,1
532102,True,896,2668618,40,10313,1
532333,True,397,1398922,508,10709,1
532346,True,398,1399430,328,10710,1
532364,True,399,1399758,292,10711,1
532398,True,401,1400594,328,10713,1
532410,True,402,1400922,328,10714,1
532464,True,403,1401250,364,10715,1
532479,True,404,1401614,760,10716,1
532494,True,405,1402374,940,10717,1
532508,True,406,1403314,1084,10718,1
532528,True,408,1405878,400,10832,1
532576,True,400,1400050,544,10712,1
532691,True,396,1398846,76,10704,1
533022,True,328,1072092,40,10851,1
534093,True,1344,3327008,40,10875,1
534387,True,914,2671534,40,10878;13536,2
535227,True,743,1942830,2272,10914,1
535233,True,742,1941926,904,10915,1
535239,True,741,1940158,1768,10916,1
535245,True,740,1939794,364,10917,1
535257,True,735,1879810,472,10919,1
535263,True,736,1880282,1192,10920,1
535269,True,733,1878542,760,10921,1
535275,True,734,1879302,508,10922,1
535281,True,731,1878066,436,10923,1
535287,True,728,1875606,1192,10924,1
535293,True,729,1876798,1228,10925,1
535302,True,745,1946258,1624,10912,1
535452,True,746,1947882,2632,10911,1
535461,True,737,1881474,3676,10918,1
535860,True,738,1885150,40,10940,1
536081,True,1345,3327048,40,10996,1
536215,True,730,1878026,40,10951,1
536253,True,744,1945102,1156,10913,1
536329,True,732,1878502,40,10955,1
536824,True,739,1885190,54604,10910,1
537138,True,1848,3693660,76,13560,1
539461,True,864,2284966,38596,8574,1
539575,True,863,2247810,37156,8573,1
539866,True,1852,3693928,40,13709,1
540321,True,351,1238238,10108,11105,1
540337,True,352,1248346,20848,11106,1
540349,True,353,1269194,13504,11107,1
540360,True,354,1282698,2368,11108,1
540370,True,355,1285066,12316,11109,1
540381,True,356,1297382,19108,11110,1
540391,True,357,1316490,8836,11111,1
540402,True,358,1325326,4264,11112,1
540414,True,359,1329590,5572,11113,1
540424,True,360,1335162,4384,11114,1
540444,True,335,1091508,18640,11115,1
540455,True,336,1110148,14476,11116,1
540463,True,337,1124624,21712,11117,1
540471,True,338,1146336,856,11118,1
540478,True,339,1147192,7976,11119,1
540485,True,340,1155168,6440,11120,1
540492,True,341,1161608,4928,11121,1
540505,True,342,1166536,6836,11122,1
540512,True,343,1173372,7290,11123,1
540528,True,345,1190908,1954,11125,1
540534,True,346,1192862,6918,11126,1
540543,True,365,1367896,6784,11128,1
540554,True,369,1376624,3794,11129,1
540631,True,366,1374680,1792,11127,1
540656,True,361,1339546,2368,11134,1
540677,True,362,1341914,604,11135,1
540688,True,363,1342518,16756,11139,1
540761,True,348,1205406,12100,11143,1
540769,True,347,1199780,5626,11142,1
540781,True,333,1073228,11966,11146,1
540788,True,334,1085194,6314,11147,1
540795,True,349,1217506,832,11151,1
540807,True,370,1380418,40,11153,1
541088,True,350,1218338,19900,11159,1
