entry_index,name,packed_size,offset
923,504305.bvi,184,2693362
924,426329.bvi,40,2693546
925,427094.bvi,40,2693586
926,426344.bvi,40,2693626
927,475018.bvi,40,2693666
928,395791.bvi,40,2693706
929,395795.bvi,40,2693746
930,395799.bvi,40,2693786
931,407157.bvi,40,2693826
932,511207.bvi,40,2693866
933,395701.bvi,40,2693906
934,395712.bvi,40,2693946
935,592701.bvi,11712,2693986
936,592703.bvi,64332,2705698
937,592698.bvi,63324,2770030
938,592717.bvi,1744,2833354
939,592147.bvi,40,2835098
940,592683.bvi,69516,2835138
941,469517.bvi,76,2904654
942,592135.bvi,32412,2904730
943,469512.bvi,148,2937142
944,407174.bvi,148,2937290
945,407179.bvi,148,2937438
946,500786.bvi,40,2937586
947,500808.bvi,40,2937626
948,500816.bvi,40,2937666
949,511198.bvi,40,2937706
950,528044.bvi,40,2937746
951,528047.bvi,40,2937786
952,592491.bvi,8200,2937826
953,592512.bvi,8776,2946026
954,511121.bvi,76,2954802
955,592514.bvi,8776,2954878
956,472871.bvi,40,2963654
957,465265.bvi,112,2963694
958,70910.bvi,40,2963806
959,71117.bvi,40,2963846
960,46434.bvi,1732,2963886
961,4877.bvi,436,2965618
962,22851.bvi,1156,2966054
963,302910.bvi,904,2967210
964,396950.bvi,40,2968114
965,397630.bvi,40,2968154
966,503449.bvi,40,2968194
967,503450.bvi,40,2968234
968,503451.bvi,40,2968274
969,503456.bvi,40,2968314
970,503462.bvi,76,2968354
971,503466.bvi,76,2968430
972,503470.bvi,40,2968506
973,503511.bvi,40,2968546
974,503508.bvi,40,2968586
975,503504.bvi,40,2968626
976,503517.bvi,148,2968666
977,503520.bvi,148,2968814
978,507164.bvi,1336,2968962
979,505776.bvi,1588,2970298
980,503523.bvi,220,2971886
981,503529.bvi,40,2972106
982,503534.bvi,40,2972146
983,503537.bvi,112,2972186
984,472095.bvi,76,2972298
985,459226.bvi,40,2972374
986,419710.bvi,40,2972414
987,419715.bvi,148,2972454
988,419153.bvi,40,2972602
989,419179.bvi,40,2972642
990,493125.bvi,40,2972682
991,493132.bvi,40,2972722
992,493138.bvi,40,2972762
993,429319.bvi,76,2972802
994,406939.bvi,76,2972878
995,419720.bvi,40,2972954
996,406965.bvi,40,2972994
997,406956.bvi,40,2973034
998,592478.bvi,8128,2973074
999,475004.bvi,40,2981202
1000,475026.bvi,40,2981242
1001,475009.bvi,184,2981282
1002,475014.bvi,148,2981466
1003,526947.bvi,256,2981614
1004,526933.bvi,40,2981870
1005,526940.bvi,40,2981910
1006,504278.bvi,256,2981950
1007,40920.bvi,148,2982206
1008,591632.bvi,28716,2982354
1009,591661.bvi,25282,3011070
1010,592522.bvi,10394,3036352
1011,592523.bvi,11896,3046746
1012,592524.bvi,11896,3058642
1013,592525.bvi,5896,3070538
1014,592526.bvi,6328,3076434
1015,592527.bvi,14582,3082762
1016,40931.bvi,40,3097344
1017,527985.bvi,76,3097384
1018,527997.bvi,40,3097460
1019,528005.bvi,40,3097500
1020,528016.bvi,76,3097540
1021,592480.bvi,9340,3097616
1022,461457.bvi,40,3106956
1023,461458.bvi,40,3106996
1024,528054.bvi,40,3107036
1025,526765.bvi,40,3107076
1026,526791.bvi,40,3107116
1027,526810.bvi,40,3107156
1028,526864.bvi,40,3107196
1029,40938.bvi,40,3107236
1030,527969.bvi,40,3107276
1031,527972.bvi,40,3107316
1032,527979.bvi,76,3107356
1033,399680.bvi,40,3107432
1034,40949.bvi,40,3107472
1035,592481.bvi,11728,3107512
1036,461204.bvi,76,3119240
1037,461205.bvi,76,3119316
1038,469729.bvi,40,3119392
1039,469746.bvi,76,3119432
1040,469799.bvi,40,3119508
1041,592482.bvi,18952,3119548
1042,592483.bvi,8932,3138500
1043,469645.bvi,40,3147432
1044,469665.bvi,40,3147472
1045,469706.bvi,40,3147512
1046,40963.bvi,40,3147552
1047,592484.bvi,4120,3147592
1048,592485.bvi,8172,3151712
1049,592486.bvi,9484,3159884
1050,588444.bvi,40,3169368
1051,588447.bvi,40,3169408
1052,588448.bvi,112,3169448
1053,588451.bvi,112,3169560
1054,588454.bvi,40,3169672
1055,592479.bvi,12520,3169712
1056,528036.bvi,220,3182232
1057,525754.bvi,40,3182452
1058,469618.bvi,220,3182492
1059,469620.bvi,148,3182712
1060,469626.bvi,40,3182860
1061,469630.bvi,292,3182900
1062,469634.bvi,292,3183192
1063,469638.bvi,328,3183484
1064,530608.bvi,40,3183812
1065,530609.bvi,220,3183852
1066,530610.bvi,112,3184072
1067,530605.bvi,148,3184184
1068,530651.bvi,76,3184332
1069,592487.bvi,19192,3184408
1070,41024.bvi,40,3203600
1071,592488.bvi,14776,3203640
1072,592489.bvi,13780,3218416
1073,592490.bvi,3376,3232196
1074,41044.bvi,40,3235572
1075,413100.bvi,40,3235612
1076,41192.bvi,40,3235652
1077,461459.bvi,40,3235692
1078,461461.bvi,40,3235732
1079,461462.bvi,40,3235772
1080,461463.bvi,112,3235812
1081,461464.bvi,112,3235924
1082,461465.bvi,40,3236036
1083,41185.bvi,40,3236076
1084,461432.bvi,40,3236116
1085,470093.bvi,40,3236156
1086,470095.bvi,40,3236196
1087,470102.bvi,76,3236236
1088,470103.bvi,112,3236312
1089,470107.bvi,40,3236424
1090,526927.bvi,40,3236464
1091,591667.bvi,4106,3236504
1092,591621.bvi,25020,3240610
1093,592601.bvi,9156,3265630
1094,41196.bvi,40,3274786
1095,385275.bvi,40,3274826
1096,387661.bvi,40,3274866
1097,387768.bvi,40,3274906
1098,387791.bvi,40,3274946
1099,398335.bvi,40,3274986
1100,456800.bvi,400,3275026
1101,547019.bvi,40,3275426
1102,63924.bvi,472,3275466
1103,63915.bvi,328,3275938
1104,63906.bvi,472,3276266
1105,287476.bvi,256,3276738
1106,193135.bvi,40,3276994
1107,240773.bvi,40,3277034
1108,504562.bvi,40,3277074
1109,504570.bvi,40,3277114
1110,504579.bvi,40,3277154
1111,504596.bvi,40,3277194
1112,504601.bvi,40,3277234
1113,504606.bvi,40,3277274
1114,488792.bvi,40,3277314
1115,493958.bvi,40,3277354
1116,475030.bvi,40,3277394
1117,490687.bvi,40,3277434
1118,475036.bvi,40,3277474
1119,469326.bvi,40,3277514
1120,469330.bvi,40,3277554
1121,469334.bvi,40,3277594
1122,340541.bvi,148,3277634
1123,194014.bvi,40,3277782
1124,546023.bvi,1012,3277822
1125,217351.bvi,40,3278834
1126,217363.bvi,40,3278874
1127,112373.bvi,256,3278914
1128,285938.bvi,184,3279170
1129,99073.bvi,76,3279354
1130,99075.bvi,40,3279430
1131,99078.bvi,40,3279470
1132,278166.bvi,40,3279510
1133,99083.bvi,40,3279550
1134,64624.bvi,40,3279590
1135,64612.bvi,220,3279630
1136,64619.bvi,364,3279850
1137,190808.bvi,112,3280214
1138,190827.bvi,40,3280326
1139,190855.bvi,40,3280366
1140,190863.bvi,40,3280406
1141,169212.bvi,112,3280446
1142,169331.bvi,40,3280558
1143,169348.bvi,40,3280598
1144,169362.bvi,40,3280638
1145,169382.bvi,40,3280678
1146,169397.bvi,40,3280718
1147,168245.bvi,256,3280758
1148,193379.bvi,40,3281014
1149,193169.bvi,112,3281054
1150,281105.bvi,112,3281166
1151,286528.bvi,112,3281278
1152,305938.bvi,112,3281390
1153,305942.bvi,112,3281502
1154,305944.bvi,112,3281614
1155,305946.bvi,76,3281726
1156,305950.bvi,112,3281802
1157,305954.bvi,112,3281914
1158,305959.bvi,112,3282026
1159,301159.bvi,112,3282138
1160,197726.bvi,112,3282250
1161,280544.bvi,112,3282362
1162,193079.bvi,112,3282474
1163,320715.bvi,40,3282586
1164,197704.bvi,112,3282626
1165,280747.bvi,112,3282738
1166,193392.bvi,76,3282850
1167,323436.bvi,40,3282926
1168,193287.bvi,76,3282966
1169,354236.bvi,76,3283042
1170,288532.bvi,40,3283118
1171,283120.bvi,112,3283158
1172,193596.bvi,76,3283270
1173,506456.bvi,76,3283346
1174,284443.bvi,112,3283422
1175,284449.bvi,40,3283534
1176,284457.bvi,40,3283574
1177,284469.bvi,40,3283614
1178,289284.bvi,40,3283654
1179,190758.bvi,112,3283694
1180,190607.bvi,112,3283806
1181,190677.bvi,112,3283918
1182,354199.bvi,112,3284030
1183,335306.bvi,76,3284142
1184,191509.bvi,40,3284218
1185,168196.bvi,40,3284258
1186,194785.bvi,40,3284298
1187,194801.bvi,40,3284338
1188,194805.bvi,40,3284378
1189,194809.bvi,40,3284418
1190,168212.bvi,148,3284458
1191,194813.bvi,148,3284606
1192,194816.bvi,148,3284754
1193,194819.bvi,148,3284902
1194,194822.bvi,148,3285050
1195,354420.bvi,112,3285198
1196,543846.bvi,40,3285310
1197,168228.bvi,40,3285350
1198,192554.bvi,40,3285390
1199,168408.bvi,112,3285430
1200,493862.bvi,40,3285542
1201,493887.bvi,40,3285582
1202,493907.bvi,40,3285622
1203,504544.bvi,40,3285662
1204,493665.bvi,40,3285702
1205,493677.bvi,40,3285742
1206,493681.bvi,40,3285782
1207,493685.bvi,40,3285822
1208,493689.bvi,40,3285862
1209,493693.bvi,40,3285902
1210,493697.bvi,40,3285942
1211,592534.bvi,15406,3285982
1212,471930.bvi,112,3301388
1213,471931.bvi,112,3301500
1214,471932.bvi,148,3301612
1215,238530.bvi,40,3301760
1216,501486.bvi,40,3301800
1217,546440.bvi,40,3301840
1218,465122.bvi,40,3301880
1219,246471.bvi,40,3301920
1220,499303.bvi,40,3301960
1221,41075.bvi,40,3302000
1222,336962.bvi,76,3302040
1223,59716.bvi,148,3302116
1224,59713.bvi,148,3302264
1225,59718.bvi,148,3302412
1226,59721.bvi,148,3302560
1227,183294.bvi,40,3302708
1228,183329.bvi,148,3302748
1229,183360.bvi,40,3302896
1230,499519.bvi,40,3302936
1231,183386.bvi,40,3302976
1232,183412.bvi,76,3303016
1233,101359.bvi,76,3303092
1234,101375.bvi,148,3303168
1235,59574.bvi,40,3303316
1236,59699.bvi,292,3303356
1237,59705.bvi,292,3303648
1238,59685.bvi,292,3303940
1239,59678.bvi,292,3304232
1240,59617.bvi,292,3304524
1241,73296.bvi,40,3304816
1242,59630.bvi,40,3304856
1243,59645.bvi,76,3304896
1244,59652.bvi,40,3304972
1245,59656.bvi,40,3305012
1246,503685.bvi,40,3305052
1247,408477.bvi,40,3305092
1248,408480.bvi,40,3305132
1249,216668.bvi,508,3305172
1250,321383.bvi,508,3305680
1251,411478.bvi,148,3306188
1252,411827.bvi,148,3306336
1253,413701.bvi,148,3306484
1254,491030.bvi,40,3306632
1255,493471.bvi,40,3306672
1256,493475.bvi,40,3306712
1257,493482.bvi,40,3306752
1258,493388.bvi,40,3306792
1259,493457.bvi,40,3306832
1260,493463.bvi,40,3306872
1261,493524.bvi,112,3306912
1262,397005.bvi,40,3307024
1263,172446.bvi,112,3307064
1264,318841.bvi,112,3307176
1265,238040.bvi,40,3307288
1266,397023.bvi,40,3307328
1267,384840.bvi,40,3307368
1268,265896.bvi,76,3307408
1269,50115.bvi,40,3307484
1270,50153.bvi,40,3307524
1271,178209.bvi,40,3307564
1272,283490.bvi,40,3307604
1273,24582.bvi,40,3307644
1274,330586.bvi,76,3307684
1275,320439.bvi,40,3307760
1276,50127.bvi,40,3307800
1277,179982.bvi,76,3307840
1278,109107.bvi,436,3307916
1279,41307.bvi,184,3308352
1280,29228.bvi,328,3308536
1281,4878.bvi,220,3308864
1282,132062.bvi,220,3309084
1283,491099.bvi,40,3309304
1284,543628.bvi,40,3309344
1285,543627.bvi,40,3309384
1286,112587.bvi,328,3309424
1287,121707.bvi,724,3309752
1288,224275.bvi,292,3310476
1289,224305.bvi,292,3310768
1290,224313.bvi,292,3311060
1291,224321.bvi,292,3311352
1292,227812.bvi,40,3311644
1293,227822.bvi,40,3311684
1294,227427.bvi,40,3311724
1295,227239.bvi,40,3311764
1296,227335.bvi,40,3311804
1297,343728.bvi,40,3311844
1298,40619.bvi,436,3311884
1299,40627.bvi,400,3312320
1300,40634.bvi,472,3312720
1301,192859.bvi,256,3313192
1302,192883.bvi,256,3313448
1303,192892.bvi,400,3313704
1304,192901.bvi,400,3314104
1305,192910.bvi,184,3314504
1306,193051.bvi,184,3314688
1307,192918.bvi,184,3314872
1308,192925.bvi,184,3315056
1309,192930.bvi,220,3315240
1310,40646.bvi,76,3315460
1311,40653.bvi,76,3315536
1312,222146.bvi,40,3315612
1313,224513.bvi,868,3315652
1314,222155.bvi,40,3316520
1315,203281.bvi,184,3316560
1316,203290.bvi,148,3316744
1317,203318.bvi,184,3316892
1318,29493.bvi,436,3317076
1319,29547.bvi,400,3317512
1320,29596.bvi,508,3317912
1321,203330.bvi,220,3318420
1322,203342.bvi,184,3318640
1323,203352.bvi,220,3318824
1324,203362.bvi,580,3319044
1325,208053.bvi,220,3319624
1326,208062.bvi,220,3319844
1327,208071.bvi,220,3320064
1328,40754.bvi,220,3320284
1329,40764.bvi,256,3320504
1330,346765.bvi,76,3320760
1331,346784.bvi,76,3320836
1332,226926.bvi,292,3320912
1333,206198.bvi,1300,3321204
1334,206205.bvi,1156,3322504
1335,206209.bvi,1372,3323660
1336,198482.bvi,364,3325032
1337,198529.bvi,760,3325396
1338,198536.bvi,508,3326156
1339,40774.bvi,184,3326664
1340,512846.bvi,40,3326848
1341,512847.bvi,40,3326888
1342,513968.bvi,40,3326928
1343,517989.bvi,40,3326968
1344,534093.bvi,40,3327008
1345,536081.bvi,40,3327048
1346,469576.bvi,40,3327088
1347,582027.bvi,40,3327128
1348,471889.bvi,148,3327168
1349,471890.bvi,40,3327316
1350,471891.bvi,112,3327356
1351,519448.bvi,112,3327468
1352,591684.bvi,4538,3327580
1353,525000.bvi,76,3332118
1354,186796.bvi,40,3332194
1355,419160.bvi,40,3332234
1356,419171.bvi,40,3332274
1357,333466.bvi,724,3332314
1358,494588.bvi,40,3333038
1359,494589.bvi,40,3333078
1360,494590.bvi,40,3333118
1361,494591.bvi,40,3333158
1362,494700.bvi,184,3333198
1363,494791.bvi,40,3333382
1364,494592.bvi,40,3333422
1365,494593.bvi,40,3333462
1366,38173.bvi,40,3333502
1367,38177.bvi,112,3333542
1368,38181.bvi,40,3333654
1369,38294.bvi,40,3333694
1370,38472.bvi,40,3333734
1371,38483.bvi,40,3333774
1372,28367.bvi,112,3333814
1373,38498.bvi,76,3333926
1374,38501.bvi,148,3334002
1375,169848.bvi,976,3334150
1376,182276.bvi,7672,3335126
1377,306152.bvi,40,3342798
1378,306157.bvi,40,3342838
1379,306162.bvi,40,3342878
1380,306167.bvi,40,3342918
1381,306172.bvi,40,3342958
1382,306177.bvi,40,3342998
1383,306182.bvi,40,3343038
1384,306187.bvi,40,3343078
1385,306192.bvi,40,3343118
1386,103242.bvi,292,3343158
1387,544507.bvi,9976,3343450
1388,103248.bvi,292,3353426
1389,38514.bvi,112,3353718
1390,466097.bvi,148,3353830
1391,466098.bvi,112,3353978
1392,75615.bvi,112,3354090
1393,466099.bvi,148,3354202
1394,466103.bvi,652,3354350
1395,75707.bvi,112,3355002
1396,466100.bvi,148,3355114
1397,466104.bvi,112,3355262
1398,544513.bvi,21916,3355374
1399,103279.bvi,112,3377290
1400,466101.bvi,148,3377402
1401,466105.bvi,112,3377550
1402,75780.bvi,508,3377662
1403,63381.bvi,112,3378170
1404,466102.bvi,652,3378282
1405,466106.bvi,364,3378934
1406,38519.bvi,292,3379298
1407,38523.bvi,292,3379590
1408,38526.bvi,292,3379882
1409,38529.bvi,472,3380174
1410,75868.bvi,292,3380646
1411,75873.bvi,292,3380938
1412,75879.bvi,256,3381230
1413,103297.bvi,292,3381486
1414,62879.bvi,292,3381778
1415,62885.bvi,292,3382070
1416,62890.bvi,292,3382362
1417,63035.bvi,472,3382654
1418,190278.bvi,184,3383126
1419,190283.bvi,148,3383310
1420,190288.bvi,148,3383458
1421,190293.bvi,112,3383606
1422,190298.bvi,40,3383718
1423,190303.bvi,76,3383758
1424,190308.bvi,40,3383834
1425,38532.bvi,400,3383874
1426,38541.bvi,400,3384274
1427,75921.bvi,400,3384674
1428,75932.bvi,400,3385074
1429,190411.bvi,76,3385474
1430,190416.bvi,76,3385550
1431,190421.bvi,112,3385626
1432,190426.bvi,76,3385738
1433,190431.bvi,40,3385814
1434,457524.bvi,40,3385854
1435,38559.bvi,40,3385894
1436,471837.bvi,40,3385934
1437,529591.bvi,40,3385974
1438,471526.bvi,40,3386014
1439,471838.bvi,40,3386054
1440,495035.bvi,76,3386094
1441,214323.bvi,40,3386170
1442,225097.bvi,76,3386210
1443,544717.bvi,30928,3386286
1444,545041.bvi,32978,3417214
1445,544489.bvi,22936,3450192
1446,544495.bvi,31720,3473128
1447,545479.bvi,47870,3504848
1448,545484.bvi,49754,3552718
1449,38708.bvi,1228,3602472
1450,38722.bvi,400,3603700
1451,38726.bvi,1048,3604100
1452,510501.bvi,508,3605148
1453,38739.bvi,1048,3605656
1454,38744.bvi,148,3606704
1455,38747.bvi,148,3606852
1456,103996.bvi,40,3607000
1457,104015.bvi,40,3607040
1458,528482.bvi,40,3607080
1459,190646.bvi,40,3607120
1460,494555.bvi,40,3607160
1461,190649.bvi,40,3607200
1462,494557.bvi,40,3607240
1463,75282.bvi,40,3607280
1464,75287.bvi,40,3607320
1465,75291.bvi,40,3607360
1466,182328.bvi,76,3607400
1467,182352.bvi,76,3607476
1468,182370.bvi,76,3607552
1469,184016.bvi,40,3607628
1470,189958.bvi,40,3607668
1471,189963.bvi,40,3607708
1472,189967.bvi,40,3607748
1473,190013.bvi,40,3607788
1474,190018.bvi,40,3607828
1475,106819.bvi,40,3607868
1476,74575.bvi,40,3607908
1477,74592.bvi,40,3607948
1478,74609.bvi,40,3607988
1479,75023.bvi,400,3608028
1480,75035.bvi,400,3608428
1481,75030.bvi,436,3608828
1482,494849.bvi,40,3609264
1483,193838.bvi,40,3609304
1484,190635.bvi,40,3609344
1485,190639.bvi,40,3609384
1486,77853.bvi,328,3609424
1487,190666.bvi,40,3609752
1488,496001.bvi,40,3609792
1489,190669.bvi,40,3609832
1490,190672.bvi,40,3609872
1491,190763.bvi,40,3609912
1492,190784.bvi,40,3609952
1493,296289.bvi,40,3609992
1494,296298.bvi,40,3610032
1495,108588.bvi,76,3610072
1496,108593.bvi,112,3610148
1497,108598.bvi,112,3610260
1498,108602.bvi,40,3610372
1499,108606.bvi,40,3610412
1500,108675.bvi,40,3610452
1501,109379.bvi,76,3610492
1502,117225.bvi,76,3610568
1503,109387.bvi,76,3610644
1504,349872.bvi,40,3610720
1505,349906.bvi,40,3610760
1506,109126.bvi,1264,3610800
1507,194533.bvi,40,3612064
1508,166724.bvi,40,3612104
1509,166742.bvi,76,3612144
1510,166759.bvi,112,3612220
1511,166775.bvi,112,3612332
1512,166791.bvi,40,3612444
1513,166807.bvi,40,3612484
1514,166824.bvi,40,3612524
1515,166879.bvi,76,3612564
1516,166898.bvi,40,3612640
1517,181923.bvi,76,3612680
1518,181937.bvi,76,3612756
1519,182030.bvi,112,3612832
1520,182049.bvi,76,3612944
1521,182082.bvi,76,3613020
1522,182101.bvi,112,3613096
1523,495168.bvi,400,3613208
1524,38826.bvi,400,3613608
1525,495180.bvi,400,3614008
1526,495192.bvi,400,3614408
1527,495199.bvi,400,3614808
1528,495203.bvi,400,3615208
1529,495204.bvi,400,3615608
1530,495205.bvi,256,3616008
1531,38793.bvi,256,3616264
1532,38803.bvi,292,3616520
1533,221501.bvi,256,3616812
1534,221468.bvi,148,3617068
1535,221525.bvi,112,3617216
1536,221530.bvi,148,3617328
1537,221535.bvi,112,3617476
1538,221541.bvi,112,3617588
1539,495262.bvi,400,3617700
1540,495266.bvi,400,3618100
1541,495270.bvi,400,3618500
1542,495274.bvi,256,3618900
1543,38824.bvi,76,3619156
1544,111127.bvi,184,3619232
1545,111144.bvi,112,3619416
1546,111161.bvi,76,3619528
1547,495302.bvi,400,3619604
1548,395855.bvi,112,3620004
1549,395865.bvi,40,3620116
1550,28066.bvi,40,3620156
1551,28069.bvi,148,3620196
1552,28098.bvi,112,3620344
1553,28138.bvi,148,3620456
1554,28145.bvi,148,3620604
1555,28216.bvi,148,3620752
1556,28221.bvi,148,3620900
1557,28227.bvi,148,3621048
1558,28233.bvi,148,3621196
1559,22850.bvi,148,3621344
1560,30527.bvi,292,3621492
1561,17789.bvi,292,3621784
1562,30548.bvi,220,3622076
1563,30575.bvi,292,3622296
1564,30584.bvi,76,3622588
1565,30979.bvi,40,3622664
1566,31193.bvi,40,3622704
1567,31901.bvi,40,3622744
1568,186175.bvi,76,3622784
1569,93998.bvi,364,3622860
1570,94019.bvi,544,3623224
1571,94023.bvi,436,3623768
1572,109241.bvi,112,3624204
1573,109488.bvi,112,3624316
1574,109492.bvi,112,3624428
1575,109496.bvi,112,3624540
1576,74265.bvi,328,3624652
1577,74270.bvi,616,3624980
1578,74282.bvi,544,3625596
1579,254579.bvi,220,3626140
1580,76320.bvi,328,3626360
1581,76325.bvi,364,3626688
1582,76329.bvi,364,3627052
1583,76333.bvi,364,3627416
1584,76337.bvi,400,3627780
1585,76341.bvi,400,3628180
1586,76345.bvi,364,3628580
1587,76013.bvi,400,3628944
1588,76139.bvi,328,3629344
1589,76079.bvi,256,3629672
1590,76083.bvi,184,3629928
1591,76087.bvi,76,3630112
1592,76091.bvi,76,3630188
1593,76095.bvi,76,3630264
1594,166378.bvi,292,3630340
1595,77872.bvi,256,3630632
1596,77879.bvi,220,3630888
1597,77884.bvi,292,3631108
1598,77889.bvi,220,3631400
1599,77894.bvi,256,3631620
1600,6007.bvi,184,3631876
1601,20843.bvi,220,3632060
1602,17468.bvi,328,3632280
1603,19616.bvi,256,3632608
1604,20070.bvi,148,3632864
1605,20084.bvi,148,3633012
1606,20203.bvi,76,3633160
1607,166406.bvi,76,3633236
1608,22976.bvi,184,3633312
1609,23672.bvi,220,3633496
1610,650.bvi,328,3633716
1611,2240.bvi,256,3634044
1612,3237.bvi,148,3634300
1613,4571.bvi,148,3634448
1614,4756.bvi,76,3634596
1615,166422.bvi,76,3634672
1616,6128.bvi,292,3634748
1617,1702.bvi,292,3635040
1618,7612.bvi,292,3635332
1619,7957.bvi,292,3635624
1620,25714.bvi,256,3635916
1621,26098.bvi,256,3636172
1622,131835.bvi,400,3636428
1623,131880.bvi,400,3636828
1624,131896.bvi,400,3637228
1625,131912.bvi,400,3637628
1626,131930.bvi,400,3638028
1627,131946.bvi,400,3638428
1628,26169.bvi,184,3638828
1629,54324.bvi,112,3639012
1630,295875.bvi,40,3639124
1631,295880.bvi,40,3639164
1632,190939.bvi,40,3639204
1633,190945.bvi,40,3639244
1634,190948.bvi,40,3639284
1635,131961.bvi,148,3639324
1636,131980.bvi,148,3639472
1637,131996.bvi,148,3639620
1638,132013.bvi,148,3639768
1639,291601.bvi,76,3639916
1640,291609.bvi,76,3639992
1641,104132.bvi,76,3640068
1642,104155.bvi,76,3640144
1643,104177.bvi,76,3640220
1644,104198.bvi,76,3640296
1645,104214.bvi,76,3640372
1646,104230.bvi,76,3640448
1647,35402.bvi,40,3640524
1648,26423.bvi,40,3640564
1649,35361.bvi,40,3640604
1650,35262.bvi,40,3640644
1651,35284.bvi,40,3640684
1652,35289.bvi,40,3640724
1653,105624.bvi,40,3640764
1654,105642.bvi,40,3640804
1655,105661.bvi,40,3640844
1656,105678.bvi,40,3640884
1657,105695.bvi,40,3640924
1658,105711.bvi,40,3640964
1659,191380.bvi,40,3641004
1660,282822.bvi,76,3641044
1661,210207.bvi,76,3641120
1662,210233.bvi,76,3641196
1663,130560.bvi,184,3641272
1664,130584.bvi,148,3641456
1665,130638.bvi,184,3641604
1666,130660.bvi,148,3641788
1667,130682.bvi,256,3641936
1668,27933.bvi,148,3642192
1669,28031.bvi,148,3642340
1670,28058.bvi,256,3642488
1671,109148.bvi,148,3642744
1672,109164.bvi,148,3642892
1673,109180.bvi,112,3643040
1674,130703.bvi,256,3643152
1675,130782.bvi,256,3643408
1676,130802.bvi,184,3643664
1677,130851.bvi,184,3643848
1678,130868.bvi,148,3644032
1679,112895.bvi,40,3644180
1680,28352.bvi,148,3644220
1681,190791.bvi,436,3644368
1682,190796.bvi,436,3644804
1683,190801.bvi,436,3645240
1684,93917.bvi,544,3645676
1685,94003.bvi,436,3646220
1686,93926.bvi,328,3646656
1687,93930.bvi,400,3646984
1688,190167.bvi,76,3647384
1689,190172.bvi,76,3647460
1690,190176.bvi,76,3647536
1691,74671.bvi,40,3647612
1692,74677.bvi,40,3647652
1693,74683.bvi,40,3647692
1694,74688.bvi,40,3647732
1695,74693.bvi,40,3647772
1696,540305.bvi,112,3647812
1697,540681.bvi,40,3647924
1698,291492.bvi,40,3647964
1699,291497.bvi,40,3648004
1700,291668.bvi,40,3648044
1701,291673.bvi,40,3648084
1702,105727.bvi,40,3648124
1703,105747.bvi,40,3648164
1704,105763.bvi,40,3648204
1705,105779.bvi,40,3648244
1706,28685.bvi,76,3648284
1707,28688.bvi,112,3648360
1708,28432.bvi,76,3648472
1709,190954.bvi,40,3648548
1710,191164.bvi,40,3648588
1711,191167.bvi,40,3648628
1712,78132.bvi,76,3648668
1713,78139.bvi,76,3648744
1714,78143.bvi,76,3648820
1715,78147.bvi,76,3648896
1716,78151.bvi,220,3648972
1717,362454.bvi,112,3649192
1718,362459.bvi,112,3649304
1719,291786.bvi,112,3649416
1720,291791.bvi,112,3649528
1721,28746.bvi,148,3649640
1722,29568.bvi,148,3649788
1723,29788.bvi,148,3649936
1724,30090.bvi,148,3650084
1725,30458.bvi,184,3650232
1726,165198.bvi,148,3650416
1727,165264.bvi,112,3650564
1728,165281.bvi,112,3650676
1729,165297.bvi,76,3650788
1730,165315.bvi,76,3650864
1731,165331.bvi,76,3650940
1732,165348.bvi,76,3651016
1733,165364.bvi,76,3651092
1734,165382.bvi,76,3651168
1735,165399.bvi,76,3651244
1736,165415.bvi,76,3651320
1737,165432.bvi,76,3651396
1738,191170.bvi,40,3651472
1739,191175.bvi,40,3651512
1740,30472.bvi,256,3651552
1741,30498.bvi,292,3651808
1742,23143.bvi,544,3652100
1743,93982.bvi,400,3652644
1744,30522.bvi,184,3653044
1745,34353.bvi,184,3653228
1746,34368.bvi,184,3653412
1747,34523.bvi,220,3653596
1748,28296.bvi,292,3653816
1749,34533.bvi,256,3654108
1750,34537.bvi,220,3654364
1751,34543.bvi,220,3654584
1752,62347.bvi,220,3654804
1753,62351.bvi,220,3655024
1754,62355.bvi,184,3655244
1755,62360.bvi,220,3655428
1756,30597.bvi,148,3655648
1757,30637.bvi,148,3655796
1758,30680.bvi,148,3655944
1759,30774.bvi,148,3656092
1760,30788.bvi,292,3656240
1761,30810.bvi,292,3656532
1762,30864.bvi,292,3656824
1763,30901.bvi,292,3657116
1764,30923.bvi,364,3657408
1765,31528.bvi,40,3657772
1766,32283.bvi,544,3657812
1767,32845.bvi,256,3658356
1768,37303.bvi,256,3658612
1769,37307.bvi,40,3658868
1770,37310.bvi,40,3658908
1771,37314.bvi,76,3658948
1772,24777.bvi,76,3659024
1773,33047.bvi,148,3659100
1774,33351.bvi,112,3659248
1775,33409.bvi,112,3659360
1776,33607.bvi,76,3659472
1777,470582.bvi,472,3659548
1778,470583.bvi,256,3660020
1779,470584.bvi,40,3660276
1780,291726.bvi,40,3660316
1781,291734.bvi,40,3660356
1782,291738.bvi,40,3660396
1783,34033.bvi,364,3660436
1784,34201.bvi,364,3660800
1785,2873.bvi,364,3661164
1786,33552.bvi,148,3661528
1787,28937.bvi,76,3661676
1788,37795.bvi,40,3661752
1789,34228.bvi,1840,3661792
1790,392492.bvi,184,3663632
1791,392491.bvi,184,3663816
1792,494843.bvi,292,3664000
1793,30679.bvi,112,3664292
1794,37811.bvi,112,3664404
1795,37814.bvi,112,3664516
1796,37817.bvi,112,3664628
1797,37823.bvi,184,3664740
