entry_index,name,packed_size,offset
1422,592046.nif,305679,188825642
1423,592146.nif,136226,189131321
1424,591676.nif,154406,189267547
1425,469516.nif,32524,189421953
1426,592157.nif,78456,189454477
1427,490918.nif,77613,189532933
1428,490920.nif,33358,189610546
1429,469511.nif,61501,189643904
1430,490976.nif,61840,189705405
1431,407173.nif,58832,189767245
1432,407178.nif,59428,189826077
1433,500785.nif,21798,189885505
1434,500807.nif,14124,189907303
1435,500815.nif,23266,189921427
1436,528043.nif,8817,189944693
1437,528046.nif,9191,189953510
1438,592365.nif,29482,189962701
1439,511073.nif,10749,189992183
1440,511084.nif,8821,190002932
1441,511066.nif,10297,190011753
1442,511090.nif,12895,190022050
1443,511003.nif,12553,190034945
1444,592368.nif,52549,190047498
1445,592373.nif,123999,190100047
1446,592560.nif,125111,190224046
1447,592561.nif,125111,190349157
1448,592320.nif,126914,190474268
1449,592317.nif,44302,190601182
1450,592378.nif,540068,190645484
1451,511229.nif,7125,191185552
1452,511284.nif,4993,191192677
1453,592381.nif,16588,191197670
1454,592384.nif,16420,191214258
1455,592314.nif,24014,191230678
1456,511113.nif,9591,191254692
1457,592136.nif,185700,191264283
1458,472870.nif,41589,191449983
1459,582796.nif,44664,191491572
1460,460897.nif,22283,191536236
1461,70909.nif,2352,191558519
1462,71116.nif,2552,191560871
1463,511527.nif,4098,191563423
1464,46433.nif,39950,191567521
1465,4876.nif,21889,191607471
1466,46227.nif,44635,191629360
1467,302902.nif,65814,191673995
1468,305850.nif,16651,191739809
1469,305858.nif,16651,191756460
1470,305851.nif,16651,191773111
1471,498940.nif,3812,191789762
1472,498943.nif,6753,191793574
1473,396349.nif,10328,191800327
1474,397629.nif,10396,191810655
1475,500950.nif,80994,191821051
1476,503437.nif,21783,191902045
1477,503440.nif,29883,191923828
1478,503443.nif,29165,191953711
1479,503446.nif,13915,191982876
1480,503461.nif,40989,191996791
1481,503465.nif,33353,192037780
1482,503469.nif,19927,192071133
1483,531895.nif,14584,192091060
1484,531897.nif,15452,192105644
1485,531899.nif,15452,192121096
1486,531901.nif,25308,192136548
1487,531903.nif,25308,192161856
1488,531905.nif,25308,192187164
1489,531907.nif,14432,192212472
1490,531909.nif,14432,192226904
1491,503473.nif,39383,192241336
1492,503474.nif,38045,192280719
1493,503475.nif,35135,192318764
1494,503476.nif,32754,192353899
1495,503501.nif,19477,192386653
1496,503502.nif,11147,192406130
1497,503503.nif,17249,192417277
1498,503514.nif,23315,192434526
1499,503515.nif,27029,192457841
1500,503516.nif,32305,192484870
1501,503526.nif,15917,192517175
1502,503527.nif,15917,192533092
1503,503528.nif,27313,192549009
1504,406916.nif,32162,192576322
1505,406925.nif,12301,192608484
1506,419709.nif,17228,192620785
1507,419714.nif,13349,192638013
1508,419152.nif,6478,192651362
1509,419178.nif,11478,192657840
1510,493124.nif,65310,192669318
1511,493131.nif,14501,192734628
1512,493137.nif,14537,192749129
1513,406947.nif,17583,192763666
1514,406938.nif,22142,192781249
1515,419719.nif,12947,192803391
1516,406964.nif,28381,192816338
1517,406955.nif,16266,192844719
1518,592328.nif,25914,192860985
1519,526946.nif,115244,192886899
1520,591148.nif,6469,193002143
1521,501089.nif,4456,193008612
1522,501087.nif,4456,193013068
1523,501084.nif,4456,193017524
1524,526932.nif,11091,193021980
1525,526939.nif,26869,193033071
1526,504277.nif,126508,193059940
1527,506984.nif,26767,193186448
1528,591631.nif,123902,193213215
1529,591660.nif,249106,193337117
1530,591669.nif,60734,193586223
1531,591670.nif,44050,193646957
1532,591673.nif,45682,193691007
1533,591674.nif,28262,193736689
1534,591675.nif,29678,193764951
1535,591689.nif,48491,193794629
1536,527984.nif,45200,193843120
1537,527996.nif,28472,193888320
1538,528004.nif,55344,193916792
1539,528015.nif,67364,193972136
1540,592332.nif,30444,194039500
1541,461251.nif,10908,194069944
1542,461283.nif,7925,194080852
1543,528053.nif,6907,194088777
1544,526764.nif,22689,194095684
1545,526790.nif,8340,194118373
1546,526809.nif,23437,194126713
1547,526863.nif,17115,194150150
1548,592461.nif,7760,194167265
1549,527964.nif,29979,194175025
1550,527971.nif,29079,194205004
1551,527978.nif,39657,194234083
1552,506979.nif,18221,194273740
1553,507028.nif,17052,194291961
1554,592335.nif,31006,194309013
1555,461019.nif,45897,194340019
1556,461020.nif,43274,194385916
1557,469728.nif,11462,194429190
1558,469745.nif,31136,194440652
1559,469798.nif,11446,194471788
1560,592338.nif,45870,194483234
1561,592341.nif,39234,194529104
1562,469644.nif,53700,194568338
1563,469664.nif,34206,194622038
1564,469705.nif,9171,194656244
1565,592344.nif,11746,194665415
1566,592347.nif,18936,194677161
1567,592350.nif,29520,194696097
1568,395900.nif,6509,194725617
1569,395926.nif,5437,194732126
1570,493619.nif,5437,194737563
1571,592329.nif,29208,194743000
1572,528035.nif,65697,194772208
1573,525753.nif,58101,194837905
1574,469613.nif,10585,194896006
1575,469595.nif,8897,194906591
1576,469623.nif,4684,194915488
1577,469629.nif,13229,194920172
1578,469633.nif,11537,194933401
1579,469637.nif,11043,194944938
1580,530571.nif,44286,194955981
1581,530576.nif,34310,195000267
1582,530581.nif,42894,195034577
1583,530601.nif,26634,195077471
1584,530650.nif,46912,195104105
1585,592353.nif,81436,195151017
1586,592356.nif,40073,195232453
1587,592359.nif,34700,195272526
1588,592362.nif,10926,195307226
1589,413099.nif,13324,195318152
1590,460591.nif,40174,195331476
1591,460629.nif,14608,195371650
1592,460638.nif,30738,195386258
1593,460647.nif,53417,195416996
1594,460873.nif,37700,195470413
1595,460877.nif,18836,195508113
1596,461138.nif,13734,195526949
1597,469444.nif,51293,195540683
1598,469431.nif,32895,195591976
1599,469438.nif,34606,195624871
1600,469411.nif,51735,195659477
1601,469424.nif,56353,195711212
1602,526926.nif,34626,195767565
1603,591666.nif,14825,195802191
1604,591614.nif,123509,195817016
1605,591668.nif,32914,195940525
1606,385142.nif,88927,195973439
1607,387660.nif,32494,196062366
1608,387767.nif,48077,196094860
1609,387790.nif,101500,196142937
1610,395240.nif,22202,196244437
1611,395264.nif,27305,196266639
1612,395288.nif,30735,196293944
1613,395391.nif,30318,196324679
1614,406052.nif,39376,196354997
1615,406062.nif,79055,196394373
1616,581707.nif,54206,196473428
1617,581772.nif,40967,196527634
1618,504802.nif,1412,196568601
1619,591286.nif,12079,196570013
1620,456799.nif,167803,196582092
1621,504623.nif,6976,196749895
1622,504827.nif,17424,196756871
1623,582705.nif,41656,196774295
1624,583247.nif,20230,196815951
1625,583244.nif,43394,196836181
1626,583427.nif,41152,196879575
1627,583242.nif,67954,196920727
1628,583426.nif,28404,196988681
1629,583243.nif,44374,197017085
1630,583246.nif,39046,197061459
1631,583245.nif,51464,197100505
1632,583399.nif,8716,197151969
1633,540101.nif,7827,197160685
1634,540099.nif,11907,197168512
1635,540102.nif,7977,197180419
1636,524502.nif,13925,197188396
1637,540098.nif,11915,197202321
1638,524517.nif,9367,197214236
1639,524510.nif,12691,197223603
1640,540100.nif,6433,197236294
1641,506379.nif,4330,197242727
1642,381343.nif,38729,197247057
1643,175355.nif,8138,197285786
1644,175357.nif,13783,197293924
1645,175364.nif,8887,197307707
1646,175367.nif,5759,197316594
1647,509096.nif,9975,197322353
1648,509100.nif,4671,197332328
1649,509103.nif,5759,197336999
1650,509106.nif,7799,197342758
1651,509109.nif,5623,197350557
1652,509112.nif,6167,197356180
1653,509115.nif,9975,197362347
1654,509128.nif,9975,197372322
1655,524354.nif,6675,197382297
1656,544570.nif,43747,197388972
1657,544571.nif,11827,197432719
1658,544572.nif,11571,197444546
1659,3109.nif,5767,197456117
1660,460312.nif,43751,197461884
1661,387348.nif,2690,197505635
1662,386359.nif,27058,197508325
1663,386667.nif,5258,197535383
1664,393941.nif,10974,197540641
1665,386441.nif,9958,197551615
1666,386443.nif,9958,197561573
1667,386355.nif,11623,197571531
1668,547010.nif,45762,197583154
1669,63923.nif,12515,197628916
1670,63914.nif,16667,197641431
1671,63905.nif,45994,197658098
1672,287473.nif,16231,197704092
1673,497131.nif,50531,197720323
1674,311193.nif,74626,197770854
1675,311240.nif,9800,197845480
1676,311218.nif,7977,197855280
1677,543494.nif,130997,197863257
1678,12467.nif,7782,197994254
1679,193134.nif,30620,198002036
1680,240772.nif,43936,198032656
1681,504561.nif,84826,198076592
1682,504569.nif,182513,198161418
1683,504578.nif,64906,198343931
1684,504595.nif,50240,198408837
1685,504600.nif,81961,198459077
1686,504605.nif,154365,198541038
1687,488791.nif,17621,198695403
1688,493957.nif,38247,198713024
1689,475029.nif,12752,198751271
1690,490686.nif,76066,198764023
1691,504678.nif,9169,198840089
1692,475035.nif,13329,198849258
1693,469354.nif,7342,198862587
1694,469343.nif,4193,198869929
1695,469348.nif,5347,198874122
1696,469351.nif,17134,198879469
1697,469325.nif,13154,198896603
1698,469329.nif,8394,198909757
1699,469333.nif,8434,198918151
1700,340540.nif,57553,198926585
1701,469322.nif,16826,198984138
1702,469372.nif,8130,199000964
1703,493293.nif,6210,199009094
1704,493298.nif,9778,199015304
1705,194013.nif,2969,199025082
1706,469363.nif,15930,199028051
1707,469367.nif,23962,199043981
1708,546022.nif,92991,199067943
1709,217350.nif,29097,199160934
1710,217362.nif,33247,199190031
1711,469357.nif,10185,199223278
1712,469360.nif,24047,199233463
1713,469337.nif,49210,199257510
1714,112372.nif,24959,199306720
1715,469318.nif,27598,199331679
1716,285937.nif,39313,199359277
1717,99063.nif,15783,199398590
1718,99070.nif,7375,199414373
1719,99077.nif,10313,199421748
1720,278165.nif,58706,199432061
1721,99082.nif,5372,199490767
1722,64623.nif,1981,199496139
1723,64609.nif,25901,199498120
1724,64618.nif,22413,199524021
1725,190807.nif,6273,199546434
1726,190826.nif,5422,199552707
1727,190843.nif,3738,199558129
1728,190862.nif,9816,199561867
1729,169210.nif,19574,199571683
1730,169330.nif,5767,199591257
1731,169347.nif,5767,199597024
1732,169361.nif,2432,199602791
1733,169381.nif,2432,199605223
1734,169395.nif,9693,199607655
1735,168244.nif,39457,199617348
1736,504729.nif,17983,199656805
1737,192829.nif,46695,199674788
1738,193168.nif,32204,199721483
1739,281104.nif,14745,199753687
1740,286526.nif,25552,199768432
1741,305923.nif,14950,199793984
1742,305924.nif,13875,199808934
1743,305925.nif,16286,199822809
1744,305926.nif,11196,199839095
1745,305927.nif,25552,199850291
1746,305928.nif,26228,199875843
1747,305929.nif,26228,199902071
1748,301158.nif,25552,199928299
1749,197725.nif,25552,199953851
1750,280542.nif,25552,199979403
1751,193078.nif,26406,200004955
1752,320714.nif,46732,200031361
1753,197703.nif,25552,200078093
1754,280868.nif,1117,200103645
1755,280746.nif,25552,200104762
1756,193391.nif,47640,200130314
1757,323435.nif,20341,200177954
1758,281718.nif,1566,200198295
1759,192811.nif,47092,200199861
1760,354235.nif,22036,200246953
1761,288531.nif,10348,200268989
1762,293359.nif,1199,200279337
1763,283118.nif,25480,200280536
1764,193595.nif,49169,200306016
1765,506455.nif,54400,200355185
1766,284430.nif,26136,200409585
1767,168262.nif,21902,200435721
1768,284456.nif,21412,200457623
1769,284468.nif,21412,200479035
1770,289283.nif,10348,200500447
1771,190751.nif,17963,200510795
1772,190606.nif,17943,200528758
1773,190676.nif,17975,200546701
1774,354198.nif,25428,200564676
1775,335388.nif,75346,200590104
1776,191508.nif,32074,200665450
1777,168195.nif,3273,200697524
1778,194771.nif,8793,200700797
1779,194800.nif,8757,200709590
1780,194804.nif,8773,200718347
1781,194808.nif,8749,200727120
1782,168211.nif,10088,200735869
1783,194812.nif,32305,200745957
1784,194815.nif,32245,200778262
1785,194818.nif,32305,200810507
1786,194821.nif,32213,200842812
1787,354419.nif,240138,200875025
1788,543845.nif,78592,201115163
1789,168227.nif,5362,201193755
1790,192553.nif,29396,201199117
1791,337380.nif,23902,201228513
1792,337383.nif,18180,201252415
1793,337386.nif,9154,201270595
1794,337813.nif,67206,201279749
1795,168407.nif,10133,201346955
1796,493861.nif,260959,201357088
1797,493886.nif,56657,201618047
1798,493906.nif,376567,201674704
1799,329635.nif,25865,202051271
1800,504401.nif,91598,202077136
1801,581409.nif,12652,202168734
1802,493664.nif,72729,202181386
1803,493676.nif,26237,202254115
1804,493680.nif,48823,202280352
1805,493684.nif,18287,202329175
1806,493688.nif,26135,202347462
1807,493692.nif,13967,202373597
1808,493696.nif,28799,202387564
1809,591690.nif,78238,202416363
1810,147588.nif,15338,202494601
1811,551508.nif,9202,202509939
1812,551512.nif,15730,202519141
1813,500939.nif,22527,202534871
1814,500945.nif,6107,202557398
1815,406686.nif,15676,202563505
1816,500714.nif,8110,202579181
1817,501038.nif,4215,202587291
1818,500728.nif,12890,202591506
1819,500727.nif,12881,202604396
1820,500726.nif,7893,202617277
1821,500725.nif,5049,202625170
1822,500724.nif,4211,202630219
1823,500723.nif,6084,202634430
1824,500722.nif,3788,202640514
1825,500721.nif,10940,202644302
1826,500720.nif,4382,202655242
1827,500719.nif,6833,202659624
1828,500718.nif,4313,202666457
1829,500717.nif,18033,202670770
1830,471919.nif,12051,202688803
1831,471920.nif,12065,202700854
1832,471921.nif,15899,202712919
1833,317828.nif,43996,202728818
1834,238529.nif,69488,202772814
1835,501485.nif,69488,202842302
1836,546439.nif,23187,202911790
1837,497460.nif,66748,202934977
1838,498955.nif,3795,203001725
1839,500119.nif,32903,203005520
1840,585284.nif,25512,203038423
1841,499033.nif,92417,203063935
1842,497459.nif,45664,203156352
1843,169730.nif,41687,203202016
1844,246470.nif,41687,203243703
1845,584602.nif,78713,203285390
1846,30451.nif,6956,203364103
1847,41090.nif,16428,203371059
1848,155495.nif,32407,203387487
1849,510491.nif,15606,203419894
1850,241657.nif,47865,203435500
1851,252919.nif,53615,203483365
1852,499035.nif,116467,203536980
1853,41076.nif,18082,203653447
1854,238570.nif,49335,203671529
1855,41379.nif,52803,203720864
1856,336824.nif,113159,203773667
1857,241652.nif,21915,203886826
1858,510503.nif,15370,203908741
1859,497458.nif,22722,203924111
1860,238500.nif,42756,203946833
1861,377176.nif,53775,203989589
1862,169725.nif,3019,204043364
1863,504660.nif,14143,204046383
1864,59715.nif,6205,204060526
1865,59669.nif,7191,204066731
1866,59673.nif,6136,204073922
1867,59720.nif,6060,204080058
1868,183293.nif,6386,204086118
1869,183328.nif,19716,204092504
1870,183359.nif,90825,204112220
1871,499518.nif,129735,204203045
1872,183385.nif,15007,204332780
1873,183411.nif,16400,204347787
1874,503675.nif,9446,204364187
1875,493474.nif,27389,204373633
1876,493477.nif,17557,204401022
1877,493387.nif,23858,204418579
1878,493456.nif,15078,204442437
1879,493462.nif,11818,204457515
1880,493523.nif,18710,204469333
1881,397004.nif,63262,204488043
1882,513981.nif,31528,204551305
1883,172445.nif,64605,204582833
1884,318839.nif,48578,204647438
1885,238039.nif,86287,204696016
1886,397022.nif,35761,204782303
1887,384829.nif,46399,204818064
1888,265890.nif,44059,204864463
1889,50113.nif,65431,204908522
1890,50138.nif,57697,204973953
1891,178207.nif,65464,205031650
1892,283475.nif,19988,205097114
1893,23971.nif,50687,205117102
1894,330550.nif,81524,205167789
1895,320006.nif,42927,205249313
1896,50126.nif,65365,205292240
1897,179961.nif,54655,205357605
1898,459186.nif,21725,205412260
1899,585001.nif,63152,205433985
1900,109106.nif,38969,205497137
1901,485084.nif,29550,205536106
1902,41284.nif,21141,205565656
1903,28939.nif,31248,205586797
1904,34752.nif,32508,205618045
1905,132061.nif,36613,205650553
1906,514624.nif,62842,205687166
1907,531935.nif,4971,205750008
1908,531938.nif,6725,205754979
1909,531939.nif,7244,205761704
1910,531940.nif,6555,205768948
1911,531941.nif,9180,205775503
1912,531942.nif,8975,205784683
1913,531943.nif,20840,205793658
1914,529695.nif,35103,205814498
1915,531038.nif,23172,205849601
1916,491098.nif,23330,205872773
1917,491092.nif,19776,205896103
1918,491106.nif,28590,205915879
1919,491113.nif,18506,205944469
1920,491120.nif,33710,205962975
1921,529721.nif,29532,205996685
1922,531928.nif,19157,206026217
1923,531932.nif,18363,206045374
1924,175131.nif,31959,206063737
1925,176570.nif,18292,206095696
1926,169583.nif,19853,206113988
1927,182456.nif,9687,206133841
1928,175323.nif,20292,206143528
1929,175156.nif,37752,206163820
1930,531924.nif,3880,206201572
1931,531921.nif,4956,206205452
1932,531914.nif,4965,206210408
1933,169591.nif,9856,206215373
1934,175376.nif,14742,206225229
1935,175144.nif,15163,206239971
1936,182447.nif,39367,206255134
1937,175481.nif,18471,206294501
1938,406982.nif,7528,206312972
1939,406991.nif,7918,206320500
1940,406999.nif,24874,206328418
1941,407006.nif,22219,206353292
1942,407009.nif,17708,206375511
1943,407012.nif,12530,206393219
1944,121728.nif,82342,206405749
1945,121672.nif,53675,206488091
1946,224274.nif,175122,206541766
1947,224302.nif,189040,206716888
1948,224312.nif,172278,206905928
1949,224320.nif,202968,207078206
1950,227811.nif,52281,207281174
1951,227821.nif,49388,207333455
1952,227193.nif,83031,207382843
1953,227218.nif,83515,207465874
1954,227334.nif,84039,207549389
1955,343727.nif,83031,207633428
1956,36718.nif,28621,207716459
1957,36719.nif,27857,207745080
1958,36720.nif,36225,207772937
1959,192858.nif,53781,207809162
1960,192882.nif,53781,207862943
1961,192891.nif,120184,207916724
1962,192900.nif,120184,208036908
1963,192909.nif,59428,208157092
1964,193050.nif,61698,208216520
1965,192917.nif,19395,208278218
1966,192924.nif,34572,208297613
1967,192929.nif,59718,208332185
1968,40151.nif,8130,208391903
1969,40611.nif,13459,208400033
1970,220248.nif,74983,208413492
1971,224512.nif,70316,208488475
1972,220223.nif,33303,208558791
1973,203280.nif,118967,208592094
1974,203289.nif,118968,208711061
1975,203317.nif,118972,208830029
1976,40612.nif,52823,208949001
1977,40613.nif,52867,209001824
1978,40614.nif,42659,209054691
1979,40615.nif,52855,209097350
1980,203329.nif,134337,209150205
1981,203341.nif,150149,209284542
1982,203351.nif,162815,209434691
1983,203361.nif,164358,209597506
1984,208052.nif,137347,209761864
1985,208061.nif,148913,209899211
1986,208070.nif,149449,210048124
1987,40616.nif,41603,210197573
1988,40617.nif,42715,210239176
1989,346764.nif,60203,210281891
1990,346783.nif,60203,210342094
1991,207817.nif,11642,210402297
1992,206197.nif,480911,210413939
1993,206203.nif,397355,210894850
1994,206208.nif,231045,211292205
1995,198119.nif,152690,211523250
1996,198031.nif,138782,211675940
1997,198032.nif,125771,211814722
1998,198033.nif,125579,211940493
1999,40618.nif,46134,212066072
2000,511516.nif,60758,212112206
2001,512582.nif,24661,212172964
2002,512681.nif,65213,212197625
2003,514296.nif,1631,212262838
2004,513967.nif,28238,212264469
2005,517988.nif,16555,212292707
2006,534092.nif,39643,212309262
2007,536080.nif,39653,212348905
2008,536667.nif,12392,212388558
2009,536676.nif,33593,212400950
2010,536685.nif,32929,212434543
2011,536694.nif,37378,212467472
2012,536701.nif,37378,212504850
2013,536708.nif,37378,212542228
2014,546142.nif,12384,212579606
2015,546149.nif,12384,212591990
2016,381331.nif,4568,212604374
2017,531031.nif,10671,212608942
2018,387337.nif,11615,212619613
2019,469575.nif,13698,212631228
2020,498900.nif,8224,212644926
2021,498935.nif,7568,212653150
2022,498895.nif,5842,212660718
2023,396551.nif,18959,212666560
2024,581205.nif,16658,212685519
2025,581212.nif,30244,212702177
2026,581216.nif,30770,212732421
2027,581220.nif,22540,212763191
2028,581224.nif,30566,212785731
2029,581228.nif,16666,212816297
2030,581232.nif,22622,212832963
2031,581236.nif,31246,212855585
2032,581240.nif,22956,212886831
2033,581244.nif,30676,212909787
2034,581248.nif,30440,212940463
2035,581252.nif,22814,212970903
2036,581256.nif,23046,212993717
2037,581260.nif,22858,213016763
2038,581264.nif,22904,213039621
2039,581204.nif,80766,213062525
2040,588466.nif,39217,213143291
2041,588469.nif,28933,213182508
2042,470632.nif,34147,213211441
2043,101358.nif,112233,213245588
2044,101374.nif,104585,213357821
2045,59572.nif,18085,213462406
2046,59584.nif,17784,213480491
2047,59592.nif,22564,213498275
2048,59600.nif,21369,213520839
2049,59608.nif,20986,213542208
2050,59616.nif,18744,213563194
2051,73295.nif,18778,213581938
2052,59629.nif,2907,213600716
2053,59633.nif,6535,213603623
2054,59639.nif,3937,213610158
2055,59644.nif,20457,213614095
2056,59651.nif,3608,213634552
2057,59655.nif,2054,213638160
2058,59659.nif,4160,213640214
2059,503684.nif,6107,213644374
2060,407140.nif,17664,213650481
2061,407144.nif,17992,213668145
2062,407152.nif,10247,213686137
2063,408309.nif,3436,213696384
2064,407153.nif,3084,213699820
2065,216667.nif,198344,213702904
2066,321381.nif,194566,213901248
2067,406143.nif,104899,214095814
2068,407048.nif,83029,214200713
2069,413700.nif,85970,214283742
2070,582791.nif,4022,214369712
2071,491029.nif,411357,214373734
2072,285728.nif,2902,214785091
2073,493469.nif,20427,214787993
2074,470635.nif,30264,214808420
2075,470637.nif,32047,214838684
2076,380869.nif,2730,214870731
2077,381102.nif,2730,214873461
2078,493088.nif,5536,214876191
2079,492784.nif,12230,214881727
2080,592602.nif,3862,214893957
2081,398183.nif,83598,214897819
2082,523664.nif,77430,214981417
2083,498904.nif,11329,215058847
2084,498879.nif,8498,215070176
2085,498890.nif,9980,215078674
2086,498885.nif,12164,215088654
2087,387957.nif,8152,215100818
2088,387961.nif,21135,215108970
2089,387967.nif,11162,215130105
2090,387971.nif,11304,215141267
2091,387977.nif,9128,215152571
2092,387982.nif,5268,215161699
2093,387987.nif,25325,215166967
2094,385455.nif,13213,215192292
2095,385456.nif,10279,215205505
2096,388084.nif,9287,215215784
2097,406003.nif,26881,215225071
2098,381093.nif,4532,215251952
2099,381096.nif,6098,215256484
2100,584708.nif,45334,215262582
2101,519441.nif,36784,215307916
2102,591683.nif,16313,215344700
2103,380943.nif,4322,215361013
2104,531917.nif,8739,215365335
2105,524987.nif,58736,215374074
2106,430449.nif,5985,215432810
2107,430450.nif,5020,215438795
2108,260704.nif,5047,215443815
2109,425863.nif,7244,215448862
2110,418307.nif,161120,215456106
2111,157094.nif,6824,215617226
2112,488514.nif,56010,215624050
2113,486775.nif,5490,215680060
2114,486735.nif,17376,215685550
2115,486741.nif,54605,215702926
2116,488511.nif,12310,215757531
2117,473267.nif,16310,215769841
2118,473478.nif,10938,215786151
2119,473750.nif,10928,215797089
2120,473350.nif,12760,215808017
2121,473292.nif,550968,215820777
2122,314633.nif,9990,216371745
2123,186795.nif,10013,216381735
2124,153712.nif,4804,216391748
2125,419159.nif,15253,216396552
2126,419166.nif,13255,216411805
2127,419170.nif,13310,216425060
2128,591990.nif,65322,216438370
2129,591984.nif,85382,216503692
2130,592121.nif,50786,216589074
2131,591982.nif,65286,216639860
2132,591985.nif,62102,216705146
2133,591986.nif,85274,216767248
2134,591994.nif,223808,216852522
2135,592060.nif,50678,217076330
2136,591983.nif,62210,217127008
2137,574558.nif,69379,217189218
2138,591995.nif,60642,217258597
2139,592572.nif,159622,217319239
2140,574845.nif,730053,217478861
2141,574703.nif,749921,218208914
2142,579739.nif,812832,218958835
2143,576976.nif,1052401,219771667
2144,575776.nif,943630,220824068
2145,574608.nif,951445,221767698
2146,574452.nif,891730,222719143
2147,572221.nif,191844,223610873
2148,574751.nif,199402,223802717
2149,567400.nif,90500,224002119
2150,566482.nif,161254,224092619
2151,566498.nif,358878,224253873
2152,566576.nif,512140,224612751
2153,559053.nif,123388,225124891
2154,565556.nif,177454,225248279
2155,591087.nif,179735,225425733
2156,591971.nif,38182,225605468
2157,591782.nif,99651,225643650
2158,591781.nif,283017,225743301
2159,591780.nif,446053,226026318
2160,592460.nif,537985,226472371
2161,564344.nif,89117,227010356
2162,579289.nif,28914,227099473
2163,552261.nif,38907,227128387
2164,573792.nif,69431,227167294
2165,578441.nif,100361,227236725
2166,579810.nif,150200,227337086
2167,579821.nif,93682,227487286
2168,579840.nif,101382,227580968
2169,579853.nif,58622,227682350
2170,580110.nif,138396,227740972
2171,582045.nif,121567,227879368
2172,581963.nif,131763,228000935
2173,582064.nif,114635,228132698
2174,581970.nif,128543,228247333
2175,581977.nif,165936,228375876
2176,581984.nif,71125,228541812
2177,581991.nif,121607,228612937
2178,582101.nif,132063,228734544
2179,582368.nif,90754,228866607
2180,582381.nif,179482,228957361
2181,582114.nif,152851,229136843
2182,582127.nif,68272,229289694
2183,582144.nif,99773,229357966
2184,582198.nif,45910,229457739
2185,582549.nif,86584,229503649
2186,582210.nif,82764,229590233
2187,582223.nif,159580,229672997
2188,582235.nif,121548,229832577
2189,582335.nif,158129,229954125
2190,582354.nif,154845,230112254
2191,591840.nif,216755,230267099
2192,592719.nif,302374,230483854
2193,592124.nif,217118,230786228
2194,591847.nif,156540,231003346
2195,581688.nif,46650,231159886
2196,581691.nif,57986,231206536
2197,550049.nif,40971,231264522
2198,552586.nif,20106,231305493
2199,552677.nif,24852,231325599
2200,549576.nif,28049,231350451
2201,552678.nif,34136,231378500
2202,552679.nif,31652,231412636
2203,552681.nif,20190,231444288
2204,584739.nif,52940,231464478
2205,591267.nif,90937,231517418
2206,567250.nif,84944,231608355
2207,591808.nif,61759,231693299
2208,591807.nif,33889,231755058
2209,591806.nif,19523,231788947
2210,592577.nif,25109,231808470
2211,592580.nif,111393,231833579
2212,551551.nif,249750,231944972
2213,565690.nif,308940,232194722
2214,548977.nif,113787,232503662
2215,552782.nif,37471,232617449
2216,586272.nif,50657,232654920
2217,591977.nif,187309,232705577
2218,548296.nif,733491,232892886
2219,591774.nif,594009,233626377
2220,577197.nif,232355,234220386
2221,575671.nif,32426,234452741
2222,574799.nif,25882,234485167
2223,574828.nif,42958,234511049
2224,574894.nif,24538,234554007
2225,575080.nif,39702,234578545
2226,549031.nif,162726,234618247
2227,563309.nif,197224,234780973
2228,554896.nif,43935,234978197
2229,569005.nif,89023,235022132
2230,566105.nif,64755,235111155
2231,566623.nif,76775,235175910
2232,565311.nif,141697,235252685
2233,548295.nif,88718,235394382
2234,567157.nif,87965,235483100
2235,567178.nif,61556,235571065
2236,588768.nif,88279,235632621
2237,591167.nif,112236,235720900
2238,552527.nif,38551,235833136
2239,591011.nif,123564,235871687
2240,559321.nif,55301,235995251
2241,560104.nif,110298,236050552
2242,560105.nif,164659,236160850
2243,592274.nif,570903,236325509
2244,549164.nif,113823,236896412
2245,564315.nif,149153,237010235
2246,566232.nif,127193,237159388
2247,566670.nif,215217,237286581
2248,566633.nif,222687,237501798
2249,566906.nif,225043,237724485
2250,568317.nif,278622,237949528
2251,568349.nif,91923,238228150
2252,592162.nif,112468,238320073
2253,574579.nif,71227,238432541
2254,592565.nif,154016,238503768
2255,551661.nif,731823,238657784
2256,559452.nif,756261,239389607
2257,564427.nif,818384,240145868
2258,567279.nif,1076618,240964252
2259,568561.nif,970026,242040870
2260,573804.nif,964831,243010896
2261,568182.nif,806858,243975727
2262,591812.nif,180181,244782585
2263,591813.nif,40189,244962766
2264,591816.nif,214407,245002955
2265,591819.nif,34019,245217362
2266,591820.nif,102375,245251381
2267,592169.nif,24659,245353756
2268,592186.nif,159976,245378415
2269,569102.nif,186816,245538391
2270,574649.nif,201980,245725207
2271,567391.nif,90768,245927187
2272,576008.nif,84874,246017955
2273,591974.nif,194952,246102829
2274,592605.nif,221317,246297781
2275,566586.nif,371328,246519098
2276,566701.nif,380082,246890426
2277,559052.nif,121764,247270508
2278,591969.nif,37469,247392272
2279,591775.nif,99494,247429741
2280,591779.nif,279940,247529235
2281,591778.nif,169560,247809175
2282,564345.nif,89015,247978735
2283,579284.nif,26828,248067750
2284,577901.nif,73905,248094578
2285,579866.nif,71034,248168483
2286,580079.nif,44674,248239517
2287,580140.nif,46322,248284191
2288,580098.nif,50362,248330513
2289,580185.nif,31182,248380875
2290,580207.nif,68759,248412057
2291,580224.nif,51854,248480816
2292,582247.nif,160786,248532670
2293,582252.nif,200346,248693456
2294,582262.nif,199086,248893802
