name,size,sha256,version,parse_status,num_blocks,num_meshes,total_vertices,total_triangles,max_uv_sets,skinned_meshes,max_bones,num_materials,materials,num_textures,textures,keyframe_controllers,num_text_keys,text_keys,ark_anim_variant,num_lights,particle_systems,texture_effects,morph_blocks,cameras,block_histogram
59275.nif,28241,68a4453a33eb5edfb77d365f8416c592b9b0d957c1b9b4d996b36dc7cf87e3f9,4.1.0.12,PASS,60,13,605,250,1,0,0,5,enitrence;14 - Default,0,,0,0,,TEXT_CRLF,0,0,0,0,0,"{""NiNode"":9,""NiArkAnimationExtraData"":1,""NiArkTextureExtraData"":1,""NiArkImporterExtraData"":1,""NiTexturingProperty"":10,""NiStringExtraData"":3,""NiZBufferProperty"":2,""NiTriShape"":13,""NiAlphaProperty"":2,""NiMaterialProperty"":5,""NiTriShapeData"":13}"
52544.nif,10096,500865ba6ac8215bd7e165669ed5a71b5cb05236af3ff8c75e24edfc05e9703c,10.1.0.0,PASS,32,6,212,112,1,0,0,3,Standardmaterial;9 - Default,4,cd_Mesh_0_BASE;cd_Mesh_1_BASE;cd_Mesh_2_BASE;laser01_0_BASE,0,0,,V10_BASE_0B,0,0,0,0,0,"{""NiNode"":5,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":4,""NiArkViewportInfoExtraData"":1,""NiMaterialProperty"":3,""NiZBufferProperty"":1,""NiTriShape"":6,""NiTriShapeData"":6,""NiStringExtraData"":1,""NiAlphaProperty"":1,""NiStencilProperty"":1}"
52555.nif,38115,34758d280edff3ae124698d77ea8557289ca74e9091dd9ffca5c537ba1c7c480,4.0.0.2,PASS,37,7,1186,503,0,0,0,7,,0,,0,0,,FIXED_A_57,3,0,0,0,0,"{""NiNode"":8,""NiArkAnimationExtraData"":1,""NiArkTextureExtraData"":1,""NiArkImporterExtraData"":1,""NiZBufferProperty"":1,""NiVertexColorProperty"":1,""NiTriShape"":7,""NiMaterialProperty"":7,""NiTriShapeData"":7,""NiDirectionalLight"":2,""NiAmbientLight"":1}"
64553.nif,6269,2bca53ad2c4da766cb98b19b34cf533d6dac39a7474c8c5b288eab23cc593849,4.1.0.12,PASS,11,1,142,52,1,0,0,1,parabol 3,0,,0,0,,FIXED_B_61,0,0,0,0,0,"{""NiNode"":2,""NiArkAnimationExtraData"":1,""NiArkTextureExtraData"":1,""NiArkImporterExtraData"":1,""NiTexturingProperty"":1,""NiZBufferProperty"":1,""NiVertexColorProperty"":1,""NiTriShape"":1,""NiMaterialProperty"":1,""NiTriShapeData"":1}"
591565.nif,41648,19e86cdc3bc83008bf01702ab685d6802940bde501d295b3137c551e1e2b99fc,10.1.0.0,PASS,67,14,1006,573,1,0,0,6,Material #122;Material #3;Standardmaterial;Material #81;Material #83,13,cd_Mesh_02_BASE;cd_Mesh_0_BASE;cd_Mesh_1_BASE;cd_Mesh_2_BASE;cd_Mesh_3_BASE;cd_Mesh_4_BASE;decal2_0_BASE;decal2_1_BASE;decal3_0_BASE;decal3_1_BASE;decal3_2_BASE;decal3_3_BASE;plants_0_BASE,0,0,,V10_BASE_0B,0,0,0,0,0,"{""NiNode"":7,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":13,""NiArkViewportInfoExtraData"":1,""NiMaterialProperty"":6,""NiZBufferProperty"":1,""NiTriShape"":14,""NiTriShapeData"":14,""NiAlphaProperty"":5,""NiStencilProperty"":1,""NiStringExtraData"":2}"
64467.nif,65450,ead569e1bc191354f67a16c015b49cf0e9f76b163f0b521bc1d1072e28e19eed,4.1.0.12,PASS,77,14,1522,881,1,0,0,14,Material #122;Material #3;Standardmaterial;Standardmaterial;Standardmaterial;Standardmaterial;Standardmaterial;Standardmaterial;Material #1;Material #121;Standardmaterial;Material #81;Material #83,0,,0,0,,FIXED_A_57,0,0,0,0,0,"{""NiNode"":10,""NiArkAnimationExtraData"":1,""NiArkTextureExtraData"":1,""NiArkImporterExtraData"":1,""NiTexturingProperty"":13,""NiZBufferProperty"":1,""NiVertexColorProperty"":1,""NiTriShape"":14,""NiMaterialProperty"":14,""NiTriShapeData"":14,""NiAlphaProperty"":5,""NiStringExtraData"":2}"
64531.nif,9870,7ae9b94ab4ed404f13ac8971d4afe6d2345f7809a16887174540f1271897e4c2,4.1.0.12,PASS,39,6,143,58,2,0,0,6,fan;Material #9;Material #119;fan;fan;fan,0,,0,0,,FIXED_B_61,1,0,1,0,0,"{""NiNode"":8,""NiArkAnimationExtraData"":1,""NiArkTextureExtraData"":1,""NiArkImporterExtraData"":1,""NiTexturingProperty"":6,""NiTextureEffect"":1,""NiZBufferProperty"":1,""NiVertexColorProperty"":1,""NiTriShape"":6,""NiMaterialProperty"":6,""NiTriShapeData"":6,""NiAmbientLight"":1}"
64501.nif,7384,6c9ad9fbe18009fefd89ebd55e4c5705e73b0579528a7d97f81ed2ddf0647dbb,4.1.0.12,PASS,21,3,115,42,1,0,0,3,Standardmaterial;Standardmaterial;Standardmaterial,0,,0,0,,FIXED_B_61,0,0,0,0,0,"{""NiNode"":3,""NiArkAnimationExtraData"":1,""NiArkTextureExtraData"":1,""NiArkImporterExtraData"":1,""NiTexturingProperty"":3,""NiZBufferProperty"":1,""NiVertexColorProperty"":1,""NiStringExtraData"":1,""NiTriShape"":3,""NiMaterialProperty"":3,""NiTriShapeData"":3}"
64512.nif,54721,06443d139832a9c15b097de8c6aa9edd9e20ba1296b264006587d9412b3be430,4.1.0.12,PASS,74,10,1241,707,1,0,0,10,Material #3;Material #3;Material #3;Standardmaterial;Standardmaterial;Standardmaterial;Material #122;Standardmaterial;Standardmaterial;Standardmaterial,0,,0,0,,FIXED_B_61,0,0,0,0,0,"{""NiNode"":12,""NiArkAnimationExtraData"":1,""NiArkTextureExtraData"":1,""NiArkImporterExtraData"":1,""NiTexturingProperty"":10,""NiZBufferProperty"":6,""NiVertexColorProperty"":1,""NiStringExtraData"":7,""NiTriShape"":10,""NiAlphaProperty"":5,""NiMaterialProperty"":10,""NiTriShapeData"":10}"
64495.nif,14793,6874b690f08982fb463bf73eda3a1b104f2cd0e2cbf304112d25d1b47e6a9c0a,4.1.0.12,PASS,11,1,362,236,1,0,0,1,Material #123,0,,0,0,,FIXED_B_61,0,0,0,0,0,"{""NiNode"":2,""NiArkAnimationExtraData"":1,""NiArkTextureExtraData"":1,""NiArkImporterExtraData"":1,""NiTexturingProperty"":1,""NiZBufferProperty"":1,""NiVertexColorProperty"":1,""NiTriShape"":1,""NiMaterialProperty"":1,""NiTriShapeData"":1}"
190880.nif,150987,d42d64d134b775a8471559029e764114fe898c11710ea0be9ae0fcacb23252a3,10.1.0.0,PASS,184,38,2725,1493,5,0,0,25,Wall01;7 - Default;lighttrim;lighttrim;11 - Default;Material #9;light;11 - Default;light;Material #9;lighttrim;7 - Default,37,B_Eu_mobapprimary_03_0_BASE;B_Eu_mobapprimary_int1Steam01_0_BASE;B_Eu_mobapprimary_int1Steam_0_BASE;B_Eu_mobapprimary_int1_trim01_0_BASE;B_Eu_mobapprimary_int1_trim01_0_GLOSS;B_Eu_mobapprimary_int1_trim01_0_GLOW;B_Eu_mobapprimary_int1_trim_0_BASE;B_Eu_mobapprimary_int1_trim_0_GLOSS;B_Eu_mobapprimary_int1_trim_0_GLOW;B_Eu_mobapprimary_int1floor01_0_BASE;B_Eu_mobapprimary_int1floor01_0_GLOSS;B_Eu_mobapprimary_int1floor_0_BASE;B_Eu_mobapprimary_int1floor_0_GLOSS;B_Eu_mobapprimary_int1lamp01_0_BASE;B_Eu_mobapprimary_int1lamp01_0_GLOW;B_Eu_mobapprimary_int1lamp_0_BASE;B_Eu_mobapprimary_int1lamp_0_GLOW;B_Eu_mobapprimary_int1light01_0_BASE;B_Eu_mobapprimary_int1light_0_BASE;B_Eu_mobapprimary_int1pelare01_0_BASE;B_Eu_mobapprimary_int1pelare01_0_GLOSS;B_Eu_mobapprimary_int1pelare_0_BASE;B_Eu_mobapprimary_int1pelare_0_GLOSS;B_Eu_mobapprimary_int1trim03_0_BASE;B_Eu_mobapprimary_int1trim2_0_BASE;B_Eu_mobapprimary_int1wall01_0_BASE;B_Eu_mobapprimary_int1wall01_0_GLOSS;B_Eu_mobapprimary_int1wall_0_BASE;B_Eu_mobapprimary_int1wall_0_GLOSS;B_Eu_mobapprimary_intgaller01_0_BASE;B_Eu_mobapprimary_intgaller_0_BASE;B_Eu_mobapprimarylight_01_0_BASE;B_Eu_mobapprimaryroof_01_0_BASE;B_Eu_mobapprimarywall_01_0_BASE;B_Eu_mobapprimarywall_01_0_GLOW;B_Eu_mobapprimarywall_02_0_BASE;Nameless0_ENVIRONMENT,0,0,,V10_BASE_0B,0,0,1,0,0,"{""NiNode"":40,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":23,""NiTextureEffect"":1,""NiArkViewportInfoExtraData"":1,""NiMaterialProperty"":25,""NiZBufferProperty"":3,""NiTriShape"":38,""NiTriShapeData"":38,""NiAlphaProperty"":6,""NiStringExtraData"":2,""NiUVController"":2,""NiUVData"":2}"
347386.nif,302309,d5ca29ebea3d239f04db9d3d0a6d52768d65192f5b2e1271364c85edb0a75a54,4.1.0.12,PASS,196,42,6094,2554,3,0,0,27,lighttrim;glowyedges;7 - Default;lighttrim;11 - Default;Material #9;light;11 - Default;light;Material #9;lighttrim;7 - Default;light,0,,0,0,,FIXED_A_57,0,0,1,0,0,"{""NiNode"":38,""NiArkAnimationExtraData"":1,""NiArkTextureExtraData"":1,""NiArkImporterExtraData"":1,""NiTexturingProperty"":27,""NiTextureEffect"":1,""NiMaterialProperty"":27,""NiZBufferProperty"":3,""NiVertexColorProperty"":1,""NiTriShape"":42,""NiTriShapeData"":42,""NiAlphaProperty"":6,""NiStringExtraData"":2,""NiUVController"":2,""NiUVData"":2}"
191487.nif,15042,ddb967d6d19536746035bc0943b9078c09a52eeebb70a99839eb25433385fd7e,4.1.0.12,PASS,21,3,338,180,1,0,0,3,Door;Door,0,,0,0,,TEXT_CRLF,0,0,0,0,0,"{""NiNode"":4,""NiArkAnimationExtraData"":1,""NiArkTextureExtraData"":1,""NiArkImporterExtraData"":1,""NiTexturingProperty"":2,""NiStringExtraData"":1,""NiTriShape"":3,""NiMaterialProperty"":3,""NiTriShapeData"":3,""NiZBufferProperty"":1,""NiVertexColorProperty"":1}"
347707.nif,26655,25e864126eab749c9956a40f2d20ad6ba02de98a6f805f87cfedca83b05767ec,10.1.0.0,PASS,30,6,475,226,3,0,0,4,Wall01;lighttrim,9,B_Outpost_macframe_01_0_BASE;B_Outpost_macframe_01_0_DARK;B_Outpost_macframe_01_0_GLOW;B_Outpost_macframe_01_1_BASE;B_Outpost_macframe_01_1_DARK;B_Outpost_macframe_01_2_BASE;B_Outpost_macframe_01_2_DARK;B_Outpost_macframe_01_3_BASE;B_Outpost_macframe_01_3_DARK,0,0,,V10_BASE_0B,0,0,0,0,0,"{""NiNode"":5,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":4,""NiArkViewportInfoExtraData"":1,""NiMaterialProperty"":4,""NiZBufferProperty"":1,""NiTriShape"":6,""NiTriShapeData"":6}"
191462.nif,4612,a34d515a78ad36a0de7d10c84b3d1e29c089faab80cb08e2ce44ffbd11753f1a,4.1.0.12,PASS,22,3,60,32,2,0,0,3,1 - Default;top,0,,0,0,,FIXED_A_57,0,0,1,0,0,"{""NiNode"":5,""NiArkAnimationExtraData"":1,""NiArkTextureExtraData"":1,""NiArkImporterExtraData"":1,""NiTexturingProperty"":2,""NiTextureEffect"":1,""NiZBufferProperty"":1,""NiVertexColorProperty"":1,""NiTriShape"":3,""NiMaterialProperty"":3,""NiTriShapeData"":3}"
189544.nif,117956,9deb1a2e63bb8b4a19d5c2bd6572405d26b71ef60952532323aaf00ffc0250f2,10.1.0.0,PASS,88,15,2328,932,3,0,0,10,lightflare2;Hull;Pipe;roof2;Outpost_engine3;foot;light;dirt;sign;floor,24,Geolightfx01_0_BASE;Geolightfx02_0_BASE;Geolightfx03_0_BASE;Geolightfx04_0_BASE;Geolightfx05_0_BASE;Nameless0_ENVIRONMENT;Object01_3_BASE;Object01_6_BASE;mobilesupershop01exter_0_BASE;mobilesupershop01exter_0_GLOSS;mobilesupershop01exter_0_GLOW;mobilesupershop01exter_1_BASE;mobilesupershop01exter_1_GLOSS;mobilesupershop01exter_2_BASE;mobilesupershop01exter_2_GLOSS;mobilesupershop01exter_3_BASE;mobilesupershop01exter_3_GLOSS;mobilesupershop01exter_4_BASE;mobilesupershop01exter_4_GLOSS;mobilesupershop01exter_5_BASE;mobilesupershop01exter_5_GLOW;ramper_1_BASE;ramper_1_DARK;ramper_1_GLOSS,0,0,,G3C,1,0,1,0,0,"{""NiNode"":9,""NiArkAnimationExtraData"":1,""NiStringExtraData"":2,""NiTriShape"":15,""NiTriShapeData"":15,""NiArkBillboardNode"":5,""NiZBufferProperty"":6,""NiTexturingProperty"":14,""NiAlphaProperty"":7,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTextureEffect"":1,""NiMaterialProperty"":10,""NiAmbientLight"":1}"
345583.nif,117956,4c9de72d74c29a94e015d0975ae533461e96fb0561e4145e76fb5e9de951f604,10.1.0.0,PASS,88,15,2328,932,3,0,0,10,lightflare2;Hull;Pipe;roof2;Outpost_engine3;foot;light;dirt;sign;floor,24,Geolightfx01_0_BASE;Geolightfx02_0_BASE;Geolightfx03_0_BASE;Geolightfx04_0_BASE;Geolightfx05_0_BASE;Nameless0_ENVIRONMENT;Object01_3_BASE;Object01_6_BASE;mobilesupershop01exter_0_BASE;mobilesupershop01exter_0_GLOSS;mobilesupershop01exter_0_GLOW;mobilesupershop01exter_1_BASE;mobilesupershop01exter_1_GLOSS;mobilesupershop01exter_2_BASE;mobilesupershop01exter_2_GLOSS;mobilesupershop01exter_3_BASE;mobilesupershop01exter_3_GLOSS;mobilesupershop01exter_4_BASE;mobilesupershop01exter_4_GLOSS;mobilesupershop01exter_5_BASE;mobilesupershop01exter_5_GLOW;ramper_1_BASE;ramper_1_DARK;ramper_1_GLOSS,0,0,,G3C,1,0,1,0,0,"{""NiNode"":9,""NiArkAnimationExtraData"":1,""NiStringExtraData"":2,""NiTriShape"":15,""NiTriShapeData"":15,""NiArkBillboardNode"":5,""NiZBufferProperty"":6,""NiTexturingProperty"":14,""NiAlphaProperty"":7,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTextureEffect"":1,""NiMaterialProperty"":10,""NiAmbientLight"":1}"
193362.nif,12042,943afe2210dded6b9b9b29913ac15c9463632b64b19609ce958d35c6823903ba,4.1.0.12,PASS,45,8,224,156,1,1,7,8,1 - Default,0,,0,0,,TEXT_CRLF,0,0,0,0,0,"{""NiNode"":12,""NiArkAnimationExtraData"":1,""NiArkTextureExtraData"":1,""NiArkImporterExtraData"":1,""NiTexturingProperty"":1,""NiStringExtraData"":1,""NiTriShape"":8,""NiMaterialProperty"":8,""NiTriShapeData"":8,""NiZBufferProperty"":1,""NiVertexColorProperty"":1,""NiSkinInstance"":1,""NiSkinData"":1}"
269591.nif,97463,1a63d3ef35c072dca0a6b0f6765253ed6b2975d85a46d15f3cb1658314493f0c,10.1.0.0,PASS,92,14,1850,812,3,0,0,9,lightflare2;Ext_hull;Material #63;Material #78;Ext_hull;Ext_hull2;sign;13 - Default;Ext_wall_main,25,Ext_hull_0_BASE;Ext_hull_0_DARK;Ext_hull_0_GLOSS;Ext_hull_2_BASE;Ext_hull_2_DARK;Ext_hull_2_GLOSS;Ext_hull_3_BASE;Ext_hull_3_DARK;Ext_hull_3_GLOSS;Ext_hull_4_BASE;Ext_hull_4_DARK;Ext_hull_4_GLOSS;GeoSign_0_BASE;Geoblue_0_BASE;Geoblue_0_GLOW;Geolightfx01_0_BASE;Geolightfx02_0_BASE;Geolightfx03_0_BASE;Geolightfx04_0_BASE;Geolightfx05_0_BASE;Nameless0_ENVIRONMENT;Nameless12_ENVIRONMENT;glass_outer_0_GLOSS;gloss_1_BASE;gloss_1_GLOSS,0,0,,V10_BASE_0B,2,0,2,0,0,"{""NiNode"":14,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":13,""NiTextureTransformController"":1,""NiFloatData"":1,""NiTextureEffect"":2,""NiArkViewportInfoExtraData"":1,""NiMaterialProperty"":9,""NiZBufferProperty"":6,""NiTriShape"":14,""NiTriShapeData"":14,""NiStringExtraData"":6,""NiAlphaProperty"":6,""NiDirectionalLight"":2}"
401177.nif,97463,1a63d3ef35c072dca0a6b0f6765253ed6b2975d85a46d15f3cb1658314493f0c,10.1.0.0,PASS,92,14,1850,812,3,0,0,9,lightflare2;Ext_hull;Material #63;Material #78;Ext_hull;Ext_hull2;sign;13 - Default;Ext_wall_main,25,Ext_hull_0_BASE;Ext_hull_0_DARK;Ext_hull_0_GLOSS;Ext_hull_2_BASE;Ext_hull_2_DARK;Ext_hull_2_GLOSS;Ext_hull_3_BASE;Ext_hull_3_DARK;Ext_hull_3_GLOSS;Ext_hull_4_BASE;Ext_hull_4_DARK;Ext_hull_4_GLOSS;GeoSign_0_BASE;Geoblue_0_BASE;Geoblue_0_GLOW;Geolightfx01_0_BASE;Geolightfx02_0_BASE;Geolightfx03_0_BASE;Geolightfx04_0_BASE;Geolightfx05_0_BASE;Nameless0_ENVIRONMENT;Nameless12_ENVIRONMENT;glass_outer_0_GLOSS;gloss_1_BASE;gloss_1_GLOSS,0,0,,V10_BASE_0B,2,0,2,0,0,"{""NiNode"":14,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":13,""NiTextureTransformController"":1,""NiFloatData"":1,""NiTextureEffect"":2,""NiArkViewportInfoExtraData"":1,""NiMaterialProperty"":9,""NiZBufferProperty"":6,""NiTriShape"":14,""NiTriShapeData"":14,""NiStringExtraData"":6,""NiAlphaProperty"":6,""NiDirectionalLight"":2}"
401198.nif,329994,c30c01337147261c63e435a66c182517303f5a315b61be2af6e0685218919550,10.1.0.0,PASS,92,18,6648,4085,3,0,0,5,animated_texture;Int_dod;Material #95;11 - Default;wall_puts,41,Geolightcircle_0_BASE;Int_glass_0_BASE;Int_glass_0_GLOSS;Interior_0_BASE;Interior_0_GLOSS;Interior_11_BASE;Interior_11_GLOSS;Interior_12_BASE;Interior_12_GLOSS;Interior_13_BASE;Interior_13_GLOSS;Interior_14_BASE;Interior_14_GLOSS;Interior_1_BASE;Interior_1_GLOSS;Interior_2_BASE;Interior_2_GLOSS;Interior_3_BASE;Interior_3_GLOSS;Interior_4_BASE;Interior_4_GLOSS;Interior_5_BASE;Interior_5_GLOSS;Interior_6_BASE;Interior_6_GLOSS;Interior_7_BASE;Interior_7_GLOSS;Interior_8_BASE;Interior_8_GLOSS;Interior_8_GLOW;Interior_9_BASE;Interior_9_GLOSS;Nameless0_ENVIRONMENT;Nameless12_ENVIRONMENT;Nameless23_ENVIRONMENT;Nameless34_ENVIRONMENT;Nameless45_ENVIRONMENT;Nameless56_ENVIRONMENT;Nameless67_ENVIRONMENT;ufolights_0_BASE;ufolights_0_GLOW,0,0,,G3C,4,0,7,0,0,"{""NiNode"":11,""NiArkAnimationExtraData"":1,""NiStringExtraData"":1,""NiTriShape"":18,""NiTexturingProperty"":17,""NiTextureTransformController"":2,""NiFloatData"":2,""NiAlphaProperty"":2,""NiMaterialProperty"":5,""NiTriShapeData"":18,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTextureEffect"":7,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiPointLight"":4}"
401230.nif,136799,93059f79771df2f2f0dfe163fab3c7dad16a2adccea46f947a2d3f988e332dba,10.1.0.0,PASS,86,17,3457,2386,1,0,0,5,wall_puts;11 - Default;13 - Default;11 - Default;windows space,41,Box01_0_GLOSS;Int_wall_main02_0_BASE;Int_wall_main02_0_GLOSS;Int_wall_main02_10_BASE;Int_wall_main02_10_GLOSS;Int_wall_main02_11_BASE;Int_wall_main02_11_GLOSS;Int_wall_main02_13_BASE;Int_wall_main02_13_GLOSS;Int_wall_main02_1_BASE;Int_wall_main02_1_GLOSS;Int_wall_main02_1_GLOW;Int_wall_main02_2_BASE;Int_wall_main02_2_GLOSS;Int_wall_main02_3_BASE;Int_wall_main02_3_GLOSS;Int_wall_main02_4_BASE;Int_wall_main02_5_BASE;Int_wall_main02_6_BASE;Int_wall_main02_6_GLOSS;Int_wall_main02_7_BASE;Int_wall_main02_7_GLOSS;Int_wall_main02_8_BASE;Int_wall_main02_8_GLOSS;Int_wall_main02_9_BASE;Int_wall_main02_9_GLOSS;Nameless0_ENVIRONMENT;Nameless12_ENVIRONMENT;Nameless23_ENVIRONMENT;Nameless34_ENVIRONMENT;Nameless45_ENVIRONMENT;Nameless56_ENVIRONMENT;Nameless67_ENVIRONMENT;Nameless78_ENVIRONMENT;Nameless89_ENVIRONMENT;glass_outer_0_BASE;glass_outer_0_GLOSS;ufolights_0_BASE;ufolights_0_GLOSS;x_0_BASE;x_0_GLOSS,0,0,,V10_BASE_0B,4,0,9,0,0,"{""NiNode"":10,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":17,""NiTextureEffect"":9,""NiArkViewportInfoExtraData"":1,""NiMaterialProperty"":5,""NiZBufferProperty"":1,""NiTriShape"":17,""NiTriShapeData"":17,""NiAlphaProperty"":2,""NiPointLight"":4}"
192148.nif,103397,09320f31d729f4d49834c36b6908fa7a3a9e8102d99a7b2670ab3695de2d8067,4.1.0.12,PASS,109,18,2429,1540,2,0,0,18,Standardmaterial;Standardmaterial;Standardmaterial;Standardmaterial;Standardmaterial;Standardmaterial;Standardmaterial;Standardmaterial;11 - Default;Material #3;Flare2;Flare2;Flare2;Flare2;Flare2;Flare;Flare2,0,,0,0,,FIXED_A_57,0,0,0,0,0,"{""NiNode"":9,""NiArkAnimationExtraData"":1,""NiArkTextureExtraData"":1,""NiArkImporterExtraData"":1,""NiTexturingProperty"":17,""NiZBufferProperty"":8,""NiVertexColorProperty"":1,""NiTriShape"":18,""NiMaterialProperty"":18,""NiTriShapeData"":18,""NiStringExtraData"":1,""NiAlphaProperty"":9,""NiArkBillboardNode"":7}"
192235.nif,67708,6844450d5077519bf67de91cab02e34c312c4ed9f15e04bec5cec357713c5508,4.1.0.12,PASS,91,16,1445,802,2,0,0,16,Material #3;Standardmaterial;11 - Default;Standardmaterial;Standardmaterial;Standardmaterial;Standardmaterial;Standardmaterial;Standardmaterial;Standardmaterial;Standardmaterial;Standardmaterial,0,,0,0,,FIXED_A_57,0,0,1,0,0,"{""NiNode"":18,""NiArkAnimationExtraData"":1,""NiArkTextureExtraData"":1,""NiArkImporterExtraData"":1,""NiTexturingProperty"":12,""NiTextureEffect"":1,""NiZBufferProperty"":1,""NiVertexColorProperty"":1,""NiTriShape"":16,""NiAlphaProperty"":5,""NiMaterialProperty"":16,""NiTriShapeData"":16,""NiStringExtraData"":2}"
218524.nif,658002,8cdca339819b9cad87e706519d08f388eb5b44a59270c760e809280683f11d3b,10.1.0.0,PASS,165,33,16423,13577,3,0,0,6,animated_crap;animated_crap;rampplatau;dirt;orange,38,B_Outpost_me01_Int_Chair_0_BASE;B_Outpost_me01_Int_Decalcomp3_0_BASE;B_Outpost_me01_Int_Rampplatu_0_BASE;B_Outpost_me01_Int__main_0_BASE;B_Outpost_me01_Int__main_1_BASE;B_Outpost_me01_Int__main_2_BASE;B_Outpost_me01_Int_celing_0_BASE;B_Outpost_me01_Int_dec_bcomp_0_BASE;B_Outpost_me01_Int_decals1_0_BASE;B_Outpost_me01_Int_decals2_0_BASE;B_Outpost_me01_Int_dirt_0_BASE;B_Outpost_me01_Int_doorssmall_0_BASE;B_Outpost_me01_Int_emrlight01_0_BASE;B_Outpost_me01_Int_emrlight01_0_GLOW;B_Outpost_me01_Int_emrlight02_0_BASE;B_Outpost_me01_Int_emrlight02_0_GLOW;B_Outpost_me01_Int_fencerail_0_BASE;B_Outpost_me01_Int_fencerail_0_GLOSS;B_Outpost_me01_Int_floormetal_0_BASE;B_Outpost_me01_Int_glass_0_BASE;B_Outpost_me01_Int_glass_0_GLOSS;B_Outpost_me01_Int_helmet_0_BASE;B_Outpost_me01_Int_lightsmall_0_BASE;B_Outpost_me01_Int_lightsmall_0_GLOW;B_Outpost_me01_Int_machinegrey_0_BASE;B_Outpost_me01_Int_machinegrey_0_GLOSS;B_Outpost_me01_Int_metalcrate_0_BASE;B_Outpost_me01_Int_polistejp_0_BASE;B_Outpost_me01_Int_railtranspar_0_BASE;B_Outpost_me01_Int_rampstairs_0_BASE;B_Outpost_me01_Int_rocks_0_BASE;B_Outpost_me01_Int_rustymetal2_0_BASE;B_Outpost_me01_Int_rustymetal_0_BASE;B_Outpost_me01_Int_skelett_0_BASE;B_Outpost_me01_Int_wallcomp1_0_BASE;GeoAnimBlue_0_BASE;GeoTexanim01_0_BASE;Nameless0_ENVIRONMENT,0,0,,G3C,4,0,1,0,0,"{""NiNode"":38,""NiArkAnimationExtraData"":1,""NiStringExtraData"":2,""NiTriShape"":33,""NiUVController"":2,""NiUVData"":2,""NiTexturingProperty"":31,""NiAlphaProperty"":8,""NiMaterialProperty"":6,""NiTriShapeData"":33,""NiTextureEffect"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiPointLight"":4}"
168082.nif,89305,52a78a476cd6c8b8cb261d1e2b913e772db2a97ddd1e3878146170189f7b1132,4.1.0.12,PASS,95,18,2008,1659,2,0,0,18,Standardmaterial;Standardmaterial;Standardmaterial;Standardmaterial;Standardmaterial;Standardmaterial;5 - Default;Material #187;17 - Default;11 - Default;Material #158;17 - Defauasd;17 - Defauasd;17 - Defauasd;dirt;7 - Defaultasdf;3 - Default;teeth,0,,0,0,,FIXED_B_61,0,0,0,0,0,"{""NiNode"":15,""NiArkAnimationExtraData"":1,""NiArkTextureExtraData"":1,""NiArkImporterExtraData"":1,""NiTexturingProperty"":18,""NiZBufferProperty"":1,""NiVertexColorProperty"":1,""NiTriShape"":18,""NiMaterialProperty"":18,""NiTriShapeData"":18,""NiStringExtraData"":1,""NiAlphaProperty"":2}"
168133.nif,30519,f268647e31d6158fe0b61c6bdb1b326554d13cd40a1090982a56d078e4adf0af,4.1.0.12,PASS,36,7,751,267,1,0,0,7,Standardmaterial;Standardmaterial;Standardmaterial;Standardmaterial;Standardmaterial;Material #158;Material #168,0,,0,0,,FIXED_B_61,0,0,0,0,0,"{""NiNode"":3,""NiArkAnimationExtraData"":1,""NiArkTextureExtraData"":1,""NiArkImporterExtraData"":1,""NiTexturingProperty"":7,""NiZBufferProperty"":1,""NiVertexColorProperty"":1,""NiTriShape"":7,""NiMaterialProperty"":7,""NiTriShapeData"":7}"
168157.nif,24113,95d30cbf9936b1c4a506b0a78ee4d5f9e22d5e5936ae4450d5cabafa19e99154,4.1.0.12,PASS,36,7,565,212,1,0,0,7,Standardmaterial;Standardmaterial;Standardmaterial;Standardmaterial;Standardmaterial;Material #160;Material #162,0,,0,0,,FIXED_B_61,0,0,0,0,0,"{""NiNode"":3,""NiArkAnimationExtraData"":1,""NiArkTextureExtraData"":1,""NiArkImporterExtraData"":1,""NiTexturingProperty"":7,""NiZBufferProperty"":1,""NiVertexColorProperty"":1,""NiTriShape"":7,""NiMaterialProperty"":7,""NiTriShapeData"":7}"
