nif,version,grammar,block_index,entry_idx,name,slot,f1,f2,ref,anim_flag,frame_index,bnt2_id,resolved
549100.nif,10.1.0.0,v10,3,2,Nameless23_ENVIRONMENT,ENVIRONMENT,9,0,6,0,4294967295,227221,1
549100.nif,10.1.0.0,v10,3,3,Nameless34_ENVIRONMENT,ENVIRONMENT,9,0,7,0,4294967295,227221,1
549100.nif,10.1.0.0,v10,3,4,Nameless45_ENVIRONMENT,ENVIRONMENT,9,0,8,0,4294967295,227221,1
549100.nif,10.1.0.0,v10,3,5,Nameless56_ENVIRONMENT,ENVIRONMENT,9,0,9,0,4294967295,227221,1
549100.nif,10.1.0.0,v10,3,6,Nameless67_ENVIRONMENT,ENVIRONMENT,9,0,10,0,4294967295,227221,1
549100.nif,10.1.0.0,v10,3,7,Nameless78_ENVIRONMENT,ENVIRONMENT,9,0,11,0,4294967295,227221,1
549100.nif,10.1.0.0,v10,3,8,lamps_13_BASE,BASE,0,-1,12,0,4294967295,573973,1
549100.nif,10.1.0.0,v10,3,9,lamps_13_DARK,DARK,1,-1,12,0,4294967295,527711,1
549100.nif,10.1.0.0,v10,3,10,lamps_13_GLOSS,GLOSS,3,-1,12,0,4294967295,491950,1
549100.nif,10.1.0.0,v10,3,11,lamps_13_GLOW,GLOW,4,-1,12,0,4294967295,573974,1
549100.nif,10.1.0.0,v10,3,12,object01_1_BASE,BASE,0,-1,13,0,4294967295,549818,1
549100.nif,10.1.0.0,v10,3,13,object01_1_DARK,DARK,1,-1,13,0,4294967295,527711,1
549100.nif,10.1.0.0,v10,3,14,object01_1_GLOSS,GLOSS,3,-1,13,0,4294967295,29648,1
549100.nif,10.1.0.0,v10,3,15,object01_2_BASE,BASE,0,-1,14,0,4294967295,549829,1
549100.nif,10.1.0.0,v10,3,16,object01_2_DARK,DARK,1,-1,14,0,4294967295,527711,1
549100.nif,10.1.0.0,v10,3,17,object01_2_GLOSS,GLOSS,3,-1,14,0,4294967295,491950,1
549100.nif,10.1.0.0,v10,3,18,object01_3_BASE,BASE,0,-1,15,0,4294967295,549814,1
549100.nif,10.1.0.0,v10,3,19,object01_3_DARK,DARK,1,-1,15,0,4294967295,527711,1
549100.nif,10.1.0.0,v10,3,20,object01_3_GLOSS,GLOSS,3,-1,15,0,4294967295,353638,1
549100.nif,10.1.0.0,v10,3,21,object01_4_BASE,BASE,0,-1,16,0,4294967295,549825,1
549100.nif,10.1.0.0,v10,3,22,object01_4_DARK,DARK,1,-1,16,0,4294967295,527711,1
549100.nif,10.1.0.0,v10,3,23,object01_4_GLOSS,GLOSS,3,-1,16,0,4294967295,491950,1
549100.nif,10.1.0.0,v10,3,24,object01_5_BASE,BASE,0,-1,17,0,4294967295,549841,1
549100.nif,10.1.0.0,v10,3,25,object01_5_DARK,DARK,1,-1,17,0,4294967295,527711,1
549100.nif,10.1.0.0,v10,3,26,object01_5_GLOSS,GLOSS,3,-1,17,0,4294967295,491950,1
549100.nif,10.1.0.0,v10,3,27,object01_8_BASE,BASE,0,-1,18,0,4294967295,553899,1
549100.nif,10.1.0.0,v10,3,28,object01_8_DARK,DARK,1,-1,18,0,4294967295,527711,1
549100.nif,10.1.0.0,v10,3,29,object01_8_GLOSS,GLOSS,3,-1,18,0,4294967295,491950,1
549100.nif,10.1.0.0,v10,3,30,object01_9_BASE,BASE,0,-1,19,0,4294967295,549837,1
549100.nif,10.1.0.0,v10,3,31,object01_9_DARK,DARK,1,-1,19,0,4294967295,527711,1
549100.nif,10.1.0.0,v10,3,32,object01_9_GLOSS,GLOSS,3,-1,19,0,4294967295,31592,1
549102.nif,10.1.0.0,v10,3,0,Box87_0_BASE,BASE,0,-1,4,0,4294967295,553905,1
549102.nif,10.1.0.0,v10,3,1,Box87_0_GLOSS,GLOSS,3,-1,4,0,4294967295,553907,1
549102.nif,10.1.0.0,v10,3,2,Nameless0_ENVIRONMENT,ENVIRONMENT,9,0,5,0,4294967295,29660,1
549102.nif,10.1.0.0,v10,3,3,Nameless1011_ENVIRONMENT,ENVIRONMENT,9,0,6,0,4294967295,227221,1
549102.nif,10.1.0.0,v10,3,4,Nameless1112_ENVIRONMENT,ENVIRONMENT,9,0,7,0,4294967295,227221,1
549102.nif,10.1.0.0,v10,3,5,Nameless1213_ENVIRONMENT,ENVIRONMENT,9,0,8,0,4294967295,227221,1
549102.nif,10.1.0.0,v10,3,6,Nameless12_ENVIRONMENT,ENVIRONMENT,9,0,9,0,4294967295,29660,1
549102.nif,10.1.0.0,v10,3,7,Nameless1314_ENVIRONMENT,ENVIRONMENT,9,0,10,0,4294967295,227221,1
549102.nif,10.1.0.0,v10,3,8,Nameless1415_ENVIRONMENT,ENVIRONMENT,9,0,11,0,4294967295,227221,1
549102.nif,10.1.0.0,v10,3,9,Nameless1516_ENVIRONMENT,ENVIRONMENT,9,0,12,0,4294967295,227221,1
549102.nif,10.1.0.0,v10,3,10,Nameless1617_ENVIRONMENT,ENVIRONMENT,9,0,13,0,4294967295,227221,1
549102.nif,10.1.0.0,v10,3,11,Nameless1718_ENVIRONMENT,ENVIRONMENT,9,0,14,0,4294967295,227221,1
549102.nif,10.1.0.0,v10,3,12,Nameless1819_ENVIRONMENT,ENVIRONMENT,9,0,15,0,4294967295,553925,1
549102.nif,10.1.0.0,v10,3,13,Nameless23_ENVIRONMENT,ENVIRONMENT,9,0,16,0,4294967295,227221,1
549102.nif,10.1.0.0,v10,3,14,Nameless34_ENVIRONMENT,ENVIRONMENT,9,0,17,0,4294967295,227221,1
549102.nif,10.1.0.0,v10,3,15,Nameless45_ENVIRONMENT,ENVIRONMENT,9,0,18,0,4294967295,227221,1
549102.nif,10.1.0.0,v10,3,16,Nameless56_ENVIRONMENT,ENVIRONMENT,9,0,19,0,4294967295,227221,1
549102.nif,10.1.0.0,v10,3,17,Nameless67_ENVIRONMENT,ENVIRONMENT,9,0,20,0,4294967295,227221,1
549102.nif,10.1.0.0,v10,3,18,Nameless78_ENVIRONMENT,ENVIRONMENT,9,0,21,0,4294967295,227221,1
549102.nif,10.1.0.0,v10,3,19,Nameless89_ENVIRONMENT,ENVIRONMENT,9,0,22,0,4294967295,227221,1
549102.nif,10.1.0.0,v10,3,20,Nameless910_ENVIRONMENT,ENVIRONMENT,9,0,23,0,4294967295,227221,1
549102.nif,10.1.0.0,v10,3,21,Object01_0_BASE,BASE,0,-1,24,0,4294967295,573959,1
549102.nif,10.1.0.0,v10,3,22,Object01_0_DARK,DARK,1,-1,24,0,4294967295,527711,1
549102.nif,10.1.0.0,v10,3,23,Object01_0_GLOSS,GLOSS,3,-1,24,0,4294967295,578180,1
549102.nif,10.1.0.0,v10,3,24,glass01_0_BASE,BASE,0,-1,25,0,4294967295,527730,1
549102.nif,10.1.0.0,v10,3,25,glass01_0_DARK,DARK,1,-1,25,0,4294967295,527711,1
549102.nif,10.1.0.0,v10,3,26,glass01_0_GLOSS,GLOSS,3,-1,25,0,4294967295,123782,1
549102.nif,10.1.0.0,v10,3,27,glass02_0_BASE,BASE,0,-1,26,0,4294967295,527730,1
549102.nif,10.1.0.0,v10,3,28,glass02_0_DARK,DARK,1,-1,26,0,4294967295,527711,1
549102.nif,10.1.0.0,v10,3,29,glass02_0_GLOSS,GLOSS,3,-1,26,0,4294967295,123782,1
549102.nif,10.1.0.0,v10,3,30,glass03_0_BASE,BASE,0,-1,27,0,4294967295,527730,1
549102.nif,10.1.0.0,v10,3,31,glass03_0_DARK,DARK,1,-1,27,0,4294967295,527711,1
549102.nif,10.1.0.0,v10,3,32,glass03_0_GLOSS,GLOSS,3,-1,27,0,4294967295,123782,1
549102.nif,10.1.0.0,v10,3,33,glass04_0_BASE,BASE,0,-1,28,0,4294967295,527730,1
549102.nif,10.1.0.0,v10,3,34,glass04_0_GLOSS,GLOSS,3,-1,28,0,4294967295,123782,1
549102.nif,10.1.0.0,v10,3,35,glassroof_0_BASE,BASE,0,-1,29,0,4294967295,527730,1
549102.nif,10.1.0.0,v10,3,36,glassroof_0_DARK,DARK,1,-1,29,0,4294967295,527711,1
549102.nif,10.1.0.0,v10,3,37,glassroof_0_GLOSS,GLOSS,3,-1,29,0,4294967295,123782,1
549102.nif,10.1.0.0,v10,3,38,lamps_13_BASE,BASE,0,-1,30,0,4294967295,573973,1
549102.nif,10.1.0.0,v10,3,39,lamps_13_DARK,DARK,1,-1,30,0,4294967295,527711,1
549102.nif,10.1.0.0,v10,3,40,lamps_13_GLOSS,GLOSS,3,-1,30,0,4294967295,491950,1
549102.nif,10.1.0.0,v10,3,41,lamps_13_GLOW,GLOW,4,-1,30,0,4294967295,573974,1
549102.nif,10.1.0.0,v10,3,42,mainhall_10_BASE,BASE,0,-1,31,0,4294967295,63037,1
549102.nif,10.1.0.0,v10,3,43,mainhall_10_DARK,DARK,1,-1,31,0,4294967295,527711,1
549102.nif,10.1.0.0,v10,3,44,mainhall_10_GLOSS,GLOSS,3,-1,31,0,4294967295,491950,1
549102.nif,10.1.0.0,v10,3,45,mainhall_12_BASE,BASE,0,-1,32,0,4294967295,549825,1
549102.nif,10.1.0.0,v10,3,46,mainhall_12_DARK,DARK,1,-1,32,0,4294967295,527711,1
549102.nif,10.1.0.0,v10,3,47,mainhall_12_GLOSS,GLOSS,3,-1,32,0,4294967295,491950,1
549102.nif,10.1.0.0,v10,3,48,mainhall_1_BASE,BASE,0,-1,33,0,4294967295,549818,1
549102.nif,10.1.0.0,v10,3,49,mainhall_1_DARK,DARK,1,-1,33,0,4294967295,527711,1
549102.nif,10.1.0.0,v10,3,50,mainhall_1_GLOSS,GLOSS,3,-1,33,0,4294967295,31609,1
549102.nif,10.1.0.0,v10,3,51,mainhall_2_BASE,BASE,0,-1,34,0,4294967295,549829,1
549102.nif,10.1.0.0,v10,3,52,mainhall_2_DARK,DARK,1,-1,34,0,4294967295,527711,1
549102.nif,10.1.0.0,v10,3,53,mainhall_2_GLOSS,GLOSS,3,-1,34,0,4294967295,491950,1
549102.nif,10.1.0.0,v10,3,54,mainhall_3_BASE,BASE,0,-1,35,0,4294967295,549814,1
549102.nif,10.1.0.0,v10,3,55,mainhall_3_DARK,DARK,1,-1,35,0,4294967295,527711,1
549102.nif,10.1.0.0,v10,3,56,mainhall_3_GLOSS,GLOSS,3,-1,35,0,4294967295,353638,1
549102.nif,10.1.0.0,v10,3,57,mainhall_4_BASE,BASE,0,-1,36,0,4294967295,549825,1
549102.nif,10.1.0.0,v10,3,58,mainhall_4_DARK,DARK,1,-1,36,0,4294967295,527711,1
549102.nif,10.1.0.0,v10,3,59,mainhall_4_GLOSS,GLOSS,3,-1,36,0,4294967295,353638,1
549102.nif,10.1.0.0,v10,3,60,mainhall_5_BASE,BASE,0,-1,37,0,4294967295,549841,1
549102.nif,10.1.0.0,v10,3,61,mainhall_5_DARK,DARK,1,-1,37,0,4294967295,527711,1
549102.nif,10.1.0.0,v10,3,62,mainhall_5_GLOSS,GLOSS,3,-1,37,0,4294967295,491950,1
549102.nif,10.1.0.0,v10,3,63,mainhall_6_BASE,BASE,0,-1,38,0,4294967295,549833,1
549102.nif,10.1.0.0,v10,3,64,mainhall_6_DARK,DARK,1,-1,38,0,4294967295,527711,1
549102.nif,10.1.0.0,v10,3,65,mainhall_6_GLOSS,GLOSS,3,-1,38,0,4294967295,491950,1
549102.nif,10.1.0.0,v10,3,66,mainhall_8_BASE,BASE,0,-1,39,0,4294967295,553899,1
549102.nif,10.1.0.0,v10,3,67,mainhall_8_DARK,DARK,1,-1,39,0,4294967295,527711,1
549102.nif,10.1.0.0,v10,3,68,mainhall_8_GLOSS,GLOSS,3,-1,39,0,4294967295,491950,1
549102.nif,10.1.0.0,v10,3,69,mainhall_9_BASE,BASE,0,-1,40,0,4294967295,549837,1
549102.nif,10.1.0.0,v10,3,70,mainhall_9_DARK,DARK,1,-1,40,0,4294967295,527711,1
549102.nif,10.1.0.0,v10,3,71,mainhall_9_GLOSS,GLOSS,3,-1,40,0,4294967295,31592,1
549102.nif,10.1.0.0,v10,3,72,sign02_0_BASE,BASE,0,-1,41,0,4294967295,574381,1
549102.nif,10.1.0.0,v10,3,73,sign02_0_DARK,DARK,1,-1,41,0,4294967295,527711,1
549102.nif,10.1.0.0,v10,3,74,sign02_0_GLOSS,GLOSS,3,-1,41,0,4294967295,491950,1
549108.nif,10.1.0.0,v10,3,0,Nameless0_ENVIRONMENT,ENVIRONMENT,9,0,4,0,4294967295,227221,1
549108.nif,10.1.0.0,v10,3,1,Nameless12_ENVIRONMENT,ENVIRONMENT,9,0,5,0,4294967295,227221,1
549108.nif,10.1.0.0,v10,3,2,Nameless23_ENVIRONMENT,ENVIRONMENT,9,0,6,0,4294967295,227221,1
549108.nif,10.1.0.0,v10,3,3,Nameless34_ENVIRONMENT,ENVIRONMENT,9,0,7,0,4294967295,227221,1
549108.nif,10.1.0.0,v10,3,4,Nameless45_ENVIRONMENT,ENVIRONMENT,9,0,8,0,4294967295,227221,1
549108.nif,10.1.0.0,v10,3,5,Nameless56_ENVIRONMENT,ENVIRONMENT,9,0,9,0,4294967295,227221,1
549108.nif,10.1.0.0,v10,3,6,Nameless67_ENVIRONMENT,ENVIRONMENT,9,0,10,0,4294967295,227221,1
549108.nif,10.1.0.0,v10,3,7,lamps_13_BASE,BASE,0,-1,11,0,4294967295,573973,1
549108.nif,10.1.0.0,v10,3,8,lamps_13_DARK,DARK,1,-1,11,0,4294967295,527711,1
549108.nif,10.1.0.0,v10,3,9,lamps_13_GLOSS,GLOSS,3,-1,11,0,4294967295,31592,1
549108.nif,10.1.0.0,v10,3,10,lamps_13_GLOW,GLOW,4,-1,11,0,4294967295,573974,1
549108.nif,10.1.0.0,v10,3,11,room_1_BASE,BASE,0,-1,12,0,4294967295,549818,1
549108.nif,10.1.0.0,v10,3,12,room_1_DARK,DARK,1,-1,12,0,4294967295,527711,1
549108.nif,10.1.0.0,v10,3,13,room_1_GLOSS,GLOSS,3,-1,12,0,4294967295,29648,1
549108.nif,10.1.0.0,v10,3,14,room_2_BASE,BASE,0,-1,13,0,4294967295,549829,1
549108.nif,10.1.0.0,v10,3,15,room_2_DARK,DARK,1,-1,13,0,4294967295,527711,1
549108.nif,10.1.0.0,v10,3,16,room_2_GLOSS,GLOSS,3,-1,13,0,4294967295,491950,1
549108.nif,10.1.0.0,v10,3,17,room_3_BASE,BASE,0,-1,14,0,4294967295,549814,1
549108.nif,10.1.0.0,v10,3,18,room_3_DARK,DARK,1,-1,14,0,4294967295,527711,1
549108.nif,10.1.0.0,v10,3,19,room_3_GLOSS,GLOSS,3,-1,14,0,4294967295,353638,1
549108.nif,10.1.0.0,v10,3,20,room_4_BASE,BASE,0,-1,15,0,4294967295,549825,1
549108.nif,10.1.0.0,v10,3,21,room_4_DARK,DARK,1,-1,15,0,4294967295,527711,1
549108.nif,10.1.0.0,v10,3,22,room_4_GLOSS,GLOSS,3,-1,15,0,4294967295,491950,1
549108.nif,10.1.0.0,v10,3,23,room_8_BASE,BASE,0,-1,16,0,4294967295,553899,1
549108.nif,10.1.0.0,v10,3,24,room_8_DARK,DARK,1,-1,16,0,4294967295,527711,1
549108.nif,10.1.0.0,v10,3,25,room_8_GLOSS,GLOSS,3,-1,16,0,4294967295,491950,1
549108.nif,10.1.0.0,v10,3,26,room_9_BASE,BASE,0,-1,17,0,4294967295,549837,1
549108.nif,10.1.0.0,v10,3,27,room_9_DARK,DARK,1,-1,17,0,4294967295,527711,1
549108.nif,10.1.0.0,v10,3,28,room_9_GLOSS,GLOSS,3,-1,17,0,4294967295,31592,1
549112.nif,10.1.0.0,v10,3,0,Nameless0_ENVIRONMENT,ENVIRONMENT,9,0,4,0,4294967295,29660,1
549112.nif,10.1.0.0,v10,3,1,Nameless12_ENVIRONMENT,ENVIRONMENT,9,0,5,0,4294967295,227221,1
549112.nif,10.1.0.0,v10,3,2,Nameless23_ENVIRONMENT,ENVIRONMENT,9,0,6,0,4294967295,227221,1
549112.nif,10.1.0.0,v10,3,3,Nameless34_ENVIRONMENT,ENVIRONMENT,9,0,7,0,4294967295,227221,1
549112.nif,10.1.0.0,v10,3,4,Nameless45_ENVIRONMENT,ENVIRONMENT,9,0,8,0,4294967295,227221,1
549112.nif,10.1.0.0,v10,3,5,Nameless56_ENVIRONMENT,ENVIRONMENT,9,0,9,0,4294967295,227221,1
549112.nif,10.1.0.0,v10,3,6,Nameless67_ENVIRONMENT,ENVIRONMENT,9,0,10,0,4294967295,227221,1
549112.nif,10.1.0.0,v10,3,7,Nameless78_ENVIRONMENT,ENVIRONMENT,9,0,11,0,4294967295,227221,1
549112.nif,10.1.0.0,v10,3,8,Nameless89_ENVIRONMENT,ENVIRONMENT,9,0,12,0,4294967295,227221,1
549112.nif,10.1.0.0,v10,3,9,Object01_2_BASE,BASE,0,-1,13,0,4294967295,549829,1
549112.nif,10.1.0.0,v10,3,10,Object01_2_DARK,DARK,1,-1,13,0,4294967295,527711,1
549112.nif,10.1.0.0,v10,3,11,Object01_2_GLOSS,GLOSS,3,-1,13,0,4294967295,491950,1
549112.nif,10.1.0.0,v10,3,12,Object02_0_BASE,BASE,0,-1,14,0,4294967295,573959,1
549112.nif,10.1.0.0,v10,3,13,Object02_0_DARK,DARK,1,-1,14,0,4294967295,527711,1
549112.nif,10.1.0.0,v10,3,14,Object02_0_GLOSS,GLOSS,3,-1,14,0,4294967295,578180,1
549112.nif,10.1.0.0,v10,3,15,Object14_2_BASE,BASE,0,-1,15,0,4294967295,549829,1
549112.nif,10.1.0.0,v10,3,16,Object14_2_DARK,DARK,1,-1,15,0,4294967295,527711,1
549112.nif,10.1.0.0,v10,3,17,Object14_2_GLOSS,GLOSS,3,-1,15,0,4294967295,491950,1
549112.nif,10.1.0.0,v10,3,18,Object14_3_BASE,BASE,0,-1,16,0,4294967295,549814,1
549112.nif,10.1.0.0,v10,3,19,Object14_3_DARK,DARK,1,-1,16,0,4294967295,527711,1
549112.nif,10.1.0.0,v10,3,20,Object14_3_GLOSS,GLOSS,3,-1,16,0,4294967295,353638,1
549112.nif,10.1.0.0,v10,3,21,Object14_4_BASE,BASE,0,-1,17,0,4294967295,549825,1
549112.nif,10.1.0.0,v10,3,22,Object14_4_DARK,DARK,1,-1,17,0,4294967295,527711,1
549112.nif,10.1.0.0,v10,3,23,Object14_4_GLOSS,GLOSS,3,-1,17,0,4294967295,491950,1
549112.nif,10.1.0.0,v10,3,24,Object14_6_BASE,BASE,0,-1,18,0,4294967295,549833,1
549112.nif,10.1.0.0,v10,3,25,Object14_6_DARK,DARK,1,-1,18,0,4294967295,527711,1
549112.nif,10.1.0.0,v10,3,26,Object14_6_GLOSS,GLOSS,3,-1,18,0,4294967295,491950,1
549112.nif,10.1.0.0,v10,3,27,Object14_8_BASE,BASE,0,-1,19,0,4294967295,553899,1
549112.nif,10.1.0.0,v10,3,28,Object14_8_DARK,DARK,1,-1,19,0,4294967295,527711,1
549112.nif,10.1.0.0,v10,3,29,Object14_8_GLOSS,GLOSS,3,-1,19,0,4294967295,491950,1
549112.nif,10.1.0.0,v10,3,30,Object14_9_BASE,BASE,0,-1,20,0,4294967295,549837,1
549112.nif,10.1.0.0,v10,3,31,Object14_9_DARK,DARK,1,-1,20,0,4294967295,527711,1
549112.nif,10.1.0.0,v10,3,32,Object14_9_GLOSS,GLOSS,3,-1,20,0,4294967295,31592,1
549112.nif,10.1.0.0,v10,3,33,lamps_13_BASE,BASE,0,-1,21,0,4294967295,573973,1
549112.nif,10.1.0.0,v10,3,34,lamps_13_DARK,DARK,1,-1,21,0,4294967295,527711,1
549112.nif,10.1.0.0,v10,3,35,lamps_13_GLOSS,GLOSS,3,-1,21,0,4294967295,491950,1
549112.nif,10.1.0.0,v10,3,36,lamps_13_GLOW,GLOW,4,-1,21,0,4294967295,573974,1
549114.nif,10.1.0.0,v10,3,0,Nameless0_ENVIRONMENT,ENVIRONMENT,9,0,4,0,4294967295,227221,1
549114.nif,10.1.0.0,v10,3,1,Nameless12_ENVIRONMENT,ENVIRONMENT,9,0,5,0,4294967295,227221,1
549114.nif,10.1.0.0,v10,3,2,Nameless23_ENVIRONMENT,ENVIRONMENT,9,0,6,0,4294967295,227221,1
549114.nif,10.1.0.0,v10,3,3,Nameless34_ENVIRONMENT,ENVIRONMENT,9,0,7,0,4294967295,227221,1
549114.nif,10.1.0.0,v10,3,4,Nameless45_ENVIRONMENT,ENVIRONMENT,9,0,8,0,4294967295,227221,1
549114.nif,10.1.0.0,v10,3,5,Nameless56_ENVIRONMENT,ENVIRONMENT,9,0,9,0,4294967295,227221,1
549114.nif,10.1.0.0,v10,3,6,Nameless67_ENVIRONMENT,ENVIRONMENT,9,0,10,0,4294967295,227221,1
549114.nif,10.1.0.0,v10,3,7,Object01_0_BASE,BASE,0,-1,11,0,4294967295,549818,1
549114.nif,10.1.0.0,v10,3,8,Object01_0_DARK,DARK,1,-1,11,0,4294967295,527711,1
549114.nif,10.1.0.0,v10,3,9,Object01_0_GLOSS,GLOSS,3,-1,11,0,4294967295,29648,1
549114.nif,10.1.0.0,v10,3,10,Object01_1_BASE,BASE,0,-1,12,0,4294967295,549825,1
549114.nif,10.1.0.0,v10,3,11,Object01_1_DARK,DARK,1,-1,12,0,4294967295,527711,1
549114.nif,10.1.0.0,v10,3,12,Object01_1_GLOSS,GLOSS,3,-1,12,0,4294967295,31592,1
549114.nif,10.1.0.0,v10,3,13,Object01_2_BASE,BASE,0,-1,13,0,4294967295,549829,1
549114.nif,10.1.0.0,v10,3,14,Object01_2_DARK,DARK,1,-1,13,0,4294967295,527711,1
549114.nif,10.1.0.0,v10,3,15,Object01_2_GLOSS,GLOSS,3,-1,13,0,4294967295,31592,1
549114.nif,10.1.0.0,v10,3,16,Object01_3_BASE,BASE,0,-1,14,0,4294967295,549818,1
549114.nif,10.1.0.0,v10,3,17,Object01_3_DARK,DARK,1,-1,14,0,4294967295,527711,1
549114.nif,10.1.0.0,v10,3,18,Object01_3_GLOSS,GLOSS,3,-1,14,0,4294967295,491950,1
549114.nif,10.1.0.0,v10,3,19,Object01_4_BASE,BASE,0,-1,15,0,4294967295,549814,1
549114.nif,10.1.0.0,v10,3,20,Object01_4_DARK,DARK,1,-1,15,0,4294967295,527711,1
549114.nif,10.1.0.0,v10,3,21,Object01_4_GLOSS,GLOSS,3,-1,15,0,4294967295,491950,1
549114.nif,10.1.0.0,v10,3,22,Object01_5_BASE,BASE,0,-1,16,0,4294967295,552815,1
549114.nif,10.1.0.0,v10,3,23,Object01_5_DARK,DARK,1,-1,16,0,4294967295,527711,1
549114.nif,10.1.0.0,v10,3,24,Object01_5_GLOSS,GLOSS,3,-1,16,0,4294967295,491950,1
549114.nif,10.1.0.0,v10,3,25,lamps_13_BASE,BASE,0,-1,17,0,4294967295,573973,1
549114.nif,10.1.0.0,v10,3,26,lamps_13_DARK,DARK,1,-1,17,0,4294967295,527711,1
549114.nif,10.1.0.0,v10,3,27,lamps_13_GLOSS,GLOSS,3,-1,17,0,4294967295,491950,1
549114.nif,10.1.0.0,v10,3,28,lamps_13_GLOW,GLOW,4,-1,17,0,4294967295,573974,1
549118.nif,10.1.0.0,v10,7,0,Box02_0_BASE,BASE,0,-1,8,0,4294967295,543585,1
549118.nif,10.1.0.0,v10,7,1,Box02_0_DARK,DARK,1,-1,8,0,4294967295,527711,1
549118.nif,10.1.0.0,v10,7,2,Box02_0_GLOSS,GLOSS,3,-1,8,0,4294967295,491950,1
549118.nif,10.1.0.0,v10,7,3,Box03_0_BASE,BASE,0,-1,9,0,4294967295,543585,1
549118.nif,10.1.0.0,v10,7,4,Box03_0_DARK,DARK,1,-1,9,0,4294967295,527711,1
549118.nif,10.1.0.0,v10,7,5,Box03_0_GLOSS,GLOSS,3,-1,9,0,4294967295,491950,1
549118.nif,10.1.0.0,v10,7,6,Box04_0_BASE,BASE,0,-1,10,0,4294967295,543585,1
549118.nif,10.1.0.0,v10,7,7,Box04_0_DARK,DARK,1,-1,10,0,4294967295,527711,1
549118.nif,10.1.0.0,v10,7,8,Box04_0_GLOSS,GLOSS,3,-1,10,0,4294967295,491950,1
549118.nif,10.1.0.0,v10,7,9,Box05_0_BASE,BASE,0,-1,11,0,4294967295,543585,1
549118.nif,10.1.0.0,v10,7,10,Box05_0_DARK,DARK,1,-1,11,0,4294967295,527711,1
549118.nif,10.1.0.0,v10,7,11,Box05_0_GLOSS,GLOSS,3,-1,11,0,4294967295,491950,1
549118.nif,10.1.0.0,v10,7,12,Box06_0_BASE,BASE,0,-1,12,0,4294967295,543585,1
549118.nif,10.1.0.0,v10,7,13,Box06_0_DARK,DARK,1,-1,12,0,4294967295,527711,1
549118.nif,10.1.0.0,v10,7,14,Box06_0_GLOSS,GLOSS,3,-1,12,0,4294967295,491950,1
549118.nif,10.1.0.0,v10,7,15,Box07_0_BASE,BASE,0,-1,13,0,4294967295,543585,1
549118.nif,10.1.0.0,v10,7,16,Box07_0_DARK,DARK,1,-1,13,0,4294967295,527711,1
549118.nif,10.1.0.0,v10,7,17,Box07_0_GLOSS,GLOSS,3,-1,13,0,4294967295,491950,1
549118.nif,10.1.0.0,v10,7,18,Box08_0_BASE,BASE,0,-1,14,0,4294967295,543585,1
549118.nif,10.1.0.0,v10,7,19,Box08_0_DARK,DARK,1,-1,14,0,4294967295,527711,1
549118.nif,10.1.0.0,v10,7,20,Box08_0_GLOSS,GLOSS,3,-1,14,0,4294967295,491950,1
549118.nif,10.1.0.0,v10,7,21,Box09_0_BASE,BASE,0,-1,15,0,4294967295,543585,1
549118.nif,10.1.0.0,v10,7,22,Box09_0_DARK,DARK,1,-1,15,0,4294967295,527711,1
549118.nif,10.1.0.0,v10,7,23,Box09_0_GLOSS,GLOSS,3,-1,15,0,4294967295,491950,1
549118.nif,10.1.0.0,v10,7,24,Box10_0_BASE,BASE,0,-1,16,0,4294967295,543585,1
549118.nif,10.1.0.0,v10,7,25,Box10_0_DARK,DARK,1,-1,16,0,4294967295,527711,1
549118.nif,10.1.0.0,v10,7,26,Box10_0_GLOSS,GLOSS,3,-1,16,0,4294967295,491950,1
549118.nif,10.1.0.0,v10,7,27,Nameless0_ENVIRONMENT,ENVIRONMENT,9,0,17,0,4294967295,227221,1
549118.nif,10.1.0.0,v10,7,28,Nameless1011_ENVIRONMENT,ENVIRONMENT,9,0,18,0,4294967295,227221,1
549118.nif,10.1.0.0,v10,7,29,Nameless1112_ENVIRONMENT,ENVIRONMENT,9,0,19,0,4294967295,227221,1
549118.nif,10.1.0.0,v10,7,30,Nameless1213_ENVIRONMENT,ENVIRONMENT,9,0,20,0,4294967295,227221,1
549118.nif,10.1.0.0,v10,7,31,Nameless12_ENVIRONMENT,ENVIRONMENT,9,0,21,0,4294967295,227221,1
549118.nif,10.1.0.0,v10,7,32,Nameless23_ENVIRONMENT,ENVIRONMENT,9,0,22,0,4294967295,227221,1
549118.nif,10.1.0.0,v10,7,33,Nameless34_ENVIRONMENT,ENVIRONMENT,9,0,23,0,4294967295,227221,1
549118.nif,10.1.0.0,v10,7,34,Nameless45_ENVIRONMENT,ENVIRONMENT,9,0,24,0,4294967295,227221,1
549118.nif,10.1.0.0,v10,7,35,Nameless56_ENVIRONMENT,ENVIRONMENT,9,0,25,0,4294967295,227221,1
549118.nif,10.1.0.0,v10,7,36,Nameless67_ENVIRONMENT,ENVIRONMENT,9,0,26,0,4294967295,227221,1
549118.nif,10.1.0.0,v10,7,37,Nameless78_ENVIRONMENT,ENVIRONMENT,9,0,27,0,4294967295,227221,1
549118.nif,10.1.0.0,v10,7,38,Nameless89_ENVIRONMENT,ENVIRONMENT,9,0,28,0,4294967295,227221,1
549118.nif,10.1.0.0,v10,7,39,Nameless910_ENVIRONMENT,ENVIRONMENT,9,0,29,0,4294967295,227221,1
