file,klass,entry_count,num_tex,field2_raw,has_anim,anim_count,has_base,has_dark,has_detail,has_gloss,has_glow,has_bump,has_decal0,has_environment,tex_effect,mesh,blocks,mirror
528046.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,14,1
592365.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,0
511073.nif,1|0,3,3,768,0,0,1,0,0,1,0,0,0,1,1,1,13,1
511084.nif,1|0,3,3,768,0,0,1,0,0,1,0,0,0,1,1,1,13,1
511066.nif,1|0,3,3,768,0,0,1,0,0,1,0,0,0,1,1,1,13,1
511090.nif,1|0,3,3,768,0,0,1,0,0,1,0,0,0,1,1,1,13,1
511003.nif,1|0,3,3,768,0,0,1,0,0,1,0,0,0,1,1,1,13,1
592368.nif,1|0,4,3,1024,0,0,1,0,0,0,0,1,0,0,0,1,20,0
592373.nif,1|0,4,3,1024,0,0,1,0,0,0,0,1,0,0,0,1,20,0
592560.nif,1|0,4,3,1024,0,0,1,0,0,0,0,1,0,0,0,1,20,0
592561.nif,1|0,4,3,1024,0,0,1,0,0,0,0,1,0,0,0,1,20,0
592320.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,0
592317.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,0
592378.nif,1|0,22,3,5632,0,0,1,0,0,0,0,1,0,0,0,1,84,0
511229.nif,1|0,3,3,768,0,0,1,0,0,1,0,0,0,1,1,1,13,1
511284.nif,1|0,3,3,768,0,0,1,0,0,1,0,0,0,1,1,1,13,1
592381.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,0
592384.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,0
592314.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,0
511113.nif,1|0,3,3,768,0,0,1,0,0,1,0,0,0,1,1,1,13,1
592136.nif,1|0,6,3,1536,0,0,1,0,0,0,0,1,0,0,0,1,27,0
472870.nif,1|0,2,3,512,0,0,1,0,0,0,1,0,0,0,0,1,17,1
582796.nif,1|0,4,3,1024,0,0,1,0,0,0,1,1,0,0,0,1,21,1
460897.nif,1|0,5,3,1280,0,0,1,0,0,0,1,0,0,0,0,1,31,1
511527.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
498940.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,15,1
498943.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,1,0,0,1,15,1
396349.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,21,1
397629.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,21,1
500950.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
503437.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,19,1
503440.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,19,1
503443.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,19,1
503446.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,19,1
503461.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,30,1
503465.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,30,1
503469.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,30,1
531895.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
531897.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
531899.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
531901.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
531903.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
531905.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
531907.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
531909.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
503473.nif,1|0,4,3,1024,0,0,1,0,0,0,0,1,0,0,0,1,27,1
503474.nif,1|0,4,3,1024,0,0,1,0,0,0,0,1,0,0,0,1,27,1
503475.nif,1|0,4,3,1024,0,0,1,0,0,0,0,1,0,0,0,1,27,1
503476.nif,1|0,4,3,1024,0,0,1,0,0,0,0,1,0,0,0,1,28,1
503501.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,18,1
503502.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,1,0,0,1,15,1
503503.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,18,1
503514.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,30,1
503515.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,30,1
503516.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,30,1
503526.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,18,1
503527.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,18,1
503528.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,18,1
406916.nif,1|0,2,3,512,0,0,1,0,0,1,0,0,0,0,0,1,28,1
406925.nif,1|0,3,3,768,0,0,1,0,0,1,0,0,0,1,1,1,28,1
419709.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,18,1
419714.nif,1|0,4,3,1024,0,0,1,0,0,1,0,0,0,1,1,1,31,1
419152.nif,1|0,4,3,1024,0,0,1,0,0,1,0,0,0,1,1,1,24,1
419178.nif,1|0,3,3,768,0,0,1,0,0,1,0,0,0,0,0,1,22,1
493124.nif,1|0,5,3,1280,0,0,1,0,0,1,0,0,0,1,1,1,21,1
493131.nif,1|0,3,3,768,0,0,1,0,0,1,0,0,0,1,1,1,16,1
493137.nif,1|0,3,3,768,0,0,1,0,0,1,0,0,0,1,1,1,16,1
406947.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,27,1
406938.nif,1|0,6,3,1536,0,0,1,0,0,1,0,0,0,1,1,1,32,1
419719.nif,1|0,2,3,512,0,0,1,0,0,1,0,0,0,0,0,1,15,1
406964.nif,1|0,4,3,1024,0,0,1,0,0,1,0,0,0,1,1,1,21,1
406955.nif,1|0,4,3,1024,0,0,1,0,0,1,0,0,0,1,1,1,19,1
592328.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,0
526946.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,1,0,0,1,38,1
591148.nif,1|0,4,3,1024,0,0,1,0,0,0,0,1,0,0,0,1,23,0
501089.nif,1|0,4,3,1024,0,0,1,0,0,0,0,1,0,0,0,1,23,1
501087.nif,1|0,4,3,1024,0,0,1,0,0,0,0,1,0,0,0,1,23,1
501084.nif,1|0,4,3,1024,0,0,1,0,0,0,0,1,0,0,0,1,23,1
526932.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
526939.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
504277.nif,1|0,6,3,1536,0,0,1,0,0,1,1,0,0,1,1,1,22,1
506984.nif,1|0,4,3,1024,0,0,1,0,0,0,1,0,0,0,0,1,25,1
591631.nif,1|0,14,3,3584,0,0,1,0,0,0,0,1,0,0,0,1,52,0
591660.nif,1|0,38,3,9728,0,0,1,0,0,0,0,1,0,0,0,1,133,0
591669.nif,1|0,9,3,2304,0,0,1,0,0,0,0,1,0,0,0,1,44,0
591670.nif,1|0,4,3,1024,0,0,1,0,0,0,0,1,0,0,0,1,31,0
591673.nif,1|0,4,3,1024,0,0,1,0,0,0,0,1,0,0,0,1,31,0
591674.nif,1|0,4,3,1024,0,0,1,0,0,0,0,1,0,0,0,1,31,0
591675.nif,1|0,4,3,1024,0,0,1,0,0,0,0,1,0,0,0,1,31,0
591689.nif,1|0,4,3,1024,0,0,1,0,0,0,0,1,0,0,0,1,20,0
527984.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
527996.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
528004.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
528015.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
592332.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,0
461251.nif,1|0,16,3,4096,1,11,1,0,0,1,1,0,0,1,1,1,27,1
461283.nif,1|0,13,3,3328,1,11,1,0,0,0,0,0,0,0,0,1,26,1
528053.nif,1|0,14,3,3584,1,11,1,0,0,0,0,0,0,0,0,1,30,1
526764.nif,1|0,13,3,3328,1,11,1,0,0,0,0,0,0,0,0,1,33,1
526790.nif,1|0,13,3,3328,1,11,1,0,0,0,0,0,0,0,0,1,27,1
526809.nif,1|0,13,3,3328,1,11,1,0,0,0,0,0,0,0,0,1,27,1
526863.nif,1|0,13,3,3328,1,11,1,0,0,0,0,0,0,0,0,1,27,1
592461.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,14,0
527964.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,30,1
527971.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,30,1
527978.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,30,1
506979.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,25,1
507028.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,13,1
592335.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,0
461019.nif,1|0,22,3,5632,1,18,1,0,0,0,0,0,0,0,0,1,38,1
461020.nif,1|0,22,3,5632,1,18,1,0,0,0,0,0,0,0,0,1,39,1
469728.nif,1|0,14,3,3584,1,11,1,0,0,0,1,0,0,0,0,1,26,1
469745.nif,1|0,14,3,3584,1,11,1,0,0,0,1,0,0,0,0,1,26,1
469798.nif,1|0,14,3,3584,1,11,1,0,0,0,1,0,0,0,0,1,26,1
592338.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,0
592341.nif,1|0,8,3,2048,0,0,1,0,0,0,0,1,0,0,0,1,51,0
469644.nif,1|0,16,3,4096,1,11,1,0,0,1,1,0,0,1,1,1,27,1
469664.nif,1|0,44,3,11264,1,11,1,0,0,1,1,0,0,1,1,1,84,1
469705.nif,1|0,16,3,4096,1,11,1,0,0,1,1,0,0,1,1,1,28,1
592344.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,0
592347.nif,1|0,4,3,1024,0,0,1,0,0,0,0,1,0,0,0,1,21,0
592350.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,0
395900.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,18,1
395926.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,18,1
493619.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,18,1
592329.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,0
528035.nif,1|0,4,3,1024,0,0,1,0,0,0,0,1,1,0,0,1,35,1
525753.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,30,1
469613.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,15,1
469595.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,15,1
469623.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,15,1
469629.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,15,1
469633.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,15,1
469637.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,15,1
530571.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
530576.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
530581.nif,1|0,5,3,1280,1,2,1,0,0,0,0,0,0,0,0,1,24,1
530601.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
530650.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
592353.nif,1|0,5,3,1280,0,0,1,0,0,0,0,1,0,0,0,1,45,0
592356.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,30,0
592359.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,0
592362.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,0
460591.nif,1|0,4,3,1024,0,0,1,0,0,0,0,0,0,0,0,1,37,1
460629.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,28,1
460638.nif,1|0,4,3,1024,0,0,1,0,0,0,0,0,0,0,0,1,39,1
460647.nif,1|0,4,3,1024,0,0,1,0,0,0,0,0,0,0,0,1,40,1
460873.nif,1|0,3,3,768,0,0,1,0,0,0,0,0,0,0,0,1,35,1
460877.nif,1|0,3,3,768,0,0,1,0,0,0,0,0,0,0,0,1,35,1
461138.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,27,1
469444.nif,1|0,3,3,768,0,0,1,0,0,1,0,0,0,0,0,1,20,1
469431.nif,1|0,3,3,768,0,0,1,0,0,1,0,0,0,0,0,1,20,1
469438.nif,1|0,3,3,768,0,0,1,1,0,0,0,0,0,0,0,1,20,1
469411.nif,1|0,3,3,768,0,0,1,1,0,0,0,0,0,0,0,1,19,1
469424.nif,1|0,3,3,768,0,0,1,0,0,1,0,0,0,0,0,1,20,1
526926.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,13,1
591666.nif,1|0,4,3,1024,0,0,1,0,0,0,0,1,0,0,0,1,20,0
591614.nif,1|0,16,3,4096,0,0,1,0,0,0,0,1,0,0,0,1,63,0
591668.nif,1|0,6,3,1536,0,0,1,0,0,0,0,1,0,0,0,1,26,0
387790.nif,1|0,13,3,3328,0,0,1,1,0,0,1,0,0,0,0,1,79,1
395240.nif,1|0,4,3,1024,0,0,1,0,0,0,0,0,0,0,0,1,35,1
395264.nif,1|0,5,3,1280,0,0,1,0,0,0,0,0,0,0,0,1,73,1
395288.nif,1|0,5,3,1280,0,0,1,1,0,0,0,0,0,0,0,1,38,1
395391.nif,1|0,5,3,1280,0,0,1,1,0,0,0,0,0,0,0,1,38,1
581707.nif,1|0,14,3,3584,1,11,1,0,0,0,0,1,0,0,0,1,34,1
581772.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,19,1
504802.nif,1|0,2,3,512,0,0,1,0,0,0,1,0,0,0,0,1,13,1
591286.nif,1|0,2,3,512,0,0,1,0,0,0,1,0,0,0,0,1,24,0
456799.nif,1|0,16,3,4096,0,0,1,0,0,1,0,0,0,0,0,1,96,1
504623.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,15,1
504827.nif,1|0,3,3,768,0,0,1,0,0,0,0,0,0,0,0,1,22,1
582705.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,16,1
583247.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
583244.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
583427.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
583242.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
583426.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
583243.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
583246.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,16,1
583245.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
583399.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
540101.nif,1|0,3,3,768,0,0,1,0,0,1,0,0,0,1,1,1,13,1
540099.nif,1|0,3,3,768,0,0,1,0,0,1,0,0,0,1,1,1,13,1
540102.nif,1|0,3,3,768,0,0,1,0,0,1,0,0,0,1,1,1,13,1
524502.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,14,1
540098.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
524517.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,13,1
524510.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,14,1
540100.nif,1|0,3,3,768,0,0,1,0,0,1,0,0,0,1,1,1,14,1
506379.nif,1|0,2,3,512,0,0,1,0,0,0,1,0,0,0,0,1,12,1
381343.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
175355.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,20,1
175357.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,18,1
175364.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,18,1
175367.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,18,1
509096.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,18,1
509100.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,18,1
509103.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,18,1
509106.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,18,1
509109.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,18,1
509112.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,18,1
509115.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,18,1
509128.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,18,1
524354.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
544570.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
544571.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
544572.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
3109.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
460312.nif,1|0,6,3,1536,1,3,1,0,0,0,1,0,0,0,0,1,24,1
387348.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,15,1
386359.nif,1|0,3,3,768,0,0,1,0,0,0,0,0,0,0,0,1,49,1
386667.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,28,1
393941.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,21,1
386355.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
547010.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
497131.nif,1|0,15,3,3840,0,0,1,0,0,0,1,0,0,0,0,1,71,1
543494.nif,1|0,83,3,21248,1,64,1,0,0,0,0,0,0,0,0,1,221,1
504561.nif,1|0,3,3,768,0,0,1,0,0,0,1,0,0,0,0,1,15,1
504569.nif,1|0,3,3,768,0,0,1,0,0,0,1,0,0,0,0,1,15,1
504578.nif,1|0,3,3,768,0,0,1,0,0,0,1,0,0,0,0,1,15,1
504595.nif,1|0,3,3,768,0,0,1,0,0,0,1,0,0,0,0,1,15,1
504600.nif,1|0,3,3,768,0,0,1,0,0,0,1,0,0,0,0,1,15,1
504605.nif,1|0,3,3,768,0,0,1,0,0,0,1,0,0,0,0,1,15,1
488791.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
493957.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,25,1
475029.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,19,1
490686.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,20,1
504678.nif,1|0,3,3,768,0,0,1,0,0,1,0,0,0,1,1,1,13,1
475035.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,16,1
469354.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
469343.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
469348.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
469351.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
469325.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,15,1
469329.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,13,1
469333.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,13,1
469322.nif,1|0,3,3,768,0,0,1,0,0,1,0,0,0,1,1,1,13,1
469372.nif,1|0,2,3,512,0,0,0,0,0,1,0,0,0,1,1,1,13,1
493293.nif,1|0,2,3,512,0,0,0,0,0,1,0,0,0,1,1,1,13,1
493298.nif,1|0,2,3,512,0,0,0,0,0,1,0,0,0,1,1,1,13,1
469363.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
469367.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
546022.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,11,1
469357.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
469360.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,12,1
469337.nif,1|0,4,3,1024,0,0,1,0,0,1,1,0,0,1,1,1,13,1
112372.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,11,1
469318.nif,1|0,3,3,768,0,0,1,0,0,1,0,0,0,1,1,1,13,1
504729.nif,1|0,4,3,1024,0,0,1,0,0,1,0,0,0,1,1,1,17,1
193595.nif,1|0,5,3,1280,0,0,1,0,0,0,0,0,0,0,0,1,39,1
506455.nif,1|0,6,3,1536,0,0,1,0,0,0,0,0,0,0,0,1,55,1
543845.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,11,1
493861.nif,1|0,11,3,2816,0,0,1,0,1,0,0,0,0,0,0,1,51,1
493886.nif,1|0,18,3,4608,0,0,1,0,0,0,0,0,0,0,0,1,99,1
493906.nif,1|0,14,3,3584,0,0,1,0,0,0,0,0,0,0,0,1,82,1
329635.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,18,1
504401.nif,1|0,10,3,2560,0,0,1,0,0,1,1,0,0,1,1,1,66,1
581409.nif,1|0,9,3,2304,0,0,1,0,0,1,0,0,0,1,1,1,24,1
493664.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,19,1
493676.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,19,1
493680.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,19,1
493684.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,19,1
493688.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,19,1
493692.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,19,1
493696.nif,1|0,2,3,512,0,0,1,0,0,0,0,0,0,0,0,1,19,1
591690.nif,1|0,16,3,4096,0,0,1,0,0,0,0,1,0,0,0,1,64,0
551508.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
551512.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,15,1
500939.nif,1|0,4,3,1024,0,0,1,0,0,1,0,0,0,1,1,1,27,1
500945.nif,1|0,3,3,768,0,0,1,0,0,1,0,0,0,1,1,1,18,1
406686.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,15,1
500714.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,18,1
501038.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
500728.nif,1|0,3,3,768,0,0,1,0,0,1,0,0,0,1,1,1,19,1
500727.nif,1|0,3,3,768,0,0,1,0,0,1,0,0,0,1,1,1,19,1
500726.nif,1|0,3,3,768,0,0,1,0,0,1,0,0,0,1,1,1,19,1
500725.nif,1|0,3,3,768,0,0,1,0,0,1,0,0,0,1,1,1,19,1
500724.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
500723.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
500722.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
500721.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
500720.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
500719.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,17,1
500718.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,18,1
500717.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,18,1
471919.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,15,1
471920.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,15,1
471921.nif,1|0,1,3,256,0,0,1,0,0,0,0,0,0,0,0,1,15,1
317828.nif,1|0,4,3,1024,0,0,1,0,0,1,0,0,0,0,0,1,26,1
238529.nif,1|0,33,3,8448,0,0,1,0,0,1,1,0,0,1,1,1,91,1
501485.nif,1|0,33,3,8448,0,0,1,0,0,1,1,0,0,1,1,1,91,1
546439.nif,1|0,4,3,1024,0,0,1,0,0,1,1,0,0,1,1,1,17,1
497460.nif,1|0,6,3,1536,0,0,1,0,0,0,1,0,0,0,0,1,35,1
498955.nif,1|0,3,3,768,0,0,1,0,0,1,0,0,0,1,1,1,17,1
500119.nif,1|0,7,3,1792,1,3,1,0,0,1,1,0,0,1,1,1,17,1
585284.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,17,1
499033.nif,1|0,29,3,7424,0,0,1,0,0,1,1,0,0,1,1,1,98,1
497459.nif,1|0,6,3,1536,0,0,1,0,0,0,1,0,0,0,0,1,46,1
169730.nif,1|0,15,3,3840,0,0,1,0,0,0,1,0,0,0,0,1,53,1
246470.nif,1|0,15,3,3840,0,0,1,0,0,0,1,0,0,0,0,1,53,1
584602.nif,1|0,4,3,1024,0,0,1,0,0,0,0,1,0,0,0,1,26,1
30451.nif,1|0,2,3,512,0,0,1,0,0,0,0,1,0,0,0,1,17,1
41090.nif,1|0,4,3,1024,0,0,1,0,0,0,1,0,0,0,0,1,23,1
155495.nif,1|0,13,3,3328,0,0,1,0,0,0,1,0,0,0,0,1,67,1
510491.nif,1|0,2,3,512,0,0,1,0,0,0,1,0,0,0,0,1,15,1
241657.nif,1|0,18,3,4608,0,0,1,1,0,0,1,0,0,0,0,1,83,1
252919.nif,1|0,4,3,1024,0,0,1,0,0,1,0,0,0,1,1,1,30,1
499035.nif,1|0,8,3,2048,0,0,1,0,0,1,0,0,0,0,0,1,69,1
41076.nif,1|0,9,3,2304,0,0,1,0,0,0,0,0,0,0,0,1,50,1
238570.nif,1|0,14,3,3584,0,0,1,0,0,0,0,0,0,0,0,1,141,1
41379.nif,1|0,4,3,1024,0,0,1,0,0,1,0,0,0,1,1,1,31,1
336824.nif,1|0,22,3,5632,1,10,1,0,0,0,1,0,0,0,0,1,80,1
241652.nif,1|0,2,3,512,0,0,1,0,0,0,1,0,0,0,0,1,20,1
